#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
655981,24567069,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Geomyces destructans).,other,-,-,-,-,20181203,-
655981,36290757,VC83_07713,VC83_07713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290758,SSN2,VC83_07714,-,-,Unknown,-,mediator of RNA polymerase II transcription subunit 13,protein-coding,-,-,-,mediator of RNA polymerase II transcription subunit 13,20200909,-
655981,36290759,MEU1,VC83_07715,-,-,Unknown,-,S-methyl-5-thioadenosine phosphorylase,protein-coding,-,-,-,S-methyl-5-thioadenosine phosphorylase,20200909,-
655981,36290760,NOT4,VC83_07716,-,-,Unknown,-,transcriptional repressor proteinral negative regulator of transcription subunit 4,protein-coding,-,-,-,transcriptional repressor proteinral negative regulator of transcription subunit 4,20200909,-
655981,36290761,NUO31,VC83_07717,-,-,Unknown,-,"NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial",protein-coding,-,-,-,"NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial",20200909,-
655981,36290762,VC83_07718,VC83_07718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290763,VC83_07719,VC83_07719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290764,VC83_07720,VC83_07720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290765,VC83_07721,VC83_07721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290766,VC83_07722,VC83_07722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290767,VC83_07723,VC83_07723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290768,VC83_07724,VC83_07724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290769,VC83_07725,VC83_07725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290770,VC83_07726,VC83_07726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290771,VC83_07727,VC83_07727,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290772,VC83_07728,VC83_07728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290773,VC83_07729,VC83_07729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290774,VC83_07730,VC83_07730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290775,VC83_07731,VC83_07731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290776,VC83_07732,VC83_07732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290777,VC83_07733,VC83_07733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290778,RIA1,VC83_07734,-,-,Unknown,-,Cytoplasmic GTPase/eEF2-like protein (ribosomal bioproteinsis),protein-coding,-,-,-,Cytoplasmic GTPase/eEF2-like protein (ribosomal bioproteinsis),20200909,-
655981,36290779,VC83_07735,VC83_07735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290780,VC83_07736,VC83_07736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290781,VC83_07737,VC83_07737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290782,VC83_07738,VC83_07738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290783,VC83_07739,VC83_07739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290784,VC83_07740,VC83_07740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290785,VC83_07741,VC83_07741,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290786,VC83_07742,VC83_07742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290787,VC83_07743,VC83_07743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290788,VC83_07744,VC83_07744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290789,VC83_07745,VC83_07745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290790,VC83_07746,VC83_07746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290791,VC83_07747,VC83_07747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290792,SEC16,VC83_07748,-,-,Unknown,-,vesicle coat component,protein-coding,-,-,-,vesicle coat component,20200909,-
655981,36290793,NEO1,VC83_07749,-,-,Unknown,-,Putative aminophospholipid-translocase,protein-coding,-,-,-,Putative aminophospholipid-translocase,20200909,-
655981,36290794,VC83_07750,VC83_07750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290795,VC83_07751,VC83_07751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290796,VC83_07752,VC83_07752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290797,VC83_07753,VC83_07753,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36290798,FAR11,VC83_07754,-,-,Unknown,-,Factor arrest protein 11,protein-coding,-,-,-,Factor arrest protein 11,20200909,-
655981,36290799,VC83_07755,VC83_07755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290800,VC83_07756,VC83_07756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290801,VC83_07757,VC83_07757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290802,VC83_07758,VC83_07758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290803,VC83_07759,VC83_07759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290804,VC83_07760,VC83_07760,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290805,VC83_07761,VC83_07761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290806,VC83_07762,VC83_07762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290807,VC83_07763,VC83_07763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290808,NAM2,VC83_07764,-,-,Unknown,-,"Leucyl-tRNA synthetase, mitochondrial",protein-coding,-,-,-,"Leucyl-tRNA synthetase, mitochondrial",20200909,-
655981,36290809,VC83_07765,VC83_07765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290810,VC83_07766,VC83_07766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290811,ITT1,VC83_07767,-,-,Unknown,-,translation termination inhibitor protein itt1,protein-coding,-,-,-,translation termination inhibitor protein itt1,20200909,-
655981,36290812,VC83_07768,VC83_07768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290813,VC83_07769,VC83_07769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290814,VC83_07770,VC83_07770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290815,VC83_07771,VC83_07771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290816,VC83_07772,VC83_07772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290817,VC83_07773,VC83_07773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290818,VC83_07774,VC83_07774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290819,VC83_07775,VC83_07775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290820,HIS6,VC83_07776,-,-,Unknown,-,Enzyme that catalyzes the fourth step in the histidine pathway,protein-coding,-,-,-,Enzyme that catalyzes the fourth step in the histidine pathway,20200909,-
655981,36290821,VC83_07777,VC83_07777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290822,STE12,VC83_07778,-,-,Unknown,-,homeodomain transcription factor ste12,protein-coding,-,-,-,homeodomain transcription factor ste12,20200909,-
655981,36290823,VC83_07779,VC83_07779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290824,VC83_07780,VC83_07780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290825,VC83_07781,VC83_07781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290826,MVD1,VC83_07782,-,-,Unknown,-,diphosphomevalonate decarboxylase,protein-coding,-,-,-,diphosphomevalonate decarboxylase,20200909,-
655981,36290827,VC83_07783,VC83_07783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290828,VC83_07784,VC83_07784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290829,VC83_07785,VC83_07785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290830,VC83_07786,VC83_07786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290831,CBF1,VC83_07787,-,-,Unknown,-,basic helix-loop-helix protein,protein-coding,-,-,-,basic helix-loop-helix protein,20200909,-
655981,36290832,FYV10,VC83_07788,-,-,Unknown,-,GID complex subunit containing RING finger motif,protein-coding,-,-,-,GID complex subunit containing RING finger motif,20200909,-
655981,36290833,VC83_07789,VC83_07789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290834,VC83_07790,VC83_07790,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290835,VC83_07791,VC83_07791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290836,VC83_07792,VC83_07792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290837,VC83_07793,VC83_07793,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200909,-
655981,36290838,VC83_07794,VC83_07794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290839,RFC4,VC83_07795,-,-,Unknown,-,replication factor C subunit 4,protein-coding,-,-,-,replication factor C subunit 4,20200909,-
655981,36290840,VC83_07796,VC83_07796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290841,HIS3,VC83_07797,-,-,Unknown,-,imidazoleglycerol-phosphate dehydratase,protein-coding,-,-,-,imidazoleglycerol-phosphate dehydratase,20200909,-
655981,36290842,LOC1,VC83_07798,-,-,Unknown,-,60S ribosomal subunit assembly/export protein,protein-coding,-,-,-,60S ribosomal subunit assembly/export protein,20200909,-
655981,36290843,VC83_07799,VC83_07799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290844,VC83_07800,VC83_07800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290845,VC83_07801,VC83_07801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290846,PHA2,VC83_07802,-,-,Unknown,-,prephenate dehydratase,protein-coding,-,-,-,prephenate dehydratase,20200909,-
655981,36290847,SUP45,VC83_07803,-,-,Unknown,-,eRF1,protein-coding,-,-,-,eRF1,20200909,-
655981,36290848,VC83_07804,VC83_07804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290849,VC83_07805,VC83_07805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290850,RPL25,VC83_07806,-,-,Unknown,-,ribosomal 60S subunit protein L25,protein-coding,-,-,-,ribosomal 60S subunit protein L25,20200909,-
655981,36290851,TIM8,VC83_07807,-,-,Unknown,-,Mitochondrial import inner membrane translocase subunit tim8,protein-coding,-,-,-,Mitochondrial import inner membrane translocase subunit tim8,20200909,-
655981,36290852,ALR1,VC83_07808,-,-,Unknown,-,Mg(2+) transporter,protein-coding,-,-,-,Mg(2+) transporter,20200909,-
655981,36290853,VC83_07809,VC83_07809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290854,RBX1,VC83_07810,-,-,Unknown,-,RING-box protein 1,protein-coding,-,-,-,RING-box protein 1,20200909,-
655981,36290855,VC83_07811,VC83_07811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290856,VC83_07812,VC83_07812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290857,CSE4,VC83_07813,-,-,Unknown,-,centromeric DNA-binding histone H3-like protein cse4,protein-coding,-,-,-,centromeric DNA-binding histone H3-like protein cse4,20200909,-
655981,36290858,VC83_07814,VC83_07814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290859,VC83_07815,VC83_07815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290860,VC83_07816,VC83_07816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290861,VC83_07817,VC83_07817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290862,VC83_07818,VC83_07818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290863,VC83_07819,VC83_07819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290864,PAN5,VC83_07820,-,-,Unknown,-,2-dehydropantoate 2-reductase (Ketopantoate reductase) (KPA reductase) (KPR),protein-coding,-,-,-,2-dehydropantoate 2-reductase (Ketopantoate reductase) (KPA reductase) (KPR),20200909,-
655981,36290865,VC83_07821,VC83_07821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290866,VC83_07822,VC83_07822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290867,VC83_07823,VC83_07823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290868,VC83_07824,VC83_07824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290869,VC83_07825,VC83_07825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290870,VC83_07826,VC83_07826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290871,VC83_07827,VC83_07827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290872,VC83_07828,VC83_07828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290873,VC83_07829,VC83_07829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290874,VC83_07830,VC83_07830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290875,UTR4,VC83_07831,-,-,Unknown,-,enolase-phosphatase E1,protein-coding,-,-,-,enolase-phosphatase E1,20200909,-
655981,36290876,VC83_07832,VC83_07832,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290877,VC83_07833,VC83_07833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290878,VC83_07834,VC83_07834,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290879,URM1,VC83_07835,-,-,Unknown,-,Ubiquitin- modifier 1,protein-coding,-,-,-,Ubiquitin- modifier 1,20200909,-
655981,36290880,VC83_07836,VC83_07836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290881,RIM11,VC83_07837,-,-,Unknown,-,regulator of ime2,protein-coding,-,-,-,regulator of ime2,20200909,-
655981,36290882,VC83_07838,VC83_07838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290883,TOM40,VC83_07839,-,-,Unknown,-,translocase of outer mitochondrial membrane,protein-coding,-,-,-,translocase of outer mitochondrial membrane,20200909,-
655981,36290884,VC83_07840,VC83_07840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290885,VC83_07841,VC83_07841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290886,VC83_07842,VC83_07842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290887,FES1,VC83_07843,-,-,Unknown,-,hsp70 nucleotide exchange factor fes1,protein-coding,-,-,-,hsp70 nucleotide exchange factor fes1,20200909,-
655981,36290888,ACT1,VC83_07844,-,-,Unknown,-,actin,protein-coding,-,-,-,actin,20200909,-
655981,36290889,VC83_07845,VC83_07845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290890,SMI1,VC83_07846,-,-,Unknown,-,Cell wall assembly regulator,protein-coding,-,-,-,Cell wall assembly regulator,20200909,-
655981,36290891,VC83_07847,VC83_07847,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290892,VC83_07848,VC83_07848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290893,VC83_07849,VC83_07849,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290894,VC83_07850,VC83_07850,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290895,VC83_07851,VC83_07851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290896,LYS3,VC83_07852,-,-,Unknown,-,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]",protein-coding,-,-,-,"Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]",20200909,-
655981,36290897,VC83_07853,VC83_07853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290898,VC83_07854,VC83_07854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
655981,36290899,MMM1,VC83_07855,-,-,Unknown,-,ERMES complex subunit mmm1,protein-coding,-,-,-,ERMES complex subunit mmm1,20200909,-
655981,36290900,VC83_07856,VC83_07856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200909,-
