#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
134537,58747553,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia fungorum.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200824,-
134537,61184787,A8H39_RS35675,A8H39_RS35675,A8H39_35655,-,-,-,O-antigen ligase family protein,protein-coding,-,-,-,O-antigen ligase family protein,20201227,-
134537,61184788,A8H39_RS35680,A8H39_RS35680,A8H39_35660,-,-,-,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,protein-coding,-,-,-,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,20201227,-
134537,61184789,A8H39_RS35685,A8H39_RS35685,A8H39_35665,-,-,-,undecaprenyl-phosphate glucose phosphotransferase,protein-coding,-,-,-,undecaprenyl-phosphate glucose phosphotransferase,20201227,-
134537,61184790,A8H39_RS35690,A8H39_RS35690,A8H39_35670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
134537,61184791,A8H39_RS35695,A8H39_RS35695,A8H39_35675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184792,A8H39_RS35700,A8H39_RS35700,A8H39_35680,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201230,-
134537,61184793,A8H39_RS35705,A8H39_RS35705,A8H39_35685,-,-,-,HPP family protein,protein-coding,-,-,-,HPP family protein,20201227,-
134537,61184794,A8H39_RS35710,A8H39_RS35710,A8H39_35690,-,-,-,PAS sensor domain-containing protein,protein-coding,-,-,-,PAS sensor domain-containing protein,20201227,-
134537,61184795,frc,A8H39_RS35715,A8H39_35695,-,-,-,formyl-CoA transferase,protein-coding,-,-,-,formyl-CoA transferase,20201230,-
134537,61184796,oxc,A8H39_RS35720,A8H39_35700,-,-,-,oxalyl-CoA decarboxylase,protein-coding,-,-,-,oxalyl-CoA decarboxylase,20201227,-
134537,61184797,oxlT,A8H39_RS35725,A8H39_35705,-,-,-,oxalate/formate MFS antiporter,protein-coding,-,-,-,oxalate/formate MFS antiporter,20201227,-
134537,61184798,A8H39_RS35730,A8H39_RS35730,A8H39_35710,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184799,A8H39_RS35735,A8H39_RS35735,A8H39_35715,-,-,-,GFA family protein,protein-coding,-,-,-,GFA family protein,20201227,-
134537,61184800,A8H39_RS35740,A8H39_RS35740,A8H39_35720,-,-,-,response regulator,protein-coding,-,-,-,response regulator,20201230,-
134537,61184801,A8H39_RS35745,A8H39_RS35745,A8H39_35725,-,-,-,HAMP domain-containing histidine kinase,protein-coding,-,-,-,HAMP domain-containing histidine kinase,20201227,-
134537,61184802,A8H39_RS35750,A8H39_RS35750,A8H39_35730,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201227,-
134537,61184803,tssE,A8H39_RS35755,A8H39_35735,-,-,-,type VI secretion system baseplate subunit TssE,protein-coding,-,-,-,type VI secretion system baseplate subunit TssE,20201227,-
134537,61184804,A8H39_RS35760,A8H39_RS35760,A8H39_35740,-,-,-,Hcp family type VI secretion system effector,protein-coding,-,-,-,Hcp family type VI secretion system effector,20201230,-
134537,61184805,A8H39_RS35765,A8H39_RS35765,A8H39_35745,-,-,-,OmpA family protein,protein-coding,-,-,-,OmpA family protein,20201227,-
134537,61184806,A8H39_RS35770,A8H39_RS35770,A8H39_35750,-,-,-,DotU family type IV/VI secretion system protein,protein-coding,-,-,-,DotU family type IV/VI secretion system protein,20201227,-
134537,61184807,tssK,A8H39_RS35775,A8H39_35755,-,-,-,type VI secretion system baseplate subunit TssK,protein-coding,-,-,-,type VI secretion system baseplate subunit TssK,20201227,-
134537,61184808,tssB,A8H39_RS35780,A8H39_35760,-,-,-,type VI secretion system contractile sheath small subunit,protein-coding,-,-,-,type VI secretion system contractile sheath small subunit,20210424,-
134537,61184809,tssC,A8H39_RS35785,A8H39_35765,-,-,-,type VI secretion system contractile sheath large subunit,protein-coding,-,-,-,type VI secretion system contractile sheath large subunit,20201227,-
134537,61184810,vgrG,A8H39_RS35790,A8H39_35770,-,-,-,type VI secretion system tip protein VgrG,protein-coding,-,-,-,type VI secretion system tip protein VgrG,20201227,-
134537,61184811,A8H39_RS35795,A8H39_RS35795,A8H39_35775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184812,A8H39_RS35800,A8H39_RS35800,A8H39_35780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184813,A8H39_RS35805,A8H39_RS35805,A8H39_35785,-,-,-,PAAR domain-containing protein,protein-coding,-,-,-,PAAR domain-containing protein,20201227,-
134537,61184814,A8H39_RS35810,A8H39_RS35810,A8H39_35790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184815,A8H39_RS35815,A8H39_RS35815,A8H39_35795,-,-,-,type VI secretion protein VasK,protein-coding,-,-,-,type VI secretion protein VasK,20201227,-
134537,61184816,tssA,A8H39_RS35820,A8H39_35800,-,-,-,type VI secretion system protein TssA,protein-coding,-,-,-,type VI secretion system protein TssA,20201227,-
134537,61184817,tssF,A8H39_RS35825,A8H39_35805,-,-,-,type VI secretion system baseplate subunit TssF,protein-coding,-,-,-,type VI secretion system baseplate subunit TssF,20201227,-
134537,61184818,tssG,A8H39_RS35830,A8H39_35810,-,-,-,type VI secretion system baseplate subunit TssG,protein-coding,-,-,-,type VI secretion system baseplate subunit TssG,20201227,-
134537,61184819,tssJ,A8H39_RS35835,A8H39_35815,-,-,-,type VI secretion system lipoprotein TssJ,protein-coding,-,-,-,type VI secretion system lipoprotein TssJ,20201227,-
134537,61184820,A8H39_RS35845,A8H39_RS35845,A8H39_35825,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20201227,-
134537,61184821,A8H39_RS35850,A8H39_RS35850,A8H39_35830,-,-,-,polyamine ABC transporter substrate-binding protein,protein-coding,-,-,-,polyamine ABC transporter substrate-binding protein,20201227,-
134537,61184822,A8H39_RS35855,A8H39_RS35855,A8H39_35835,-,-,-,P1 family peptidase,protein-coding,-,-,-,P1 family peptidase,20201227,-
134537,61184823,A8H39_RS35860,A8H39_RS35860,A8H39_35840,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20201230,-
134537,61184824,A8H39_RS35865,A8H39_RS35865,A8H39_35845,-,-,-,potassium transporter Kup,protein-coding,-,-,-,potassium transporter Kup,20201227,-
134537,61184825,A8H39_RS35870,A8H39_RS35870,A8H39_35850,-,-,-,DUF2235 domain-containing protein,protein-coding,-,-,-,DUF2235 domain-containing protein,20201227,-
134537,61184826,A8H39_RS35875,A8H39_RS35875,A8H39_35855,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20201227,-
134537,61184827,A8H39_RS35880,A8H39_RS35880,A8H39_35860,-,-,-,DNA-directed RNA polymerase sigma-70 factor,protein-coding,-,-,-,DNA-directed RNA polymerase sigma-70 factor,20210424,-
134537,61184828,A8H39_RS35885,A8H39_RS35885,A8H39_35865,-,-,-,YciI family protein,protein-coding,-,-,-,YciI family protein,20201230,-
134537,61184829,A8H39_RS35890,A8H39_RS35890,A8H39_35870,-,-,-,winged helix-turn-helix domain-containing protein,protein-coding,-,-,-,winged helix-turn-helix domain-containing protein,20201227,-
134537,61184830,A8H39_RS35900,A8H39_RS35900,A8H39_35880,-,-,-,sugar ABC transporter ATP-binding protein,protein-coding,-,-,-,sugar ABC transporter ATP-binding protein,20201230,-
134537,61184831,A8H39_RS35905,A8H39_RS35905,A8H39_35885,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20201227,-
134537,61184832,A8H39_RS35910,A8H39_RS35910,A8H39_35890,-,-,-,sugar ABC transporter substrate-binding protein,protein-coding,-,-,-,sugar ABC transporter substrate-binding protein,20201227,-
134537,61184833,A8H39_RS35915,A8H39_RS35915,A8H39_35895,-,-,-,FadR family transcriptional regulator,protein-coding,-,-,-,FadR family transcriptional regulator,20201230,-
134537,61184834,A8H39_RS35920,A8H39_RS35920,A8H39_35900,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20201227,-
134537,61184835,A8H39_RS35925,A8H39_RS35925,A8H39_35905,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20201227,-
134537,61184836,A8H39_RS35930,A8H39_RS35930,A8H39_35910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184837,A8H39_RS35940,A8H39_RS35940,A8H39_35920,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184838,A8H39_RS35945,A8H39_RS35945,A8H39_35925,-,-,-,short-chain fatty acid transporter,protein-coding,-,-,-,short-chain fatty acid transporter,20201227,-
134537,61184839,A8H39_RS35950,A8H39_RS35950,A8H39_35930,-,-,-,ornithine cyclodeaminase family protein,protein-coding,-,-,-,ornithine cyclodeaminase family protein,20201227,-
134537,61184840,A8H39_RS35955,A8H39_RS35955,A8H39_35935,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20201227,-
134537,61184841,A8H39_RS35960,A8H39_RS35960,A8H39_35940,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184842,A8H39_RS35965,A8H39_RS35965,A8H39_35945,-,-,-,porin,protein-coding,-,-,-,porin,20201227,-
134537,61184843,A8H39_RS35970,A8H39_RS35970,A8H39_35950,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20201226,-
134537,61184844,A8H39_RS35980,A8H39_RS35980,A8H39_35960,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184845,A8H39_RS35985,A8H39_RS35985,A8H39_35965,-,-,-,AraC family transcriptional regulator N-terminal domain-containing protein,protein-coding,-,-,-,AraC family transcriptional regulator N-terminal domain-containing protein,20210424,-
134537,61184846,A8H39_RS35990,A8H39_RS35990,A8H39_35970,-,-,-,TIGR03118 family protein,protein-coding,-,-,-,TIGR03118 family protein,20201230,-
134537,61184847,A8H39_RS35995,A8H39_RS35995,A8H39_35975,-,-,-,NmrA family NAD(P)-binding protein,protein-coding,-,-,-,NmrA family NAD(P)-binding protein,20201227,-
134537,61184848,A8H39_RS36000,A8H39_RS36000,A8H39_35980,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201227,-
134537,61184849,A8H39_RS36005,A8H39_RS36005,A8H39_35985,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20201227,-
134537,61184850,A8H39_RS36010,A8H39_RS36010,A8H39_35990,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201227,-
134537,61184851,A8H39_RS36015,A8H39_RS36015,A8H39_35995,-,-,-,GlxA family transcriptional regulator,protein-coding,-,-,-,GlxA family transcriptional regulator,20201227,-
134537,61184852,A8H39_RS36020,A8H39_RS36020,A8H39_36000,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20201227,-
134537,61184853,A8H39_RS36025,A8H39_RS36025,A8H39_36005,-,-,-,EthD family reductase,protein-coding,-,-,-,EthD family reductase,20210417,-
134537,61184854,A8H39_RS36030,A8H39_RS36030,A8H39_36010,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184855,A8H39_RS36035,A8H39_RS36035,A8H39_36015,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201230,-
134537,61184856,A8H39_RS36045,A8H39_RS36045,A8H39_36025,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184857,A8H39_RS36050,A8H39_RS36050,A8H39_36030,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20201227,-
134537,61184858,A8H39_RS36055,A8H39_RS36055,A8H39_36035,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20201227,-
134537,61184859,A8H39_RS36060,A8H39_RS36060,A8H39_36040,-,-,-,protein kinase,protein-coding,-,-,-,protein kinase,20201227,-
134537,61184860,A8H39_RS36065,A8H39_RS36065,A8H39_36045,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
134537,61184861,A8H39_RS36070,A8H39_RS36070,A8H39_36050,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184862,A8H39_RS36075,A8H39_RS36075,A8H39_36055,-,-,-,antibiotic biosynthesis monooxygenase,protein-coding,-,-,-,antibiotic biosynthesis monooxygenase,20201227,-
134537,61184863,A8H39_RS36080,A8H39_RS36080,A8H39_36060,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201230,-
134537,61184864,A8H39_RS36085,A8H39_RS36085,A8H39_36065,-,-,-,antibiotic biosynthesis monooxygenase,protein-coding,-,-,-,antibiotic biosynthesis monooxygenase,20210417,-
134537,61184865,A8H39_RS36090,A8H39_RS36090,A8H39_36070,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20201227,-
134537,61184866,A8H39_RS36095,A8H39_RS36095,A8H39_36075,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184867,aroE,A8H39_RS36100,A8H39_36080,-,-,-,shikimate dehydrogenase,protein-coding,-,-,-,shikimate dehydrogenase,20201227,-
134537,61184868,A8H39_RS36105,A8H39_RS36105,A8H39_36085,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20201227,-
134537,61184869,A8H39_RS36110,A8H39_RS36110,A8H39_36090,-,-,-,MaoC family dehydratase,protein-coding,-,-,-,MaoC family dehydratase,20201227,-
134537,61184870,A8H39_RS36115,A8H39_RS36115,A8H39_36095,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20201227,-
134537,61184871,A8H39_RS36120,A8H39_RS36120,A8H39_36100,-,-,-,2-dehydropantoate 2-reductase,protein-coding,-,-,-,2-dehydropantoate 2-reductase,20201227,-
134537,61184872,A8H39_RS36125,A8H39_RS36125,A8H39_36105,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184873,A8H39_RS36130,A8H39_RS36130,A8H39_36110,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210424,-
134537,61184874,A8H39_RS36135,A8H39_RS36135,A8H39_36115,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201227,-
134537,61184875,A8H39_RS36140,A8H39_RS36140,A8H39_36120,-,-,-,sensor histidine kinase,protein-coding,-,-,-,sensor histidine kinase,20201227,-
134537,61184876,A8H39_RS36145,A8H39_RS36145,A8H39_36125,-,-,-,manganese catalase family protein,protein-coding,-,-,-,manganese catalase family protein,20201230,-
134537,61184877,A8H39_RS36150,A8H39_RS36150,A8H39_36130,-,-,-,NUDIX domain-containing protein,protein-coding,-,-,-,NUDIX domain-containing protein,20210417,-
134537,61184878,cls,A8H39_RS36160,A8H39_36140,-,-,-,cardiolipin synthase,protein-coding,-,-,-,cardiolipin synthase,20201227,-
134537,61184879,chrA,A8H39_RS36165,A8H39_36145,-,-,-,chromate efflux transporter,protein-coding,-,-,-,chromate efflux transporter,20201227,-
134537,61184880,A8H39_RS36170,A8H39_RS36170,A8H39_36150,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20201227,-
134537,61184881,A8H39_RS36175,A8H39_RS36175,A8H39_36155,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20201227,-
134537,61184882,A8H39_RS36180,A8H39_RS36180,A8H39_36160,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201230,-
134537,61184883,A8H39_RS36185,A8H39_RS36185,A8H39_36165,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184884,A8H39_RS36190,A8H39_RS36190,A8H39_36170,-,-,-,transketolase family protein,protein-coding,-,-,-,transketolase family protein,20201227,-
134537,61184885,A8H39_RS36195,A8H39_RS36195,A8H39_36175,-,-,-,transketolase,protein-coding,-,-,-,transketolase,20201230,-
134537,61184886,A8H39_RS36200,A8H39_RS36200,A8H39_36180,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184887,A8H39_RS36205,A8H39_RS36205,A8H39_36185,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201230,-
134537,61184888,A8H39_RS36210,A8H39_RS36210,A8H39_36190,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20201230,-
134537,61184889,A8H39_RS36215,A8H39_RS36215,A8H39_36195,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184890,A8H39_RS36220,A8H39_RS36220,A8H39_36200,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184891,A8H39_RS36225,A8H39_RS36225,A8H39_36205,-,-,-,LacI family DNA-binding transcriptional regulator,protein-coding,-,-,-,LacI family DNA-binding transcriptional regulator,20201227,-
134537,61184892,A8H39_RS36230,A8H39_RS36230,A8H39_36210,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20201227,-
134537,61184893,A8H39_RS36235,A8H39_RS36235,A8H39_36215,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184894,A8H39_RS36240,A8H39_RS36240,A8H39_36220,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210424,-
134537,61184895,A8H39_RS36245,A8H39_RS36245,A8H39_36225,-,-,-,NADH:flavin oxidoreductase/NADH oxidase,protein-coding,-,-,-,NADH:flavin oxidoreductase/NADH oxidase,20201230,-
134537,61184896,A8H39_RS36250,A8H39_RS36250,A8H39_36230,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20201230,-
134537,61184897,A8H39_RS36255,A8H39_RS36255,A8H39_36235,-,-,-,antibiotic biosynthesis monooxygenase,protein-coding,-,-,-,antibiotic biosynthesis monooxygenase,20201230,-
134537,61184898,A8H39_RS36260,A8H39_RS36260,A8H39_36240,-,-,-,pseudo,pseudo,-,-,-,-,20201226,-
134537,61184899,A8H39_RS36265,A8H39_RS36265,A8H39_36245,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184900,A8H39_RS36270,A8H39_RS36270,A8H39_36250,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201227,-
134537,61184901,A8H39_RS36275,A8H39_RS36275,A8H39_36255,-,-,-,Rrf2 family transcriptional regulator,protein-coding,-,-,-,Rrf2 family transcriptional regulator,20210417,-
134537,61184902,A8H39_RS36280,A8H39_RS36280,A8H39_36260,-,-,-,IclR family transcriptional regulator,protein-coding,-,-,-,IclR family transcriptional regulator,20201227,-
134537,61184903,A8H39_RS36285,A8H39_RS36285,A8H39_36265,-,-,-,MHS family MFS transporter,protein-coding,-,-,-,MHS family MFS transporter,20201227,-
134537,61184904,A8H39_RS36290,A8H39_RS36290,A8H39_36270,-,-,-,3-dehydroquinate dehydratase,protein-coding,-,-,-,3-dehydroquinate dehydratase,20201227,-
134537,61184905,A8H39_RS36305,A8H39_RS36305,A8H39_36285,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201227,-
134537,61184906,A8H39_RS36310,A8H39_RS36310,A8H39_36290,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20201227,-
134537,61184907,A8H39_RS36315,A8H39_RS36315,A8H39_36295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201226,-
134537,61184908,A8H39_RS36320,A8H39_RS36320,A8H39_36300,-,-,-,NmrA family NAD(P)-binding protein,protein-coding,-,-,-,NmrA family NAD(P)-binding protein,20201227,-
134537,61184909,A8H39_RS36325,A8H39_RS36325,A8H39_36305,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20201227,-
134537,61184910,A8H39_RS36330,A8H39_RS36330,A8H39_36310,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184911,A8H39_RS36335,A8H39_RS36335,A8H39_36315,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184912,A8H39_RS36340,A8H39_RS36340,A8H39_36320,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
134537,61184913,A8H39_RS36345,A8H39_RS36345,A8H39_36325,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20201227,-
134537,61184914,A8H39_RS36350,A8H39_RS36350,A8H39_36330,-,-,-,porin,protein-coding,-,-,-,porin,20201227,-
134537,61184915,A8H39_RS36355,A8H39_RS36355,A8H39_36335,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20201227,-
