#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
5741,3974679,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Giardia duodenalis; Giardia lamblia; Lamblia intestinalis).,other,-,-,-,-,20201024,-
5741,5702741,GL50803_0014497,GL50803_0014497,GL50803_14497,-,4,-,20S proteasome alpha subunit 3,protein-coding,-,-,-,20S proteasome alpha subunit 3,20201210,-
5741,5702747,GL50803_00103992,GL50803_00103992,GL50803_103992,-,4,-,VSP,protein-coding,-,-,-,VSP,20201210,-
5741,5702749,GL50803_00115831,GL50803_00115831,GL50803_115831,-,3,-,VSP with INR,protein-coding,-,-,-,VSP with INR,20201210,-
5741,5702751,GL50803_008456,GL50803_008456,GL50803_8456,-,3,-,Tubulin tyrosine ligase-like 3,protein-coding,-,-,-,Tubulin tyrosine ligase-like 3,20201210,-
5741,5702752,GL50803_008454,GL50803_008454,GL50803_8454,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702753,GL50803_0014712,GL50803_0014712,GL50803_14712,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702755,GL50803_0091056,GL50803_0091056,GL50803_91056,-,3,-,Aspartate aminotransferase,protein-coding,-,-,-,Aspartate aminotransferase,20201210,-
5741,5702757,GL50803_004343,GL50803_004343,GL50803_4343,-,3,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20201210,-
5741,5702758,GL50803_004344,GL50803_004344,GL50803_4344,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702759,GL50803_0027059,GL50803_0027059,GL50803_27059,-,3,-,Proteasome subunit beta type 7,protein-coding,-,-,-,Proteasome subunit beta type 7,20210424,-
5741,5702760,GL50803_0013606,GL50803_0013606,GL50803_13606,-,3,-,putative Phosphatidylinositol-4-phosphate 5-kinase,protein-coding,-,-,-,putative Phosphatidylinositol-4-phosphate 5-kinase,20210424,-
5741,5702762,GL50803_004349,GL50803_004349,GL50803_4349,-,3,-,Endothelin-converting enzyme 2,protein-coding,-,-,-,Endothelin-converting enzyme 2,20201210,-
5741,5702764,GL50803_00113512,GL50803_00113512,GL50803_113512,-,3,-,High cysteine membrane protein Group 6,protein-coding,-,-,-,High cysteine membrane protein Group 6,20201210,-
5741,5702766,GL50803_00137740,GL50803_00137740,GL50803_137740,-,3,-,VSP,protein-coding,-,-,-,VSP,20210424,-
5741,5702767,GL50803_0093221,GL50803_0093221,GL50803_93221,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702768,GL50803_0010632,GL50803_0010632,GL50803_10632,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702769,GL50803_0088082,GL50803_0088082,GL50803_88082,-,3,-,Coatomer beta subunit,protein-coding,-,-,-,Coatomer beta subunit,20201210,-
5741,5702771,GL50803_00102890,GL50803_00102890,GL50803_102890,-,3,-,putative WD-repeat family protein,protein-coding,-,-,-,putative WD-repeat family protein,20201210,-
5741,5702774,GL50803_0015256,GL50803_0015256,GL50803_15256,-,3,-,Undecaprenyl pyrophosphate synthase,protein-coding,-,-,-,Undecaprenyl pyrophosphate synthase,20210424,-
5741,5702775,GL50803_0010623,GL50803_0010623,GL50803_10623,-,3,-,Phosphoenolpyruvate carboxykinase,protein-coding,-,-,-,Phosphoenolpyruvate carboxykinase,20201210,-
5741,5702777,GL50803_0017613,GL50803_0017613,GL50803_17613,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702778,GL50803_006342,GL50803_006342,GL50803_6342,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702780,GL50803_00102893,GL50803_00102893,GL50803_102893,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702781,GL50803_006344,GL50803_006344,GL50803_6344,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702782,GL50803_006345,GL50803_006345,GL50803_6345,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702783,GL50803_006346,GL50803_006346,GL50803_6346,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702784,GL50803_0088059,GL50803_0088059,GL50803_88059,-,3,-,Myb-like DNA-binding domain-containing protein,protein-coding,-,-,-,Myb-like DNA-binding domain-containing protein,20201210,-
5741,5702785,GL50803_0034906,GL50803_0034906,GL50803_34906,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702786,GL50803_0088065,GL50803_0088065,GL50803_88065,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702787,GL50803_008983,GL50803_008983,GL50803_8983,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702788,GL50803_008982,GL50803_008982,GL50803_8982,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702789,GL50803_008464,GL50803_008464,GL50803_8464,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702790,GL50803_008462,GL50803_008462,GL50803_8462,-,3,-,Ribosomal protein L27,protein-coding,-,-,-,Ribosomal protein L27,20201210,-
5741,5702792,GL50803_008460,GL50803_008460,GL50803_8460,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702793,GL50803_0022385,GL50803_0022385,GL50803_22385,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702794,GL50803_0014713,GL50803_0014713,GL50803_14713,-,3,-,Intraflagellar transport protein IFT57,protein-coding,-,-,-,Intraflagellar transport protein IFT57,20201210,-
5741,5702796,GL50803_0011052,GL50803_0011052,GL50803_11052,-,3,-,Zinc finger domain,protein-coding,-,-,-,Zinc finger domain,20201210,-
5741,5702801,GL50803_0015334,GL50803_0015334,GL50803_15334,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
5741,5702802,GL50803_0011050,GL50803_0011050,GL50803_11050,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702803,GL50803_00103074,GL50803_00103074,GL50803_103074,-,3,-,Inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase,protein-coding,-,-,-,Inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase,20201210,-
5741,5702804,GL50803_00113522,GL50803_00113522,GL50803_113522,-,3,-,"Kinase, AGC PDK1",protein-coding,-,-,-,"Kinase, AGC PDK1",20201210,-
5741,5702805,GL50803_008465,GL50803_008465,GL50803_8465,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702809,GL50803_0088071,GL50803_0088071,GL50803_88071,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702810,GL50803_008979,GL50803_008979,GL50803_8979,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702812,GL50803_008978,GL50803_008978,GL50803_8978,-,3,-,4-alpha-glucanotransferase,protein-coding,-,-,-,4-alpha-glucanotransferase,20210424,-
5741,5702813,GL50803_0023330,GL50803_0023330,GL50803_23330,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702814,GL50803_00114698,GL50803_00114698,GL50803_114698,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702815,GL50803_0027910,GL50803_0027910,GL50803_27910,-,3,-,Rhodanese like protein,protein-coding,-,-,-,Rhodanese like protein,20201210,-
5741,5702816,GL50803_006589,GL50803_006589,GL50803_6589,-,3,-,Ankyrin repeat protein 2,protein-coding,-,-,-,Ankyrin repeat protein 2,20201210,-
5741,5702817,GL50803_006590,GL50803_006590,GL50803_6590,-,3,-,RNA 3'-terminal phosphate cyclase-like protein,protein-coding,-,-,-,RNA 3'-terminal phosphate cyclase-like protein,20201210,-
5741,5702818,GL50803_0014247,GL50803_0014247,GL50803_14247,-,3,-,TM efflux protein,protein-coding,-,-,-,TM efflux protein,20201210,-
5741,5702819,GL50803_006592,GL50803_006592,GL50803_6592,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702820,GL50803_0017608,GL50803_0017608,GL50803_17608,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702822,GL50803_0017607,GL50803_0017607,GL50803_17607,-,3,-,Cathepsin L,protein-coding,-,-,-,Cathepsin L,20201210,-
5741,5702823,GL50803_005845,GL50803_005845,GL50803_5845,-,3,-,Ribosomal protein S8,protein-coding,-,-,-,Ribosomal protein S8,20201210,-
5741,5702824,GL50803_005842,GL50803_005842,GL50803_5842,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702825,GL50803_0017606,GL50803_0017606,GL50803_17606,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702826,GL50803_0014038,GL50803_0014038,GL50803_14038,-,3,-,Beta-phosphoglucomutase,protein-coding,-,-,-,Beta-phosphoglucomutase,20201210,-
5741,5702829,GL50803_00114495,GL50803_00114495,GL50803_114495,-,3,-,"Kinase, NEK",pseudo,-,-,-,-,20201210,-
5741,5702833,GL50803_0017604,GL50803_0017604,GL50803_17604,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702834,GL50803_0027806,GL50803_0027806,GL50803_27806,-,3,-,Myb-like DNA-binding domain-containing protein,protein-coding,-,-,-,Myb-like DNA-binding domain-containing protein,20201210,-
5741,5702836,GL50803_006306,GL50803_006306,GL50803_6306,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702839,GL50803_006304,GL50803_006304,GL50803_6304,-,3,-,Fe-hydrogenase-1,protein-coding,-,-,-,Fe-hydrogenase-1,20201210,-
5741,5702840,GL50803_0014164,GL50803_0014164,GL50803_14164,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702841,GL50803_0023314,GL50803_0023314,GL50803_23314,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20210424,-
5741,5702842,GL50803_0087970,GL50803_0087970,GL50803_87970,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702844,GL50803_0016801,GL50803_0016801,GL50803_16801,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702845,GL50803_0011535,GL50803_0011535,GL50803_11535,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702846,GL50803_0015427,GL50803_0015427,GL50803_15427,-,3,-,Trophozoite antigen GTA-2,protein-coding,-,-,-,Trophozoite antigen GTA-2,20201210,-
5741,5702848,GL50803_0015428,GL50803_0015428,GL50803_15428,-,3,-,Intraflagellar transport protein IFT81,protein-coding,-,-,-,Intraflagellar transport protein IFT81,20201210,-
5741,5702850,GL50803_0011540,GL50803_0011540,GL50803_11540,-,3,-,Hexose transporter,protein-coding,-,-,-,Hexose transporter,20201210,-
5741,5702852,GL50803_0015429,GL50803_0015429,GL50803_15429,-,3,-,putative Glutathione synthetase,protein-coding,-,-,-,putative Glutathione synthetase,20201210,-
5741,5702855,GL50803_0016802,GL50803_0016802,GL50803_16802,-,3,-,"Kinase, CMGC CDK",protein-coding,-,-,-,"Kinase, CMGC CDK",20201210,-
5741,5702856,GL50803_0015432,GL50803_0015432,GL50803_15432,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702857,GL50803_0016803,GL50803_0016803,GL50803_16803,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702859,GL50803_0011554,GL50803_0011554,GL50803_11554,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702860,GL50803_0016804A,GL50803_0016804A,GL50803_16804,-,3,-,Outer-arm dynein gamma,protein-coding,-,-,-,Outer-arm dynein gamma,20210424,-
5741,5702861,GL50803_0011557,GL50803_0011557,GL50803_11557,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702862,GL50803_0011560,GL50803_0011560,GL50803_11560,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702864,GL50803_00104982,GL50803_00104982,GL50803_104982,-,3,-,putative Ubiquitin fold modifier 1 protein,protein-coding,-,-,-,putative Ubiquitin fold modifier 1 protein,20201210,-
5741,5702865,GL50803_0011566,GL50803_0011566,GL50803_11566,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702868,GL50803_00137743,GL50803_00137743,GL50803_137742,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702870,GL50803_00115445,GL50803_00115445,GL50803_115444,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702872,GL50803_00114470,GL50803_00114470,GL50803_114470,-,3,-,High cysteine membrane protein Group 6,protein-coding,-,-,-,High cysteine membrane protein Group 6,20201210,-
5741,5702875,GL50803_00115444,GL50803_00115444,GL50803_115445,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702877,GL50803_00137742,GL50803_00137742,GL50803_137743,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702878,GL50803_00137744,GL50803_00137744,GL50803_137744,-,3,-,VSP,protein-coding,-,-,-,VSP,20210424,-
5741,5702881,GL50803_0097017,GL50803_0097017,GL50803_97017,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702882,GL50803_001979,GL50803_001979,GL50803_1979,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702883,GL50803_0016945,GL50803_0016945,GL50803_16945,-,3,-,Kinesin-13,protein-coding,-,-,-,Kinesin-13,20201210,-
5741,5702884,GL50803_0010341,GL50803_0010341,GL50803_10341,-,3,-,Ribosomal protein L10e,protein-coding,-,-,-,Ribosomal protein L10e,20201210,-
5741,5702885,GL50803_0040863,GL50803_0040863,GL50803_40863,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702886,GL50803_0010335,GL50803_0010335,GL50803_10335,-,3,-,putative tRNA methyltransferase subunit,protein-coding,-,-,-,putative tRNA methyltransferase subunit,20201210,-
5741,5702887,GL50803_0016943,GL50803_0016943,GL50803_16943,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702888,GL50803_0010330,GL50803_0010330,GL50803_10330,-,3,-,Tenascin-like protein,protein-coding,-,-,-,Tenascin-like protein,20201210,-
5741,5702890,GL50803_0010329,GL50803_0010329,GL50803_10329,-,3,-,Ferredoxin Fd3,protein-coding,-,-,-,Ferredoxin Fd3,20201210,-
5741,5702891,GL50803_0096994,GL50803_0096994,GL50803_96994,-,3,-,Qa-SNARE 3,protein-coding,-,-,-,Qa-SNARE 3,20201210,-
5741,5702892,GL50803_0029147,GL50803_0029147,GL50803_29147,-,3,-,High cysteine membrane protein,protein-coding,-,-,-,High cysteine membrane protein,20201210,-
5741,5702893,GL50803_0010324,GL50803_0010324,GL50803_10324,-,3,-,Ribulose-phosphate 3-epimerase,protein-coding,-,-,-,Ribulose-phosphate 3-epimerase,20201210,-
5741,5702894,GL50803_00101423,GL50803_00101423,GL50803_101423,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702896,GL50803_00103785,GL50803_00103785,GL50803_103785,-,3,-,Transmembrane domain-containing protein,protein-coding,-,-,-,Transmembrane domain-containing protein,20201210,-
5741,5702897,GL50803_00112368,GL50803_00112368,GL50803_112368,-,3,-,Phosphatidylinositol-4-phosphate 5-Kinase,pseudo,-,-,-,-,20201210,-
5741,5702898,GL50803_0020020,GL50803_0020020,GL50803_20020,-,3,-,Transmembrane domain-containing protein,protein-coding,-,-,-,Transmembrane domain-containing protein,20201210,-
5741,5702899,GL50803_0010316,GL50803_0010316,GL50803_10316,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702900,GL50803_0010315,GL50803_0010315,GL50803_10315,-,3,-,Qb-SNARE 5,protein-coding,-,-,-,Qb-SNARE 5,20201210,-
5741,5702901,GL50803_0016940,GL50803_0016940,GL50803_16940,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702902,GL50803_0010313,GL50803_0010313,GL50803_10313,-,3,-,Kinase,protein-coding,-,-,-,Kinase,20201210,-
5741,5702903,GL50803_0010311,GL50803_0010311,GL50803_10311,-,3,-,Ornithine carbamoyltransferase,protein-coding,-,-,-,Ornithine carbamoyltransferase,20201210,-
5741,5702904,GL50803_00137745,GL50803_00137745,GL50803_137745,-,3,-,SMC3-like protein,protein-coding,-,-,-,SMC3-like protein,20201210,-
5741,5702905,GL50803_0024880,GL50803_0024880,GL50803_24880,-,3,-,High cysteine membrane protein Group 2,protein-coding,-,-,-,High cysteine membrane protein Group 2,20201210,-
5741,5702908,GL50803_004838,GL50803_004838,GL50803_4838,-,3,-,Translation initiation factor eIF-2B delta subunit,protein-coding,-,-,-,Translation initiation factor eIF-2B delta subunit,20210424,-
5741,5702909,GL50803_0016936,GL50803_0016936,GL50803_16936,-,3,-,High cysteine membrane protein EGF-like,protein-coding,-,-,-,High cysteine membrane protein EGF-like,20201210,-
5741,5702911,GL50803_005786,GL50803_005786,GL50803_5786,-,3,-,putative Ribosome biogenesis protein NEP1,protein-coding,-,-,-,putative Ribosome biogenesis protein NEP1,20201210,-
5741,5702912,GL50803_005785,GL50803_005785,GL50803_5785,-,3,-,Qb-SNARE 4,protein-coding,-,-,-,Qb-SNARE 4,20201210,-
5741,5702913,GL50803_005784,GL50803_005784,GL50803_5784,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702914,GL50803_0016935,GL50803_0016935,GL50803_16935,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702915,GL50803_0027614,GL50803_0027614,GL50803_27614,-,3,-,Ribose 5-phosphate isomerase,protein-coding,-,-,-,Ribose 5-phosphate isomerase,20201210,-
5741,5702916,GL50803_005779,GL50803_005779,GL50803_5779,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702918,GL50803_0095693,GL50803_0095693,GL50803_95693,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702919,GL50803_0014030,GL50803_0014030,GL50803_14030,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702920,GL50803_0016934,GL50803_0016934,GL50803_16934,-,3,-,Tetratricopeptide repeat protein,protein-coding,-,-,-,Tetratricopeptide repeat protein,20201210,-
5741,5702921,GL50803_0095717,GL50803_0095717,GL50803_95717,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702923,GL50803_00112348,GL50803_00112348,GL50803_112348,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702924,GL50803_0017190,GL50803_0017190,GL50803_17190,-,3,-,Eukaryotic peptide chain release factor subunit 1,protein-coding,-,-,-,Eukaryotic peptide chain release factor subunit 1,20201210,-
5741,5702925,GL50803_0013346,GL50803_0013346,GL50803_13346,-,3,-,Dmc1b,protein-coding,-,-,-,Dmc1b,20201210,-
5741,5702926,GL50803_003414,GL50803_003414,GL50803_3414,-,3,-,"5'-AMP-activated protein kinase, gamma-1 subunit",protein-coding,-,-,-,"5'-AMP-activated protein kinase, gamma-1 subunit",20201210,-
5741,5702928,GL50803_0017189,GL50803_0017189,GL50803_17189,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702930,GL50803_0017188,GL50803_0017188,GL50803_17188,-,3,-,"Kinase, NEK",protein-coding,-,-,-,"Kinase, NEK",20201210,-
5741,5702932,GL50803_0040885,GL50803_0040885,GL50803_40885,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702933,GL50803_0017187,GL50803_0017187,GL50803_17187,-,3,-,DNA-directed RNA polymerase subunit B',protein-coding,-,-,-,DNA-directed RNA polymerase subunit B',20210424,-
5741,5702935,GL50803_0015522,GL50803_0015522,GL50803_15522,-,3,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201210,-
5741,5702936,GL50803_00101450,GL50803_00101450,GL50803_101450,-,3,-,Ankyrin repeat protein 1,protein-coding,-,-,-,Ankyrin repeat protein 1,20201210,-
5741,5702937,GL50803_0015521,GL50803_0015521,GL50803_15521,-,3,-,High cysteine membrane protein Group 2,protein-coding,-,-,-,High cysteine membrane protein Group 2,20201210,-
5741,5702939,GL50803_00101451,GL50803_00101451,GL50803_101451,-,3,-,Transmembrane domain-containing protein,protein-coding,-,-,-,Transmembrane domain-containing protein,20201210,-
5741,5702940,GL50803_00112341,GL50803_00112341,GL50803_112341,-,3,-,Transmembrane domain-containing protein,protein-coding,-,-,-,Transmembrane domain-containing protein,20201210,-
5741,5702941,GL50803_0011897,GL50803_0011897,GL50803_11897,-,3,-,putative Phosphatidylinositol-4-phosphate 5-kinase,protein-coding,-,-,-,putative Phosphatidylinositol-4-phosphate 5-kinase,20201210,-
