#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1104324,11593814,P186_RS10315,P186_RS10315,P186_2210,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20201217,-
1104324,11596267,P186_RS08280,P186_RS08280,P186_1769,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596268,P186_RS08285,P186_RS08285,P186_1770,-,-,-,DUF1646 family protein,protein-coding,-,-,-,DUF1646 family protein,20200218,-
1104324,11596269,P186_RS08290,P186_RS08290,P186_1771,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11596270,P186_RS08295,P186_RS08295,P186_1772,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596271,P186_RS08300,P186_RS08300,P186_1774,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20201217,-
1104324,11596272,P186_RS08305,P186_RS08305,P186_1775,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20200905,-
1104324,11596273,P186_RS08310,P186_RS08310,P186_1776,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200905,-
1104324,11596274,P186_RS08315,P186_RS08315,P186_1777,-,-,-,ribonuclease Z,protein-coding,-,-,-,ribonuclease Z,20200905,-
1104324,11596275,P186_RS08320,P186_RS08320,P186_1778,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20200905,-
1104324,11596277,P186_RS08325,P186_RS08325,P186_1780,-,-,-,copper-translocating P-type ATPase,protein-coding,-,-,-,copper-translocating P-type ATPase,20201217,-
1104324,11596279,P186_RS08330,P186_RS08330,P186_1782,-,-,-,DUF411 domain-containing protein,protein-coding,-,-,-,DUF411 domain-containing protein,20201217,-
1104324,11596280,P186_RS08335,P186_RS08335,P186_1783,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11596281,P186_RS08340,P186_RS08340,P186_1784,-,-,-,PepSY domain-containing protein,protein-coding,-,-,-,PepSY domain-containing protein,20200905,-
1104324,11596282,P186_RS08345,P186_RS08345,P186_1785,-,-,-,YHS domain-containing protein,protein-coding,-,-,-,YHS domain-containing protein,20200218,-
1104324,11596283,P186_RS08350,P186_RS08350,P186_1786,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20201028,-
1104324,11596284,P186_RS08355,P186_RS08355,P186_1787,-,-,-,dinitrogenase iron-molybdenum cofactor biosynthesis protein,protein-coding,-,-,-,dinitrogenase iron-molybdenum cofactor biosynthesis protein,20201217,-
1104324,11596285,P186_RS08360,P186_RS08360,P186_1788,-,-,-,CDGSH iron-sulfur domain-containing protein,protein-coding,-,-,-,CDGSH iron-sulfur domain-containing protein,20210424,-
1104324,11596286,P186_RS08365,P186_RS08365,P186_1789,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20200905,-
1104324,11596287,P186_RS08370,P186_RS08370,P186_1790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596288,P186_RS08375,P186_RS08375,P186_1791,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596289,P186_RS08380,P186_RS08380,P186_1792,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20200218,-
1104324,11596290,P186_RS08385,P186_RS08385,P186_1793,-,-,-,DsrE/DsrF/DrsH-like family protein,protein-coding,-,-,-,DsrE/DsrF/DrsH-like family protein,20201028,-
1104324,11596291,P186_RS08390,P186_RS08390,P186_1794,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,protein-coding,-,-,-,4a-hydroxytetrahydrobiopterin dehydratase,20201028,-
1104324,11596292,P186_RS08395,P186_RS08395,P186_1795,-,-,-,thioredoxin domain-containing protein,protein-coding,-,-,-,thioredoxin domain-containing protein,20201217,-
1104324,11596293,merA,P186_RS08400,P186_1796,-,-,-,mercury(II) reductase,protein-coding,-,-,-,mercury(II) reductase,20200905,-
1104324,11596294,P186_RS08405,P186_RS08405,P186_1797,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596295,aprB,P186_RS08410,P186_1798,-,-,-,adenylyl-sulfate reductase subunit beta,protein-coding,-,-,-,adenylyl-sulfate reductase subunit beta,20200905,-
1104324,11596296,aprA,P186_RS08415,P186_1799,-,-,-,adenylyl-sulfate reductase subunit alpha,protein-coding,-,-,-,adenylyl-sulfate reductase subunit alpha,20200905,-
1104324,11596297,P186_RS08420,P186_RS08420,P186_1801,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20200905,-
1104324,11596298,P186_RS08425,P186_RS08425,P186_1802,-,-,-,TusE/DsrC/DsvC family sulfur relay protein,protein-coding,-,-,-,TusE/DsrC/DsvC family sulfur relay protein,20201028,-
1104324,11596299,P186_RS08430,P186_RS08430,P186_1803,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20201217,-
1104324,11596300,P186_RS08435,P186_RS08435,P186_1804,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596301,dsrB,P186_RS08440,P186_1805,-,-,-,dissimilatory-type sulfite reductase subunit beta,protein-coding,-,-,-,dissimilatory-type sulfite reductase subunit beta,20200905,-
1104324,11596302,dsrA,P186_RS08445,P186_1806,-,-,-,dissimilatory-type sulfite reductase subunit alpha,protein-coding,-,-,-,dissimilatory-type sulfite reductase subunit alpha,20200905,-
1104324,11596303,P186_RS08450,P186_RS08450,P186_1807,-,-,-,uroporphyrin-III C-methyltransferase,protein-coding,-,-,-,uroporphyrin-III C-methyltransferase,20200218,-
1104324,11596304,cobB,P186_RS08455,P186_1808,-,-,-,"hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)",protein-coding,-,-,-,"hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)",20200905,-
1104324,11596305,P186_RS08460,P186_RS08460,P186_1809,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596306,P186_RS08465,P186_RS08465,P186_1810,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596307,P186_RS08470,P186_RS08470,P186_1811,-,-,-,uroporphyrinogen-III synthase,protein-coding,-,-,-,uroporphyrinogen-III synthase,20201028,-
1104324,11596308,P186_RS08475,P186_RS08475,P186_1812,-,-,-,uroporphyrinogen-III synthase,protein-coding,-,-,-,uroporphyrinogen-III synthase,20210208,-
1104324,11596309,P186_RS08480,P186_RS08480,P186_1813,-,-,-,"sulfite reductase, dissimilatory-type subunit alpha",protein-coding,-,-,-,"sulfite reductase, dissimilatory-type subunit alpha",20201217,-
1104324,11596310,dsrB,P186_RS08485,P186_1814,-,-,-,dissimilatory-type sulfite reductase subunit beta,protein-coding,-,-,-,dissimilatory-type sulfite reductase subunit beta,20200905,-
1104324,11596311,P186_RS08490,P186_RS08490,P186_1815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596312,P186_RS08495,P186_RS08495,P186_1816,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596313,P186_RS08500,P186_RS08500,P186_1817,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596314,P186_RS08505,P186_RS08505,P186_1818,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20210208,-
1104324,11596315,P186_RS08510,P186_RS08510,P186_1819,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20200218,-
1104324,11596316,P186_RS08515,P186_RS08515,P186_1820,-,-,-,SelD-related putative sulfur metabolism protein,protein-coding,-,-,-,SelD-related putative sulfur metabolism protein,20200905,-
1104324,11596317,P186_RS08520,P186_RS08520,P186_1821,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200218,-
1104324,11596318,P186_RS08525,P186_RS08525,P186_1822,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596319,sat,P186_RS08530,P186_1823,-,-,-,sulfate adenylyltransferase,protein-coding,-,-,-,sulfate adenylyltransferase,20201217,-
1104324,11596320,P186_RS08535,P186_RS08535,P186_1824,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596321,P186_RS08540,P186_RS08540,P186_1825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11596322,P186_RS08545,P186_RS08545,P186_1826,-,-,-,respiratory nitrate reductase subunit gamma,protein-coding,-,-,-,respiratory nitrate reductase subunit gamma,20201028,-
1104324,11596323,P186_RS08550,P186_RS08550,P186_1827,-,-,-,(Fe-S)-binding protein,protein-coding,-,-,-,(Fe-S)-binding protein,20200905,-
1104324,11596324,P186_RS08555,P186_RS08555,P186_1828,-,-,-,MGMT family protein,protein-coding,-,-,-,MGMT family protein,20210313,-
1104324,11596325,P186_RS08560,P186_RS08560,P186_1829,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200905,-
1104324,11596326,P186_RS08565,P186_RS08565,P186_1830,-,-,-,DUF1641 domain-containing protein,protein-coding,-,-,-,DUF1641 domain-containing protein,20200218,-
1104324,11596327,P186_RS08570,P186_RS08570,P186_1831,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596328,P186_RS08575,P186_RS08575,P186_1833,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1104324,11596329,P186_RS08580,P186_RS08580,P186_1834,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596330,P186_RS08585,P186_RS08585,P186_1835,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596331,P186_RS08590,P186_RS08590,P186_1836,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20210529,-
1104324,11596332,P186_RS08595,P186_RS08595,P186_1837,-,-,-,aspartyl protease family protein,protein-coding,-,-,-,aspartyl protease family protein,20201028,-
1104324,11596333,P186_RS08600,P186_RS08600,P186_1839,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596334,P186_RS08605,P186_RS08605,P186_1840,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20200905,-
1104324,11596335,P186_RS08610,P186_RS08610,P186_1841,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596336,P186_RS08615,P186_RS08615,P186_1842,-,-,-,4Fe-4S dicluster domain-containing protein,protein-coding,-,-,-,4Fe-4S dicluster domain-containing protein,20200905,-
1104324,11596337,P186_RS08620,P186_RS08620,P186_1843,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596338,P186_RS08625,P186_RS08625,P186_1844,-,-,-,molecular chaperone TorD family protein,protein-coding,-,-,-,molecular chaperone TorD family protein,20201028,-
1104324,11596339,P186_RS08630,P186_RS08630,P186_1845,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20200905,-
1104324,11596340,P186_RS08635,P186_RS08635,P186_1846,-,-,-,arsenate reductase (azurin) small subunit,protein-coding,-,-,-,arsenate reductase (azurin) small subunit,20201217,-
1104324,11596342,P186_RS08640,P186_RS08640,P186_1848,-,-,-,multicopper oxidase domain-containing protein,protein-coding,-,-,-,multicopper oxidase domain-containing protein,20200905,-
1104324,11596343,P186_RS08645,P186_RS08645,P186_1849,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596344,lipA,P186_RS08650,P186_1850,-,-,-,lipoyl synthase,protein-coding,-,-,-,lipoyl synthase,20200905,-
1104324,11596345,P186_RS08655,P186_RS08655,P186_1851,-,-,-,pyruvate dehydrogenase E1 subunit alpha,protein-coding,-,-,-,pyruvate dehydrogenase E1 subunit alpha,20200905,-
1104324,11596346,P186_RS08660,P186_RS08660,P186_1852,-,-,-,alpha-ketoacid dehydrogenase subunit beta,protein-coding,-,-,-,alpha-ketoacid dehydrogenase subunit beta,20200905,-
1104324,11596347,P186_RS08665,P186_RS08665,P186_1853,-,-,-,2-oxo acid dehydrogenase subunit E2,protein-coding,-,-,-,2-oxo acid dehydrogenase subunit E2,20210424,-
1104324,11596348,lpdA,P186_RS08670,P186_1854,-,-,-,dihydrolipoyl dehydrogenase,protein-coding,-,-,-,dihydrolipoyl dehydrogenase,20200905,-
1104324,11596349,lipB,P186_RS08675,P186_1855,-,-,-,lipoyl(octanoyl) transferase LipB,protein-coding,-,-,-,lipoyl(octanoyl) transferase LipB,20200905,-
1104324,11596351,P186_RS08680,P186_RS08680,P186_1857,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20201217,-
1104324,11596352,P186_RS08690,P186_RS08690,P186_1858,-,-,-,pseudo,pseudo,-,-,-,-,20210208,-
1104324,11596354,P186_RS08695,P186_RS08695,P186_1861,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596356,P186_RS08700,P186_RS08700,P186_1863,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596357,P186_RS08705,P186_RS08705,P186_1864,-,-,-,YeeE/YedE family protein,protein-coding,-,-,-,YeeE/YedE family protein,20200905,-
1104324,11596358,P186_RS08710,P186_RS08710,P186_1865,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20201028,-
1104324,11596359,P186_RS08715,P186_RS08715,P186_1866,-,-,-,sulfurtransferase TusA family protein,protein-coding,-,-,-,sulfurtransferase TusA family protein,20210208,-
1104324,11596360,P186_RS08720,P186_RS08720,P186_1867,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596361,P186_RS08725,P186_RS08725,P186_1868,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596362,P186_RS08730,P186_RS08730,P186_1869,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
1104324,11596363,P186_RS08735,P186_RS08735,P186_1870,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20200218,-
1104324,11596364,P186_RS08740,P186_RS08740,P186_1871,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596365,P186_RS08745,P186_RS08745,P186_1872,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20200905,-
1104324,11596366,P186_RS08750,P186_RS08750,P186_1873,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596367,P186_RS08755,P186_RS08755,P186_1874,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20200905,-
1104324,11596369,P186_RS08765,P186_RS08765,P186_1876,-,-,-,DsrE/DsrF/DrsH-like family protein,protein-coding,-,-,-,DsrE/DsrF/DrsH-like family protein,20201217,-
1104324,11596370,P186_RS08770,P186_RS08770,P186_1877,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1104324,11596372,P186_RS08775,P186_RS08775,P186_1879,-,-,-,sulfite exporter TauE/SafE family protein,protein-coding,-,-,-,sulfite exporter TauE/SafE family protein,20201217,-
1104324,11596373,P186_RS08780,P186_RS08780,P186_1880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596374,P186_RS08785,P186_RS08785,P186_1881,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596375,P186_RS08790,P186_RS08790,P186_1882,-,-,-,Rieske (2Fe-2S) protein,protein-coding,-,-,-,Rieske (2Fe-2S) protein,20201217,-
1104324,11596376,P186_RS08795,P186_RS08795,P186_1883,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20200905,-
1104324,11596377,P186_RS08800,P186_RS08800,P186_1884,-,-,-,iron-sulfur protein,protein-coding,-,-,-,iron-sulfur protein,20200218,-
1104324,11596378,P186_RS08805,P186_RS08805,P186_1885,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20200905,-
1104324,11596379,P186_RS08810,P186_RS08810,P186_1886,-,-,-,protogloblin ApPgb,protein-coding,-,-,-,protogloblin ApPgb,20200905,-
1104324,11596380,P186_RS08815,P186_RS08815,P186_1887,-,-,-,VOC family protein,protein-coding,-,-,-,VOC family protein,20201217,-
1104324,11596381,P186_RS08820,P186_RS08820,P186_1888,-,-,-,nitrite reductase (NAD(P)H) small subunit,protein-coding,-,-,-,nitrite reductase (NAD(P)H) small subunit,20201217,-
1104324,11596382,P186_RS08825,P186_RS08825,P186_1889,-,-,-,extradiol ring-cleavage dioxygenase,protein-coding,-,-,-,extradiol ring-cleavage dioxygenase,20200218,-
1104324,11596383,P186_RS08830,P186_RS08830,P186_1890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596384,P186_RS08835,P186_RS08835,P186_1891,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200218,-
1104324,11596385,P186_RS08840,P186_RS08840,P186_1892,-,-,-,NUDIX hydrolase,protein-coding,-,-,-,NUDIX hydrolase,20201217,-
1104324,11596386,P186_RS08845,P186_RS08845,P186_1893,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201028,-
1104324,11596387,P186_RS08850,P186_RS08850,P186_1894,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20200905,-
1104324,11596389,P186_RS08860,P186_RS08860,P186_1896,-,-,-,inositol monophosphatase,protein-coding,-,-,-,inositol monophosphatase,20200905,-
1104324,11596390,P186_RS08865,P186_RS08865,P186_1897,-,-,-,HAD hydrolase-like protein,protein-coding,-,-,-,HAD hydrolase-like protein,20200905,-
1104324,11596391,P186_RS08870,P186_RS08870,P186_1898,-,-,-,HAD-IIA family hydrolase,protein-coding,-,-,-,HAD-IIA family hydrolase,20200905,-
1104324,11596392,P186_RS08875,P186_RS08875,P186_1899,-,-,-,"PEP-utilizing enzyme, mobile region",protein-coding,-,-,-,"PEP-utilizing enzyme, mobile region",20200905,-
1104324,11596393,P186_RS08880,P186_RS08880,P186_1900,-,-,-,PEP/pyruvate-binding domain-containing protein,protein-coding,-,-,-,PEP/pyruvate-binding domain-containing protein,20201028,-
1104324,11596394,P186_RS08885,P186_RS08885,P186_1901,-,-,-,CoA-acylating methylmalonate-semialdehyde dehydrogenase,protein-coding,-,-,-,CoA-acylating methylmalonate-semialdehyde dehydrogenase,20200218,-
1104324,11596395,P186_RS08890,P186_RS08890,P186_1902,-,-,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20200905,-
1104324,11596396,P186_RS08895,P186_RS08895,P186_1903,-,-,-,pseudo,pseudo,-,-,-,-,20201028,-
1104324,11596397,P186_RS08900,P186_RS08900,P186_1904,-,-,-,fumarate hydratase,protein-coding,-,-,-,fumarate hydratase,20200905,-
1104324,11596398,P186_RS08905,P186_RS08905,P186_1905,-,-,-,heme-binding protein,protein-coding,-,-,-,heme-binding protein,20200218,-
1104324,11596399,P186_RS08910,P186_RS08910,P186_1906,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20200905,-
1104324,11596400,P186_RS08915,P186_RS08915,P186_1907,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20200905,-
1104324,11596402,P186_RS08920,P186_RS08920,P186_1909,-,-,-,AbrB family transcriptional regulator,protein-coding,-,-,-,AbrB family transcriptional regulator,20200905,-
1104324,11596403,P186_RS08925,P186_RS08925,P186_1910,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210208,-
1104324,11596404,P186_RS08930,P186_RS08930,P186_1911,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20200905,-
1104324,11596405,P186_RS08935,P186_RS08935,P186_1912,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20201217,-
