#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1448312,37169529,BO86DRAFT_100071,BO86DRAFT_100071,-,-,Unknown,-,OPT superfamily oligopeptide transporter,protein-coding,-,-,-,OPT superfamily oligopeptide transporter,20200919,-
1448312,37180839,BO86DRAFT_456062,BO86DRAFT_456062,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200919,-
1448312,37180840,BO86DRAFT_456063,BO86DRAFT_456063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180841,BO86DRAFT_456086,BO86DRAFT_456086,-,-,Unknown,-,putative transmembrane glyco protein,protein-coding,-,-,-,putative transmembrane glyco protein,20200919,-
1448312,37180842,BO86DRAFT_456094,BO86DRAFT_456094,-,-,Unknown,-,TFIID-18kDa-domain-containing protein,protein-coding,-,-,-,TFIID-18kDa-domain-containing protein,20200919,-
1448312,37180843,BO86DRAFT_456110,BO86DRAFT_456110,-,-,Unknown,-,initiation factor 2,protein-coding,-,-,-,initiation factor 2,20200919,-
1448312,37180844,BO86DRAFT_456175,BO86DRAFT_456175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180845,BO86DRAFT_456220,BO86DRAFT_456220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180846,BO86DRAFT_456236,BO86DRAFT_456236,-,-,Unknown,-,"Bicupin, oxalate decarboxylase/oxidase",protein-coding,-,-,-,"Bicupin, oxalate decarboxylase/oxidase",20200919,-
1448312,37180847,BO86DRAFT_456281,BO86DRAFT_456281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180848,BO86DRAFT_456300,BO86DRAFT_456300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180849,BO86DRAFT_456305,BO86DRAFT_456305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180850,BO86DRAFT_456334,BO86DRAFT_456334,-,-,Unknown,-,amino-acid acetyltransferase,protein-coding,-,-,-,amino-acid acetyltransferase,20200919,-
1448312,37180851,BO86DRAFT_456343,BO86DRAFT_456343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180852,BO86DRAFT_456349,BO86DRAFT_456349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180853,BO86DRAFT_456350,BO86DRAFT_456350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180854,BO86DRAFT_456354,BO86DRAFT_456354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180855,BO86DRAFT_456366,BO86DRAFT_456366,-,-,Unknown,-,sterol 24-c-methyltransferase,protein-coding,-,-,-,sterol 24-c-methyltransferase,20200919,-
1448312,37180856,BO86DRAFT_456381,BO86DRAFT_456381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180857,BO86DRAFT_456420,BO86DRAFT_456420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180858,BO86DRAFT_456455,BO86DRAFT_456455,-,-,Unknown,-,casein kinase II beta 2 subunit,protein-coding,-,-,-,casein kinase II beta 2 subunit,20200919,-
1448312,37180859,BO86DRAFT_456463,BO86DRAFT_456463,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180860,BO86DRAFT_456473,BO86DRAFT_456473,-,-,Unknown,-,aliphatic nitrilase,protein-coding,-,-,-,aliphatic nitrilase,20200919,-
1448312,37180861,BO86DRAFT_456477,BO86DRAFT_456477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180862,BO86DRAFT_456499,BO86DRAFT_456499,-,-,Unknown,-,Nucleotidyltransferase,protein-coding,-,-,-,Nucleotidyltransferase,20200919,-
1448312,37180863,BO86DRAFT_456509,BO86DRAFT_456509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180864,BO86DRAFT_456564,BO86DRAFT_456564,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20200919,-
1448312,37180865,BO86DRAFT_456571,BO86DRAFT_456571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180866,BO86DRAFT_456587,BO86DRAFT_456587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180867,BO86DRAFT_456594,BO86DRAFT_456594,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20200919,-
1448312,37180868,BO86DRAFT_456600,BO86DRAFT_456600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180869,BO86DRAFT_456633,BO86DRAFT_456633,-,-,Unknown,-,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",protein-coding,-,-,-,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",20200919,-
1448312,37180870,BO86DRAFT_456645,BO86DRAFT_456645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180871,BO86DRAFT_456646,BO86DRAFT_456646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180872,BO86DRAFT_456658,BO86DRAFT_456658,-,-,Unknown,-,C2H2 transcription factor,protein-coding,-,-,-,C2H2 transcription factor,20200919,-
1448312,37180873,BO86DRAFT_456708,BO86DRAFT_456708,-,-,Unknown,-,valyl-tRNA synthetase mitochondrial precursor,protein-coding,-,-,-,valyl-tRNA synthetase mitochondrial precursor,20200919,-
1448312,37180874,BO86DRAFT_456735,BO86DRAFT_456735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180875,BO86DRAFT_456737,BO86DRAFT_456737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180876,BO86DRAFT_456753,BO86DRAFT_456753,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180877,BO86DRAFT_456772,BO86DRAFT_456772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180878,BO86DRAFT_45679,BO86DRAFT_45679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180879,BO86DRAFT_456814,BO86DRAFT_456814,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180880,BO86DRAFT_456860,BO86DRAFT_456860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180881,BO86DRAFT_456884,BO86DRAFT_456884,-,-,Unknown,-,MFS monosaccharide transporter,protein-coding,-,-,-,MFS monosaccharide transporter,20200919,-
1448312,37180882,BO86DRAFT_456925,BO86DRAFT_456925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180883,BO86DRAFT_456933,BO86DRAFT_456933,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200919,-
1448312,37180884,BO86DRAFT_456935,BO86DRAFT_456935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180885,BO86DRAFT_456937,BO86DRAFT_456937,-,-,Unknown,-,HMG-box,protein-coding,-,-,-,HMG-box,20200919,-
1448312,37180886,BO86DRAFT_456944,BO86DRAFT_456944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180887,BO86DRAFT_456947,BO86DRAFT_456947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180888,BO86DRAFT_456975,BO86DRAFT_456975,-,-,Unknown,-,"isoleucyl-tRNA synthetase,cytoplasmic",protein-coding,-,-,-,"isoleucyl-tRNA synthetase,cytoplasmic",20200919,-
1448312,37180889,BO86DRAFT_456992,BO86DRAFT_456992,-,-,Unknown,-,acetate regulatory DNA binding protein FacB,protein-coding,-,-,-,acetate regulatory DNA binding protein FacB,20200919,-
1448312,37180890,BO86DRAFT_457014,BO86DRAFT_457014,-,-,Unknown,-,putative nonsense-mediated mRNA decay protein,protein-coding,-,-,-,putative nonsense-mediated mRNA decay protein,20200919,-
1448312,37180891,BO86DRAFT_457015,BO86DRAFT_457015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180892,BO86DRAFT_457025,BO86DRAFT_457025,-,-,Unknown,-,U3 small nucleolar ribonucleo protein Imp4,protein-coding,-,-,-,U3 small nucleolar ribonucleo protein Imp4,20200919,-
1448312,37180893,BO86DRAFT_457030,BO86DRAFT_457030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180894,BO86DRAFT_457064,BO86DRAFT_457064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180895,BO86DRAFT_457067,BO86DRAFT_457067,-,-,Unknown,-,MCM-domain-containing protein,protein-coding,-,-,-,MCM-domain-containing protein,20200919,-
1448312,37180896,BO86DRAFT_45707,BO86DRAFT_45707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180897,BO86DRAFT_457079,BO86DRAFT_457079,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180898,BO86DRAFT_457135,BO86DRAFT_457135,-,-,Unknown,-,RBP protein,protein-coding,-,-,-,RBP protein,20200919,-
1448312,37180899,BO86DRAFT_457139,BO86DRAFT_457139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180900,BO86DRAFT_457141,BO86DRAFT_457141,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20200919,-
1448312,37180901,BO86DRAFT_457148,BO86DRAFT_457148,-,-,Unknown,-,lipase,protein-coding,-,-,-,lipase,20200919,-
1448312,37180902,BO86DRAFT_457150,BO86DRAFT_457150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180903,BO86DRAFT_457156,BO86DRAFT_457156,-,-,Unknown,-,FAD binding oxidoreductase,protein-coding,-,-,-,FAD binding oxidoreductase,20200919,-
1448312,37180904,BO86DRAFT_457162,BO86DRAFT_457162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180905,BO86DRAFT_457179,BO86DRAFT_457179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180906,BO86DRAFT_457183,BO86DRAFT_457183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180907,BO86DRAFT_457186,BO86DRAFT_457186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180908,BO86DRAFT_457274,BO86DRAFT_457274,-,-,Unknown,-,"peptidase M22, glycoprotease",protein-coding,-,-,-,"peptidase M22, glycoprotease",20200919,-
1448312,37180909,BO86DRAFT_457314,BO86DRAFT_457314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180910,BO86DRAFT_457337,BO86DRAFT_457337,-,-,Unknown,-,ATP-dependent DNA helicase II subunit 2,protein-coding,-,-,-,ATP-dependent DNA helicase II subunit 2,20200919,-
1448312,37180911,BO86DRAFT_457349,BO86DRAFT_457349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180912,BO86DRAFT_457371,BO86DRAFT_457371,-,-,Unknown,-,KR-domain-containing protein,protein-coding,-,-,-,KR-domain-containing protein,20200919,-
1448312,37180913,BO86DRAFT_457379,BO86DRAFT_457379,-,-,Unknown,-,globin-like protein,protein-coding,-,-,-,globin-like protein,20200919,-
1448312,37180914,BO86DRAFT_457384,BO86DRAFT_457384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180915,BO86DRAFT_457391,BO86DRAFT_457391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180916,BO86DRAFT_457406,BO86DRAFT_457406,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180917,BO86DRAFT_45743,BO86DRAFT_45743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180918,BO86DRAFT_457446,BO86DRAFT_457446,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200919,-
1448312,37180919,BO86DRAFT_457458,BO86DRAFT_457458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180920,BO86DRAFT_457477,BO86DRAFT_457477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180921,BO86DRAFT_457485,BO86DRAFT_457485,-,-,Unknown,-,maleylacetate reductase,protein-coding,-,-,-,maleylacetate reductase,20200919,-
1448312,37180922,BO86DRAFT_457527,BO86DRAFT_457527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180923,BO86DRAFT_457538,BO86DRAFT_457538,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200919,-
1448312,37180924,BO86DRAFT_457569,BO86DRAFT_457569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180925,BO86DRAFT_457595,BO86DRAFT_457595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180926,BO86DRAFT_457606,BO86DRAFT_457606,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20200919,-
1448312,37180927,BO86DRAFT_457614,BO86DRAFT_457614,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180928,BO86DRAFT_457632,BO86DRAFT_457632,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200919,-
1448312,37180929,BO86DRAFT_457684,BO86DRAFT_457684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180930,BO86DRAFT_457685,BO86DRAFT_457685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180931,BO86DRAFT_457689,BO86DRAFT_457689,-,-,Unknown,-,Six-hairpin glycosidase,protein-coding,-,-,-,Six-hairpin glycosidase,20200919,-
1448312,37180932,BO86DRAFT_457696,BO86DRAFT_457696,-,-,Unknown,-,polyamine transporter,protein-coding,-,-,-,polyamine transporter,20200919,-
1448312,37180933,BO86DRAFT_457702,BO86DRAFT_457702,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200919,-
1448312,37180934,BO86DRAFT_457704,BO86DRAFT_457704,-,-,Unknown,-,catalase,protein-coding,-,-,-,catalase,20200919,-
1448312,37180935,BO86DRAFT_457712,BO86DRAFT_457712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180936,BO86DRAFT_457713,BO86DRAFT_457713,-,-,Unknown,-,vesicular-fusion protein Sec17,protein-coding,-,-,-,vesicular-fusion protein Sec17,20200919,-
1448312,37180937,BO86DRAFT_457734,BO86DRAFT_457734,-,-,Unknown,-,putative diphthamide biosynthesis protein,protein-coding,-,-,-,putative diphthamide biosynthesis protein,20200919,-
1448312,37180938,BO86DRAFT_457740,BO86DRAFT_457740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180939,BO86DRAFT_457761,BO86DRAFT_457761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180940,BO86DRAFT_457776,BO86DRAFT_457776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180941,BO86DRAFT_457796,BO86DRAFT_457796,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20200919,-
1448312,37180942,BO86DRAFT_457799,BO86DRAFT_457799,-,-,Unknown,-,RNA polymerase II transcription factor SIII subunit A,protein-coding,-,-,-,RNA polymerase II transcription factor SIII subunit A,20200919,-
1448312,37180943,BO86DRAFT_457819,BO86DRAFT_457819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180944,BO86DRAFT_457828,BO86DRAFT_457828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180945,BO86DRAFT_457871,BO86DRAFT_457871,-,-,Unknown,-,DUF155-domain-containing protein,protein-coding,-,-,-,DUF155-domain-containing protein,20200919,-
1448312,37180946,BO86DRAFT_457918,BO86DRAFT_457918,-,-,Unknown,-,peroxisomal biogenesis factor 11,protein-coding,-,-,-,peroxisomal biogenesis factor 11,20200919,-
1448312,37180947,BO86DRAFT_457926,BO86DRAFT_457926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180948,BO86DRAFT_457931,BO86DRAFT_457931,-,-,Unknown,-,Sodium/hydrogen exchanger,protein-coding,-,-,-,Sodium/hydrogen exchanger,20200919,-
1448312,37180949,BO86DRAFT_457961,BO86DRAFT_457961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180950,BO86DRAFT_457971,BO86DRAFT_457971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180951,BO86DRAFT_457996,BO86DRAFT_457996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180952,BO86DRAFT_458005,BO86DRAFT_458005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180953,BO86DRAFT_458017,BO86DRAFT_458017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180954,BO86DRAFT_458021,BO86DRAFT_458021,-,-,Unknown,-,NAD-dependent epimerase/dehydratase,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase,20200919,-
1448312,37180955,BO86DRAFT_458039,BO86DRAFT_458039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180956,BO86DRAFT_458046,BO86DRAFT_458046,-,-,Unknown,-,polyamine transporter 4,protein-coding,-,-,-,polyamine transporter 4,20200919,-
1448312,37180957,BO86DRAFT_458079,BO86DRAFT_458079,-,-,Unknown,-,GTP-binding protein Obg/CgtA,protein-coding,-,-,-,GTP-binding protein Obg/CgtA,20200919,-
1448312,37180958,BO86DRAFT_458085,BO86DRAFT_458085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180959,BO86DRAFT_458109,BO86DRAFT_458109,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20200919,-
1448312,37180960,BO86DRAFT_458113,BO86DRAFT_458113,-,-,Unknown,-,putative polyketide synthase,protein-coding,-,-,-,putative polyketide synthase,20200919,-
1448312,37180961,BO86DRAFT_458124,BO86DRAFT_458124,-,-,Unknown,-,alpha-L-rhamnosidase,protein-coding,-,-,-,alpha-L-rhamnosidase,20200919,-
1448312,37180962,BO86DRAFT_458136,BO86DRAFT_458136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180963,BO86DRAFT_458138,BO86DRAFT_458138,-,-,Unknown,-,alpha-L-rhamnosidase A precursor,protein-coding,-,-,-,alpha-L-rhamnosidase A precursor,20200919,-
1448312,37180964,BO86DRAFT_458142,BO86DRAFT_458142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180965,BO86DRAFT_458157,BO86DRAFT_458157,-,-,Unknown,-,glutathione oxidoreductase Glr1,protein-coding,-,-,-,glutathione oxidoreductase Glr1,20200919,-
1448312,37180966,BO86DRAFT_458184,BO86DRAFT_458184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180967,BO86DRAFT_458186,BO86DRAFT_458186,-,-,Unknown,-,CoA-transferase family III,protein-coding,-,-,-,CoA-transferase family III,20200919,-
1448312,37180968,BO86DRAFT_458190,BO86DRAFT_458190,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20200919,-
1448312,37180969,BO86DRAFT_45820,BO86DRAFT_45820,-,-,Unknown,-,vacuolar protein sorting-associated protein vps17,protein-coding,-,-,-,vacuolar protein sorting-associated protein vps17,20200919,-
1448312,37180970,BO86DRAFT_458209,BO86DRAFT_458209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180971,BO86DRAFT_458231,BO86DRAFT_458231,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200919,-
1448312,37180972,BO86DRAFT_458261,BO86DRAFT_458261,-,-,Unknown,-,Cyanovirin-N,protein-coding,-,-,-,Cyanovirin-N,20200919,-
1448312,37180973,BO86DRAFT_458264,BO86DRAFT_458264,-,-,Unknown,-,putative nonribosomal peptide synthase,protein-coding,-,-,-,putative nonribosomal peptide synthase,20200919,-
1448312,37180974,BO86DRAFT_458265,BO86DRAFT_458265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1448312,37180975,BO86DRAFT_458266,BO86DRAFT_458266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
