#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
215250,37039739,FA10DRAFT_100211,FA10DRAFT_100211,-,-,Unknown,-,thiolase,protein-coding,-,-,-,thiolase,20200918,-
215250,37045574,FA10DRAFT_280979,FA10DRAFT_280979,-,-,Unknown,-,putative RVS161-protein,protein-coding,-,-,-,putative RVS161-protein,20200918,-
215250,37045575,FA10DRAFT_280997,FA10DRAFT_280997,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045576,FA10DRAFT_281008,FA10DRAFT_281008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045577,FA10DRAFT_281014,FA10DRAFT_281014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045578,FA10DRAFT_281032,FA10DRAFT_281032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045579,FA10DRAFT_281078,FA10DRAFT_281078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045580,FA10DRAFT_281085,FA10DRAFT_281085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045581,FA10DRAFT_281115,FA10DRAFT_281115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045582,FA10DRAFT_281146,FA10DRAFT_281146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045583,FA10DRAFT_281156,FA10DRAFT_281156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045584,FA10DRAFT_281163,FA10DRAFT_281163,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20200918,-
215250,37045585,FA10DRAFT_281187,FA10DRAFT_281187,-,-,Unknown,-,putative pantothenate transporter,protein-coding,-,-,-,putative pantothenate transporter,20200918,-
215250,37045586,FA10DRAFT_281199,FA10DRAFT_281199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045587,FA10DRAFT_281205,FA10DRAFT_281205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045588,FA10DRAFT_281218,FA10DRAFT_281218,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045589,FA10DRAFT_281219,FA10DRAFT_281219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045590,FA10DRAFT_281225,FA10DRAFT_281225,-,-,Unknown,-,putative dihydrodipicolinate synthase,protein-coding,-,-,-,putative dihydrodipicolinate synthase,20200918,-
215250,37045591,FA10DRAFT_281251,FA10DRAFT_281251,-,-,Unknown,-,DUF125-domain-containing protein,protein-coding,-,-,-,DUF125-domain-containing protein,20200918,-
215250,37045592,FA10DRAFT_281266,FA10DRAFT_281266,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20200918,-
215250,37045593,FA10DRAFT_281277,FA10DRAFT_281277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045594,FA10DRAFT_281287,FA10DRAFT_281287,-,-,Unknown,-,L-asparaginase,protein-coding,-,-,-,L-asparaginase,20200918,-
215250,37045595,FA10DRAFT_281318,FA10DRAFT_281318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045596,FA10DRAFT_281319,FA10DRAFT_281319,-,-,Unknown,-,putative bifunctional purine ade1,protein-coding,-,-,-,putative bifunctional purine ade1,20200918,-
215250,37045597,FA10DRAFT_281321,FA10DRAFT_281321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045598,FA10DRAFT_281370,FA10DRAFT_281370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045599,FA10DRAFT_281374,FA10DRAFT_281374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045600,FA10DRAFT_281375,FA10DRAFT_281375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045601,FA10DRAFT_281405,FA10DRAFT_281405,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045602,FA10DRAFT_281407,FA10DRAFT_281407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045603,FA10DRAFT_281418,FA10DRAFT_281418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045604,FA10DRAFT_281419,FA10DRAFT_281419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045605,FA10DRAFT_281429,FA10DRAFT_281429,-,-,Unknown,-,putative PHO84-inorganic phosphate permease,protein-coding,-,-,-,putative PHO84-inorganic phosphate permease,20200918,-
215250,37045606,FA10DRAFT_281439,FA10DRAFT_281439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045607,FA10DRAFT_281442,FA10DRAFT_281442,-,-,Unknown,-,"Gpi16 subunit, GPI transamidase component",protein-coding,-,-,-,"Gpi16 subunit, GPI transamidase component",20200918,-
215250,37045608,FA10DRAFT_281454,FA10DRAFT_281454,-,-,Unknown,-,acyltransferase-domain-containing protein,protein-coding,-,-,-,acyltransferase-domain-containing protein,20200918,-
215250,37045609,FA10DRAFT_281458,FA10DRAFT_281458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045610,FA10DRAFT_281462,FA10DRAFT_281462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045611,FA10DRAFT_281475,FA10DRAFT_281475,-,-,Unknown,-,extracellular GDSL-like lipase/acylhydrolase,protein-coding,-,-,-,extracellular GDSL-like lipase/acylhydrolase,20200918,-
215250,37045612,FA10DRAFT_281476,FA10DRAFT_281476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045613,FA10DRAFT_281482,FA10DRAFT_281482,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045614,FA10DRAFT_281486,FA10DRAFT_281486,-,-,Unknown,-,quinate permease,protein-coding,-,-,-,quinate permease,20200918,-
215250,37045615,FA10DRAFT_281511,FA10DRAFT_281511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045616,FA10DRAFT_281521,FA10DRAFT_281521,-,-,Unknown,-,putative zinc-type alcohol dehydrogenase-like protein C16A3.02c,protein-coding,-,-,-,putative zinc-type alcohol dehydrogenase-like protein C16A3.02c,20200918,-
215250,37045617,FA10DRAFT_281523,FA10DRAFT_281523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045618,FA10DRAFT_281529,FA10DRAFT_281529,-,-,Unknown,-,iron-containing alcohol dehydrogenase,protein-coding,-,-,-,iron-containing alcohol dehydrogenase,20200918,-
215250,37045619,FA10DRAFT_281534,FA10DRAFT_281534,-,-,Unknown,-,cutinase-domain-containing protein,protein-coding,-,-,-,cutinase-domain-containing protein,20200918,-
215250,37045620,FA10DRAFT_281536,FA10DRAFT_281536,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37045621,FA10DRAFT_281544,FA10DRAFT_281544,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045622,FA10DRAFT_281570,FA10DRAFT_281570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045623,FA10DRAFT_281574,FA10DRAFT_281574,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37045624,FA10DRAFT_281659,FA10DRAFT_281659,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045625,FA10DRAFT_281677,FA10DRAFT_281677,-,-,Unknown,-,heat shock protein 70,protein-coding,-,-,-,heat shock protein 70,20200918,-
215250,37045626,FA10DRAFT_281678,FA10DRAFT_281678,-,-,Unknown,-,putative manganese superoxide dismutase precursor,protein-coding,-,-,-,putative manganese superoxide dismutase precursor,20200918,-
215250,37045627,FA10DRAFT_281696,FA10DRAFT_281696,-,-,Unknown,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20200918,-
215250,37045628,FA10DRAFT_281710,FA10DRAFT_281710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045629,FA10DRAFT_281722,FA10DRAFT_281722,-,-,Unknown,-,"putative RPA135-DNA-directed RNA polymerase I, 135 kd subunit",protein-coding,-,-,-,"putative RPA135-DNA-directed RNA polymerase I, 135 kd subunit",20200918,-
215250,37045630,FA10DRAFT_281733,FA10DRAFT_281733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045631,FA10DRAFT_281757,FA10DRAFT_281757,-,-,Unknown,-,6PF2K-domain-containing protein,protein-coding,-,-,-,6PF2K-domain-containing protein,20200918,-
215250,37045632,FA10DRAFT_281782,FA10DRAFT_281782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045633,FA10DRAFT_281791,FA10DRAFT_281791,-,-,Unknown,-,trimeric LpxA-like protein,protein-coding,-,-,-,trimeric LpxA-like protein,20200918,-
215250,37045634,FA10DRAFT_281793,FA10DRAFT_281793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045635,FA10DRAFT_281798,FA10DRAFT_281798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045636,FA10DRAFT_281823,FA10DRAFT_281823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045637,FA10DRAFT_281838,FA10DRAFT_281838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045638,FA10DRAFT_281839,FA10DRAFT_281839,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20200918,-
215250,37045639,FA10DRAFT_281884,FA10DRAFT_281884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045640,FA10DRAFT_281888,FA10DRAFT_281888,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045641,FA10DRAFT_281921,FA10DRAFT_281921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045642,FA10DRAFT_281928,FA10DRAFT_281928,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045643,FA10DRAFT_281936,FA10DRAFT_281936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045644,FA10DRAFT_281937,FA10DRAFT_281937,-,-,Unknown,-,vacuolar protein sorting-associated protein 35,protein-coding,-,-,-,vacuolar protein sorting-associated protein 35,20200918,-
215250,37045645,FA10DRAFT_281946,FA10DRAFT_281946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045646,FA10DRAFT_281949,FA10DRAFT_281949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045647,FA10DRAFT_281951,FA10DRAFT_281951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045648,FA10DRAFT_281953,FA10DRAFT_281953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045649,FA10DRAFT_281956,FA10DRAFT_281956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045650,FA10DRAFT_281959,FA10DRAFT_281959,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045651,FA10DRAFT_281961,FA10DRAFT_281961,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045652,FA10DRAFT_281986,FA10DRAFT_281986,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20200918,-
215250,37045653,FA10DRAFT_281988,FA10DRAFT_281988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045654,FA10DRAFT_281990,FA10DRAFT_281990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045655,FA10DRAFT_281991,FA10DRAFT_281991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045656,FA10DRAFT_282002,FA10DRAFT_282002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045657,FA10DRAFT_282009,FA10DRAFT_282009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045658,FA10DRAFT_282024,FA10DRAFT_282024,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20200918,-
215250,37045659,FA10DRAFT_282026,FA10DRAFT_282026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045660,FA10DRAFT_282041,FA10DRAFT_282041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045661,FA10DRAFT_282119,FA10DRAFT_282119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045662,FA10DRAFT_282131,FA10DRAFT_282131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045663,FA10DRAFT_282139,FA10DRAFT_282139,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20200918,-
215250,37045664,FA10DRAFT_282142,FA10DRAFT_282142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045665,FA10DRAFT_282151,FA10DRAFT_282151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045666,FA10DRAFT_282156,FA10DRAFT_282156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045667,FA10DRAFT_282157,FA10DRAFT_282157,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045668,FA10DRAFT_282158,FA10DRAFT_282158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045669,FA10DRAFT_282194,FA10DRAFT_282194,-,-,Unknown,-,tannase-domain-containing protein,protein-coding,-,-,-,tannase-domain-containing protein,20200918,-
215250,37045670,FA10DRAFT_282206,FA10DRAFT_282206,-,-,Unknown,-,putative NOG1-nucleolar G-protein required for 60S ribosomal subunit biogenesis,protein-coding,-,-,-,putative NOG1-nucleolar G-protein required for 60S ribosomal subunit biogenesis,20200918,-
215250,37045671,FA10DRAFT_282238,FA10DRAFT_282238,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200918,-
215250,37045672,FA10DRAFT_282255,FA10DRAFT_282255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045673,FA10DRAFT_282258,FA10DRAFT_282258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045674,FA10DRAFT_282271,FA10DRAFT_282271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045675,FA10DRAFT_282287,FA10DRAFT_282287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045676,FA10DRAFT_282294,FA10DRAFT_282294,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37045677,FA10DRAFT_282304,FA10DRAFT_282304,-,-,Unknown,-,sortase-like acyltransferase,protein-coding,-,-,-,sortase-like acyltransferase,20200918,-
215250,37045678,FA10DRAFT_282306,FA10DRAFT_282306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045679,FA10DRAFT_282312,FA10DRAFT_282312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045680,FA10DRAFT_282313,FA10DRAFT_282313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045681,FA10DRAFT_282327,FA10DRAFT_282327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045682,FA10DRAFT_282342,FA10DRAFT_282342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045683,FA10DRAFT_282353,FA10DRAFT_282353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045684,FA10DRAFT_282376,FA10DRAFT_282376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045685,FA10DRAFT_282377,FA10DRAFT_282377,-,-,Unknown,-,ClpP/crotonase,protein-coding,-,-,-,ClpP/crotonase,20200918,-
215250,37045686,FA10DRAFT_282381,FA10DRAFT_282381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045687,FA10DRAFT_282386,FA10DRAFT_282386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045688,FA10DRAFT_282404,FA10DRAFT_282404,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045689,FA10DRAFT_282413,FA10DRAFT_282413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045690,FA10DRAFT_282415,FA10DRAFT_282415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045691,FA10DRAFT_282420,FA10DRAFT_282420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045692,FA10DRAFT_282422,FA10DRAFT_282422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045693,FA10DRAFT_282466,FA10DRAFT_282466,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045694,FA10DRAFT_282470,FA10DRAFT_282470,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045695,FA10DRAFT_282486,FA10DRAFT_282486,-,-,Unknown,-,inorganic pyrophosphatase,protein-coding,-,-,-,inorganic pyrophosphatase,20200918,-
215250,37045696,FA10DRAFT_282510,FA10DRAFT_282510,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20200918,-
215250,37045697,FA10DRAFT_282576,FA10DRAFT_282576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045698,FA10DRAFT_282602,FA10DRAFT_282602,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20200918,-
215250,37045699,FA10DRAFT_282644,FA10DRAFT_282644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045700,FA10DRAFT_282647,FA10DRAFT_282647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045701,FA10DRAFT_282653,FA10DRAFT_282653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045702,FA10DRAFT_282665,FA10DRAFT_282665,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045703,FA10DRAFT_282689,FA10DRAFT_282689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045704,FA10DRAFT_282699,FA10DRAFT_282699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045705,FA10DRAFT_282701,FA10DRAFT_282701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045706,FA10DRAFT_282722,FA10DRAFT_282722,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20200918,-
215250,37045707,FA10DRAFT_282726,FA10DRAFT_282726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045708,FA10DRAFT_282748,FA10DRAFT_282748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045709,FA10DRAFT_282774,FA10DRAFT_282774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
215250,37045710,FA10DRAFT_282794,FA10DRAFT_282794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
