#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392245,54402276,P153DRAFT_100011,P153DRAFT_100011,-,-,Unknown,-,D-tyrosyl-tRNA deacylase-like protein,protein-coding,-,-,-,D-tyrosyl-tRNA deacylase-like protein,20210320,-
1392245,54413909,P153DRAFT_89866,P153DRAFT_89866,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392245,54413910,P153DRAFT_8998,P153DRAFT_8998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413911,P153DRAFT_90107,P153DRAFT_90107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392245,54413912,P153DRAFT_90328,P153DRAFT_90328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413913,P153DRAFT_90348,P153DRAFT_90348,-,-,Unknown,-,putative vacuolar protein sorting-associated protein,protein-coding,-,-,-,putative vacuolar protein sorting-associated protein,20210320,-
1392245,54413914,P153DRAFT_90845,P153DRAFT_90845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413915,P153DRAFT_90982,P153DRAFT_90982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413916,P153DRAFT_91043,P153DRAFT_91043,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413917,P153DRAFT_91253,P153DRAFT_91253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413918,P153DRAFT_91282,P153DRAFT_91282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413919,P153DRAFT_91315,P153DRAFT_91315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413920,P153DRAFT_91413,P153DRAFT_91413,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210320,-
1392245,54413921,P153DRAFT_91612,P153DRAFT_91612,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210320,-
1392245,54413922,P153DRAFT_91688,P153DRAFT_91688,-,-,Unknown,-,UDP-Glc/Gal endoplasmic reticulum nucleotide sugar transporter-like protein,protein-coding,-,-,-,UDP-Glc/Gal endoplasmic reticulum nucleotide sugar transporter-like protein,20210320,-
1392245,54413923,P153DRAFT_91696,P153DRAFT_91696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413924,P153DRAFT_91783,P153DRAFT_91783,-,-,Unknown,-,short-chain dehydrogenase/reductase-like protein SDR,protein-coding,-,-,-,short-chain dehydrogenase/reductase-like protein SDR,20210320,-
1392245,54413925,P153DRAFT_91838,P153DRAFT_91838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413926,P153DRAFT_91951,P153DRAFT_91951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413927,P153DRAFT_92615,P153DRAFT_92615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413928,P153DRAFT_92781,P153DRAFT_92781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413929,P153DRAFT_92826,P153DRAFT_92826,-,-,Unknown,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20200919,-
1392245,54413930,P153DRAFT_93137,P153DRAFT_93137,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20210320,-
1392245,54413931,P153DRAFT_93373,P153DRAFT_93373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413932,P153DRAFT_93604,P153DRAFT_93604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413933,P153DRAFT_9361,P153DRAFT_9361,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1392245,54413934,P153DRAFT_93715,P153DRAFT_93715,-,-,Unknown,-,pisatin demethylase,protein-coding,-,-,-,pisatin demethylase,20210320,-
1392245,54413935,P153DRAFT_93787,P153DRAFT_93787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413936,P153DRAFT_93813,P153DRAFT_93813,-,-,Unknown,-,glycoside hydrolase family 28 protein,protein-coding,-,-,-,glycoside hydrolase family 28 protein,20210320,-
1392245,54413937,P153DRAFT_9407,P153DRAFT_9407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413938,P153DRAFT_94160,P153DRAFT_94160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413939,P153DRAFT_94230,P153DRAFT_94230,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
1392245,54413940,P153DRAFT_94243,P153DRAFT_94243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413941,P153DRAFT_94270,P153DRAFT_94270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413942,P153DRAFT_94438,P153DRAFT_94438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413943,P153DRAFT_9465,P153DRAFT_9465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413944,P153DRAFT_94655,P153DRAFT_94655,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413945,P153DRAFT_94755,P153DRAFT_94755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413946,P153DRAFT_94779,P153DRAFT_94779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413947,P153DRAFT_94865,P153DRAFT_94865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413948,P153DRAFT_94870,P153DRAFT_94870,-,-,Unknown,-,glycoside hydrolase family 53 protein,protein-coding,-,-,-,glycoside hydrolase family 53 protein,20210320,-
1392245,54413949,P153DRAFT_95112,P153DRAFT_95112,-,-,Unknown,-,glycoside hydrolase family 3 protein,protein-coding,-,-,-,glycoside hydrolase family 3 protein,20210320,-
1392245,54413950,P153DRAFT_95458,P153DRAFT_95458,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413951,P153DRAFT_95661,P153DRAFT_95661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413952,P153DRAFT_96042,P153DRAFT_96042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413953,P153DRAFT_96620,P153DRAFT_96620,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413954,P153DRAFT_96679,P153DRAFT_96679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413955,P153DRAFT_96699,P153DRAFT_96699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413956,P153DRAFT_96707,P153DRAFT_96707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413957,P153DRAFT_96775,P153DRAFT_96775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413958,P153DRAFT_96785,P153DRAFT_96785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413959,P153DRAFT_96916,P153DRAFT_96916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413960,P153DRAFT_97033,P153DRAFT_97033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413961,P153DRAFT_97480,P153DRAFT_97480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413962,P153DRAFT_97791,P153DRAFT_97791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413963,P153DRAFT_97884,P153DRAFT_97884,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
1392245,54413964,P153DRAFT_98042,P153DRAFT_98042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413965,P153DRAFT_98048,P153DRAFT_98048,-,-,Unknown,-,phospholipase D1,protein-coding,-,-,-,phospholipase D1,20210320,-
1392245,54413966,P153DRAFT_98064,P153DRAFT_98064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413967,P153DRAFT_98093,P153DRAFT_98093,-,-,Unknown,-,MBF1-domain-containing protein,protein-coding,-,-,-,MBF1-domain-containing protein,20210320,-
1392245,54413968,P153DRAFT_98398,P153DRAFT_98398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413969,P153DRAFT_98628,P153DRAFT_98628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413970,P153DRAFT_98693,P153DRAFT_98693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413971,P153DRAFT_98715,P153DRAFT_98715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413972,P153DRAFT_98912,P153DRAFT_98912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413973,P153DRAFT_99101,P153DRAFT_99101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413974,P153DRAFT_99243,P153DRAFT_99243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
1392245,54413975,P153DRAFT_99415,P153DRAFT_99415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413976,P153DRAFT_99514,P153DRAFT_99514,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210320,-
1392245,54413977,P153DRAFT_99598,P153DRAFT_99598,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
1392245,54413978,P153DRAFT_99599,P153DRAFT_99599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392245,54413979,P153DRAFT_99977,P153DRAFT_99977,-,-,Unknown,-,isocitrate lyase and phosphorylmutase,protein-coding,-,-,-,isocitrate lyase and phosphorylmutase,20210320,-
1392245,54413980,P153DRAFT_t1,P153DRAFT_t1,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413981,P153DRAFT_t10,P153DRAFT_t10,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413982,P153DRAFT_t100,P153DRAFT_t100,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413983,P153DRAFT_t101,P153DRAFT_t101,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413984,P153DRAFT_t102,P153DRAFT_t102,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413985,P153DRAFT_t103,P153DRAFT_t103,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413986,P153DRAFT_t104,P153DRAFT_t104,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413987,P153DRAFT_t105,P153DRAFT_t105,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413988,P153DRAFT_t106,P153DRAFT_t106,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413989,P153DRAFT_t107,P153DRAFT_t107,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413990,P153DRAFT_t108,P153DRAFT_t108,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413991,P153DRAFT_t109,P153DRAFT_t109,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413992,P153DRAFT_t11,P153DRAFT_t11,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413993,P153DRAFT_t110,P153DRAFT_t110,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413994,P153DRAFT_t111,P153DRAFT_t111,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413995,P153DRAFT_t112,P153DRAFT_t112,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413996,P153DRAFT_t113,P153DRAFT_t113,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413997,P153DRAFT_t114,P153DRAFT_t114,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413998,P153DRAFT_t115,P153DRAFT_t115,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54413999,P153DRAFT_t116,P153DRAFT_t116,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414000,P153DRAFT_t117,P153DRAFT_t117,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414001,P153DRAFT_t118,P153DRAFT_t118,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414002,P153DRAFT_t119,P153DRAFT_t119,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414003,P153DRAFT_t12,P153DRAFT_t12,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414004,P153DRAFT_t120,P153DRAFT_t120,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414005,P153DRAFT_t121,P153DRAFT_t121,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414006,P153DRAFT_t122,P153DRAFT_t122,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414007,P153DRAFT_t123,P153DRAFT_t123,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414008,P153DRAFT_t124,P153DRAFT_t124,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414009,P153DRAFT_t13,P153DRAFT_t13,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414010,P153DRAFT_t14,P153DRAFT_t14,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414011,P153DRAFT_t15,P153DRAFT_t15,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414012,P153DRAFT_t16,P153DRAFT_t16,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414013,P153DRAFT_t17,P153DRAFT_t17,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414014,P153DRAFT_t18,P153DRAFT_t18,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414015,P153DRAFT_t19,P153DRAFT_t19,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414016,P153DRAFT_t2,P153DRAFT_t2,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414017,P153DRAFT_t20,P153DRAFT_t20,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414018,P153DRAFT_t21,P153DRAFT_t21,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414019,P153DRAFT_t22,P153DRAFT_t22,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414020,P153DRAFT_t23,P153DRAFT_t23,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414021,P153DRAFT_t24,P153DRAFT_t24,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414022,P153DRAFT_t25,P153DRAFT_t25,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414023,P153DRAFT_t26,P153DRAFT_t26,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414024,P153DRAFT_t27,P153DRAFT_t27,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414025,P153DRAFT_t28,P153DRAFT_t28,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414026,P153DRAFT_t29,P153DRAFT_t29,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414027,P153DRAFT_t3,P153DRAFT_t3,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414028,P153DRAFT_t31,P153DRAFT_t31,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414029,P153DRAFT_t32,P153DRAFT_t32,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414030,P153DRAFT_t33,P153DRAFT_t33,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414031,P153DRAFT_t34,P153DRAFT_t34,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414032,P153DRAFT_t35,P153DRAFT_t35,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414033,P153DRAFT_t36,P153DRAFT_t36,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414034,P153DRAFT_t37,P153DRAFT_t37,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414035,P153DRAFT_t38,P153DRAFT_t38,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414036,P153DRAFT_t39,P153DRAFT_t39,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414037,P153DRAFT_t4,P153DRAFT_t4,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414038,P153DRAFT_t40,P153DRAFT_t40,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414039,P153DRAFT_t41,P153DRAFT_t41,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414040,P153DRAFT_t42,P153DRAFT_t42,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414041,P153DRAFT_t43,P153DRAFT_t43,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414042,P153DRAFT_t44,P153DRAFT_t44,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414043,P153DRAFT_t45,P153DRAFT_t45,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414044,P153DRAFT_t46,P153DRAFT_t46,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414045,P153DRAFT_t47,P153DRAFT_t47,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414046,P153DRAFT_t48,P153DRAFT_t48,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414047,P153DRAFT_t49,P153DRAFT_t49,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414048,P153DRAFT_t5,P153DRAFT_t5,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414049,P153DRAFT_t50,P153DRAFT_t50,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414050,P153DRAFT_t51,P153DRAFT_t51,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414051,P153DRAFT_t52,P153DRAFT_t52,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414052,P153DRAFT_t53,P153DRAFT_t53,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414053,P153DRAFT_t54,P153DRAFT_t54,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414054,P153DRAFT_t55,P153DRAFT_t55,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414055,P153DRAFT_t56,P153DRAFT_t56,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414056,P153DRAFT_t57,P153DRAFT_t57,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414057,P153DRAFT_t58,P153DRAFT_t58,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414058,P153DRAFT_t59,P153DRAFT_t59,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414059,P153DRAFT_t6,P153DRAFT_t6,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414060,P153DRAFT_t60,P153DRAFT_t60,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414061,P153DRAFT_t61,P153DRAFT_t61,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414062,P153DRAFT_t62,P153DRAFT_t62,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414063,P153DRAFT_t68,P153DRAFT_t68,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414064,P153DRAFT_t69,P153DRAFT_t69,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414065,P153DRAFT_t7,P153DRAFT_t7,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414066,P153DRAFT_t70,P153DRAFT_t70,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414067,P153DRAFT_t71,P153DRAFT_t71,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414068,P153DRAFT_t72,P153DRAFT_t72,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414069,P153DRAFT_t73,P153DRAFT_t73,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414070,P153DRAFT_t74,P153DRAFT_t74,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414071,P153DRAFT_t75,P153DRAFT_t75,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414072,P153DRAFT_t76,P153DRAFT_t76,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414073,P153DRAFT_t77,P153DRAFT_t77,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414074,P153DRAFT_t78,P153DRAFT_t78,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414075,P153DRAFT_t79,P153DRAFT_t79,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414076,P153DRAFT_t8,P153DRAFT_t8,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414077,P153DRAFT_t80,P153DRAFT_t80,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414078,P153DRAFT_t81,P153DRAFT_t81,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414079,P153DRAFT_t82,P153DRAFT_t82,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414080,P153DRAFT_t83,P153DRAFT_t83,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414081,P153DRAFT_t84,P153DRAFT_t84,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414082,P153DRAFT_t85,P153DRAFT_t85,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414083,P153DRAFT_t86,P153DRAFT_t86,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414084,P153DRAFT_t87,P153DRAFT_t87,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414085,P153DRAFT_t88,P153DRAFT_t88,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
1392245,54414086,P153DRAFT_t9,P153DRAFT_t9,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
