#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1537102,15802624,BEWA_015190,BEWA_015190,-,-,4,-,cysteine protease,protein-coding,-,-,-,cysteine protease,20200911,-
1537102,15807738,BEWA_043310,BEWA_043310,-,-,2,-,UAA transporter family member protein,protein-coding,-,-,-,UAA transporter family member protein,20200911,-
1537102,15807739,BEWA_043320,BEWA_043320,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807740,BEWA_043330,BEWA_043330,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807741,BEWA_043340,BEWA_043340,-,-,2,-,"orotidine 5'-phosphate decarboxylase, putative",protein-coding,-,-,-,"orotidine 5'-phosphate decarboxylase, putative",20200911,-
1537102,15807742,BEWA_043350,BEWA_043350,-,-,2,-,helicase family member protein,protein-coding,-,-,-,helicase family member protein,20200911,-
1537102,15807743,BEWA_043360,BEWA_043360,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807744,BEWA_043370,BEWA_043370,-,-,2,-,"phosphatidylglycerophosphate synthase, putative",protein-coding,-,-,-,"phosphatidylglycerophosphate synthase, putative",20200911,-
1537102,15807745,BEWA_043380,BEWA_043380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807746,BEWA_043390,BEWA_043390,-,-,2,-,"ribosomal protein L23, putative",protein-coding,-,-,-,"ribosomal protein L23, putative",20200911,-
1537102,15807747,BEWA_043400,BEWA_043400,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807748,BEWA_043410,BEWA_043410,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807749,BEWA_043420,BEWA_043420,-,-,2,-,"DNA gyrase subunit B, putative",protein-coding,-,-,-,"DNA gyrase subunit B, putative",20200911,-
1537102,15807750,BEWA_043430,BEWA_043430,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807751,BEWA_043440,BEWA_043440,-,-,2,-,"metalloprotease/cell division cycle, putative",protein-coding,-,-,-,"metalloprotease/cell division cycle, putative",20200911,-
1537102,15807752,BEWA_043450,BEWA_043450,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807753,BEWA_043460,BEWA_043460,-,-,2,-,"WD domain, G-beta repeat domain containing protein",protein-coding,-,-,-,"WD domain, G-beta repeat domain containing protein",20200911,-
1537102,15807754,BEWA_043470,BEWA_043470,-,-,2,-,"50S ribosomal protein L1p, putative",protein-coding,-,-,-,"50S ribosomal protein L1p, putative",20200911,-
1537102,15807755,BEWA_043480,BEWA_043480,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807756,BEWA_043490,BEWA_043490,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807757,BEWA_043500,BEWA_043500,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807758,BEWA_043510,BEWA_043510,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807759,BEWA_043520,BEWA_043520,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807760,BEWA_043530,BEWA_043530,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807761,BEWA_043540,BEWA_043540,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807762,BEWA_043550,BEWA_043550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807763,BEWA_043560,BEWA_043560,-,-,2,-,"chaperonin containing t-complex protein 1, theta subunit, putative",protein-coding,-,-,-,"chaperonin containing t-complex protein 1, theta subunit, putative",20200911,-
1537102,15807764,BEWA_043570,BEWA_043570,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807765,BEWA_043580,BEWA_043580,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807766,BEWA_043590,BEWA_043590,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807767,BEWA_043600,BEWA_043600,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807768,BEWA_043610,BEWA_043610,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807769,BEWA_043620,BEWA_043620,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807770,BEWA_043630,BEWA_043630,-,-,2,-,"myosin B, putative",protein-coding,-,-,-,"myosin B, putative",20200911,-
1537102,15807771,BEWA_043640,BEWA_043640,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807772,BEWA_043650,BEWA_043650,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807773,BEWA_043660,BEWA_043660,-,-,2,-,"ADP-ribosylation factor GTPase-activating, putative",protein-coding,-,-,-,"ADP-ribosylation factor GTPase-activating, putative",20200911,-
1537102,15807774,BEWA_043670,BEWA_043670,-,-,2,-,"cyclophilin, putative",protein-coding,-,-,-,"cyclophilin, putative",20200911,-
1537102,15807775,BEWA_043680,BEWA_043680,-,-,2,-,"tRNA pseudouridine synthase, putative",protein-coding,-,-,-,"tRNA pseudouridine synthase, putative",20200911,-
1537102,15807776,BEWA_043690,BEWA_043690,-,-,2,-,ATP binding protein family member protein,protein-coding,-,-,-,ATP binding protein family member protein,20200911,-
1537102,15807777,BEWA_043700,BEWA_043700,-,-,2,-,"mitochondrial phosphate carrier protein, putative",protein-coding,-,-,-,"mitochondrial phosphate carrier protein, putative",20200911,-
1537102,15807778,BEWA_043710,BEWA_043710,-,-,2,-,"cyclophilin, putative",protein-coding,-,-,-,"cyclophilin, putative",20200911,-
1537102,15807779,BEWA_043720,BEWA_043720,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807780,BEWA_043730,BEWA_043730,-,-,2,-,Kinesin motor domain containing protein,protein-coding,-,-,-,Kinesin motor domain containing protein,20200911,-
1537102,15807781,BEWA_043740,BEWA_043740,-,-,2,-,"translation elongation factor E1-F beta, putative",protein-coding,-,-,-,"translation elongation factor E1-F beta, putative",20200911,-
1537102,15807782,BEWA_043750,BEWA_043750,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807783,BEWA_043760,BEWA_043760,-,-,2,-,"cysteine desulfurase, putative",protein-coding,-,-,-,"cysteine desulfurase, putative",20200911,-
1537102,15807784,BEWA_043770,BEWA_043770,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807785,BEWA_043780,BEWA_043780,-,-,2,-,"methionyl-tRNA synthetase, putative",protein-coding,-,-,-,"methionyl-tRNA synthetase, putative",20200911,-
1537102,15807786,BEWA_043790,BEWA_043790,-,-,2,-,"ABC transporter, ATP-binding protein domain containing protein",protein-coding,-,-,-,"ABC transporter, ATP-binding protein domain containing protein",20200911,-
1537102,15807787,BEWA_043800,BEWA_043800,-,-,2,-,"eukaryotic translation initiation factor 3, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor 3, putative",20200911,-
1537102,15807788,BEWA_043810,BEWA_043810,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807789,BEWA_043820,BEWA_043820,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807790,BEWA_043830,BEWA_043830,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807791,BEWA_043840,BEWA_043840,-,-,2,-,elongation factor Tu family protein,protein-coding,-,-,-,elongation factor Tu family protein,20200911,-
1537102,15807792,BEWA_043850,BEWA_043850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807793,BEWA_043860,BEWA_043860,-,-,2,-,"nucleosome assembly protein, putative",protein-coding,-,-,-,"nucleosome assembly protein, putative",20200911,-
1537102,15807794,BEWA_043870,BEWA_043870,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807795,BEWA_043880,BEWA_043880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807796,BEWA_043890,BEWA_043890,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807797,BEWA_043900,BEWA_043900,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807798,BEWA_043910,BEWA_043910,-,-,2,-,"queuine tRNA-ribosyltransferase, putative",protein-coding,-,-,-,"queuine tRNA-ribosyltransferase, putative",20200911,-
1537102,15807799,BEWA_043920,BEWA_043920,-,-,2,-,"transcription initiation factor iie, alpha subunit, putative",protein-coding,-,-,-,"transcription initiation factor iie, alpha subunit, putative",20200911,-
1537102,15807800,BEWA_043930,BEWA_043930,-,-,2,-,"ubiquitin/ribosomal fusion protein, putative",protein-coding,-,-,-,"ubiquitin/ribosomal fusion protein, putative",20210129,-
1537102,15807801,BEWA_043940,BEWA_043940,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807802,BEWA_043950,BEWA_043950,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807803,BEWA_043960,BEWA_043960,-,-,2,-,"hexose transporter, putative",protein-coding,-,-,-,"hexose transporter, putative",20200911,-
1537102,15807804,BEWA_043970,BEWA_043970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807805,BEWA_043980,BEWA_043980,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807806,BEWA_043990,BEWA_043990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807807,BEWA_044000,BEWA_044000,-,-,2,-,"chaperone protein DnaJ, putative",protein-coding,-,-,-,"chaperone protein DnaJ, putative",20200911,-
1537102,15807808,BEWA_044010,BEWA_044010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807809,BEWA_044020,BEWA_044020,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807810,BEWA_044030,BEWA_044030,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807811,BEWA_044040,BEWA_044040,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807812,BEWA_044050,BEWA_044050,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807813,BEWA_044060,BEWA_044060,-,-,2,-,"replication factor C subunit 5, putative",protein-coding,-,-,-,"replication factor C subunit 5, putative",20200911,-
1537102,15807814,BEWA_044070,BEWA_044070,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807815,BEWA_044080,BEWA_044080,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807816,BEWA_044090,BEWA_044090,-,-,2,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15807817,BEWA_044110,BEWA_044110,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807818,BEWA_044120,BEWA_044120,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807819,BEWA_044130,BEWA_044130,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807820,BEWA_044140,BEWA_044140,-,-,2,-,"Ras-related protein rab11 small GTP-binding protein, putative",protein-coding,-,-,-,"Ras-related protein rab11 small GTP-binding protein, putative",20200911,-
1537102,15807821,BEWA_044150,BEWA_044150,-,-,2,-,"ribosomal protein S8, putative",protein-coding,-,-,-,"ribosomal protein S8, putative",20200911,-
1537102,15807822,BEWA_044160,BEWA_044160,-,-,2,-,"cell cycle control protein, putative",protein-coding,-,-,-,"cell cycle control protein, putative",20200911,-
1537102,15807823,BEWA_044170,BEWA_044170,-,-,2,-,RNA recognition motif domain containing protein,protein-coding,-,-,-,RNA recognition motif domain containing protein,20200911,-
1537102,15807824,BEWA_044180,BEWA_044180,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807825,BEWA_044190,BEWA_044190,-,-,2,-,3'5'-cyclic nucleotide phosphodiesterase family protein,protein-coding,-,-,-,3'5'-cyclic nucleotide phosphodiesterase family protein,20200911,-
1537102,15807826,BEWA_044200,BEWA_044200,-,-,2,-,"sphingomyelin/lysocholinephospholipid-phospholipase C, putative",protein-coding,-,-,-,"sphingomyelin/lysocholinephospholipid-phospholipase C, putative",20200911,-
1537102,15807827,BEWA_044210,BEWA_044210,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807828,BEWA_044220,BEWA_044220,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807829,BEWA_044230,BEWA_044230,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807830,BEWA_044240,BEWA_044240,-,-,2,-,"ribonucleoside-diphosphate reductase small chain, putative",protein-coding,-,-,-,"ribonucleoside-diphosphate reductase small chain, putative",20200911,-
1537102,15807831,BEWA_044250,BEWA_044250,-,-,2,-,"COPII-coated vesicle membrane protein, putative",protein-coding,-,-,-,"COPII-coated vesicle membrane protein, putative",20200911,-
1537102,15807832,BEWA_044260,BEWA_044260,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807833,BEWA_044270,BEWA_044270,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807834,BEWA_044280,BEWA_044280,-,-,2,-,"lipoate-protein ligase, putative",protein-coding,-,-,-,"lipoate-protein ligase, putative",20200911,-
1537102,15807835,BEWA_044290,BEWA_044290,-,-,2,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15807836,BEWA_044310,BEWA_044310,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807837,BEWA_044320,BEWA_044320,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807838,BEWA_044330,BEWA_044330,-,-,2,-,"translation initiation factor IF-2, putative",protein-coding,-,-,-,"translation initiation factor IF-2, putative",20200911,-
1537102,15807839,BEWA_044340,BEWA_044340,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807840,BEWA_044350,BEWA_044350,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807841,BEWA_044360,BEWA_044360,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807842,BEWA_044370,BEWA_044370,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807843,BEWA_044380,BEWA_044380,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807844,BEWA_044390,BEWA_044390,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807845,BEWA_044400,BEWA_044400,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
1537102,15807846,BEWA_037680,BEWA_037680,-,-,2,-,"phosphotyrosyl phosphatase activator, putative",protein-coding,-,-,-,"phosphotyrosyl phosphatase activator, putative",20200911,-
1537102,15807847,BEWA_038550,BEWA_038550,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807848,BEWA_044100,BEWA_044100,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807849,BEWA_044300,BEWA_044300,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807850,BEWA_042840,BEWA_042840,-,-,2,-,"cyclin, putative",protein-coding,-,-,-,"cyclin, putative",20200911,-
1537102,15807851,BEWA_042830,BEWA_042830,-,-,2,-,tRNA,tRNA,-,-,-,-,20200911,-
1537102,15807852,BEWA_042810,BEWA_042810,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807853,BEWA_034950,BEWA_034950,-,-,2,-,"flap endonuclease-1, putative",protein-coding,-,-,-,"flap endonuclease-1, putative",20200911,-
1537102,15807854,BEWA_034960,BEWA_034960,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807855,BEWA_034970,BEWA_034970,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807856,BEWA_034980,BEWA_034980,-,-,2,-,protein kinase domain containing protein,protein-coding,-,-,-,protein kinase domain containing protein,20200911,-
1537102,15807857,BEWA_034990,BEWA_034990,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807858,BEWA_035000,BEWA_035000,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807859,BEWA_035010,BEWA_035010,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807860,BEWA_034810,BEWA_034810,-,-,2,-,"CAAX prenyl protease 1, putative",protein-coding,-,-,-,"CAAX prenyl protease 1, putative",20200911,-
1537102,15807861,BEWA_034850,BEWA_034850,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807862,BEWA_034860,BEWA_034860,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807863,BEWA_034870,BEWA_034870,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807864,BEWA_034880,BEWA_034880,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807865,BEWA_034890,BEWA_034890,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807866,BEWA_034800,BEWA_034800,-,-,2,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
1537102,15807867,BEWA_034820,BEWA_034820,-,-,2,-,"proteasome subunit alpha type, putative",protein-coding,-,-,-,"proteasome subunit alpha type, putative",20200911,-
1537102,15807868,BEWA_034830,BEWA_034830,-,-,2,-,"phosphoacetylglucosamine mutase, putative",protein-coding,-,-,-,"phosphoacetylglucosamine mutase, putative",20200911,-
1537102,15807869,BEWA_034840,BEWA_034840,-,-,2,-,signal peptide containing protein,protein-coding,-,-,-,signal peptide containing protein,20200911,-
