#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
4956,5848217,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Saccharomyces rouxii).,other,-,-,-,-,20181022,-
4956,8205887,ZYRO0G02222g,ZYRO0G02222g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205888,ZYRO0G02244g,ZYRO0G02244g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205889,ZYRO0G02266g,ZYRO0G02266g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205890,ZYRO0G02288g,ZYRO0G02288g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205891,ZYRO0G02310g,ZYRO0G02310g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205892,SNR64,ZYRO0G02332r,-,-,G,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8205893,ZYRO0G02376g,ZYRO0G02376g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205894,ZYRO0G02398g,ZYRO0G02398g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205895,ZYRO0G02420g,ZYRO0G02420g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205896,ZYRO0G02442g,ZYRO0G02442g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205897,ZYRO0G02486g,ZYRO0G02486g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205898,ZYRO0G02508g,ZYRO0G02508g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205899,ZYRO0G02530g,ZYRO0G02530g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205900,ZYRO0G02552g,ZYRO0G02552g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205901,ZYRO0G02574g,ZYRO0G02574g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205902,ZYRO0G02596g,ZYRO0G02596g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205903,ZYRO0G02618g,ZYRO0G02618g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205904,ZYRO0G02640g,ZYRO0G02640g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205905,ZYRO0G02662g,ZYRO0G02662g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205906,ZYRO0G02684g,ZYRO0G02684g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205907,ZYRO0G02706g,ZYRO0G02706g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205908,ZYRO0G02728r,ZYRO0G02728r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205909,ZYRO0G02750g,ZYRO0G02750g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205910,ZYRO0G02772g,ZYRO0G02772g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205911,ZYRO0G02794g,ZYRO0G02794g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205912,ZYRO0G02816g,ZYRO0G02816g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205913,ZYRO0G02838g,ZYRO0G02838g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205914,ZYRO0G02860g,ZYRO0G02860g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205915,ZYRO0G02882r,ZYRO0G02882r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205916,ZYRO0G02904g,ZYRO0G02904g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205917,ZYRO0G02926g,ZYRO0G02926g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205918,ZYRO0G02948g,ZYRO0G02948g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205919,ZYRO0G02970g,ZYRO0G02970g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205920,ZYRO0G02992g,ZYRO0G02992g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205921,ZYRO0G03014g,ZYRO0G03014g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205922,ZYRO0G03036g,ZYRO0G03036g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205923,ZYRO0G03058g,ZYRO0G03058g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205924,ZYRO0G03080g,ZYRO0G03080g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205925,ZYRO0G03102g,ZYRO0G03102g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205926,ZYRO0G03124g,ZYRO0G03124g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205927,ZYRO0G03146g,ZYRO0G03146g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205928,ZYRO0G03168g,ZYRO0G03168g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205929,ZYRO0G03190g,ZYRO0G03190g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205930,ZYRO0G03212g,ZYRO0G03212g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205931,ZYRO0G03234g,ZYRO0G03234g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205932,ZYRO0G03256g,ZYRO0G03256g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205933,ZYRO0G03278g,ZYRO0G03278g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205934,ZYRO0G03300g,ZYRO0G03300g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205935,ZYRO0G03322g,ZYRO0G03322g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205936,ZYRO0G03344g,ZYRO0G03344g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205937,ZYRO0G03366g,ZYRO0G03366g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205938,ZYRO0G03388g,ZYRO0G03388g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205939,ZYRO0G03410g,ZYRO0G03410g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205940,ZYRO0G03432r,ZYRO0G03432r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205941,ZYRO0G03454g,ZYRO0G03454g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205942,ZYRO0G03476g,ZYRO0G03476g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205943,ZYRO0G03498g,ZYRO0G03498g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205944,ZYRO0G03520g,ZYRO0G03520g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205945,ZYRO0G03542g,ZYRO0G03542g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205946,ZYRO0G03564g,ZYRO0G03564g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205947,ZYRO0G03586g,ZYRO0G03586g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205948,ZYRO0G03608g,ZYRO0G03608g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205949,ZYRO0G03630g,ZYRO0G03630g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205950,ZYRO0G03652r,ZYRO0G03652r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205951,ZYRO0G03674r,ZYRO0G03674r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205952,ZYRO0G03696g,ZYRO0G03696g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205953,ZYRO0G03718g,ZYRO0G03718g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205954,ZYRO0G03740g,ZYRO0G03740g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205955,ZYRO0G03762g,ZYRO0G03762g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205956,ZYRO0G03784g,ZYRO0G03784g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205957,ZYRO0G03806g,ZYRO0G03806g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205958,ZYRO0G03828g,ZYRO0G03828g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205959,ZYRO0G03850g,ZYRO0G03850g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205960,ZYRO0G03872g,ZYRO0G03872g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205961,ZYRO0G03894g,ZYRO0G03894g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205962,ZYRO0G03916g,ZYRO0G03916g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205963,ZYRO0G03938g,ZYRO0G03938g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205964,SNR14,ZYRO0G03960r,-,-,G,-,ncRNA,ncRNA,-,-,-,-,20170926,-
4956,8205965,ZYRO0G04004g,ZYRO0G04004g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205966,ZYRO0G04026g,ZYRO0G04026g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205967,ZYRO0G04048g,ZYRO0G04048g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205968,ZYRO0G04070r,ZYRO0G04070r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205969,ZYRO0G04092g,ZYRO0G04092g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205970,ZYRO0G04114g,ZYRO0G04114g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205971,ZYRO0G04136g,ZYRO0G04136g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205972,ZYRO0G04158g,ZYRO0G04158g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205973,ZYRO0G04180g,ZYRO0G04180g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205974,ZYRO0G04202g,ZYRO0G04202g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205975,ZYRO0G04224g,ZYRO0G04224g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205976,ZYRO0G04246g,ZYRO0G04246g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205977,ZYRO0G04268g,ZYRO0G04268g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205978,ZYRO0G04290r,ZYRO0G04290r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205979,ZYRO0G04312g,ZYRO0G04312g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205980,ZYRO0G04334g,ZYRO0G04334g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205981,ZYRO0G04356g,ZYRO0G04356g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205982,ZYRO0G04378g,ZYRO0G04378g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205983,ZYRO0G04400g,ZYRO0G04400g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205984,ZYRO0G04422g,ZYRO0G04422g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205985,ZYRO0G04444g,ZYRO0G04444g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205986,ZYRO0G04466g,ZYRO0G04466g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205987,ZYRO0G04488g,ZYRO0G04488g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205988,ZYRO0G04510g,ZYRO0G04510g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205989,ZYRO0G04532g,ZYRO0G04532g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205990,ZYRO0G04554g,ZYRO0G04554g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205991,ZYRO0G04576r,ZYRO0G04576r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8205992,ZYRO0G04598g,ZYRO0G04598g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205993,ZYRO0G04620g,ZYRO0G04620g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205994,ZYRO0G04642g,ZYRO0G04642g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205995,ZYRO0G04664g,ZYRO0G04664g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205996,ZYRO0G04686g,ZYRO0G04686g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205997,ZYRO0G04708g,ZYRO0G04708g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205998,ZYRO0G04730g,ZYRO0G04730g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8205999,ZYRO0G04752g,ZYRO0G04752g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206000,ZYRO0G04774r,ZYRO0G04774r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8206001,ZYRO0G04796g,ZYRO0G04796g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206002,ZYRO0G04818g,ZYRO0G04818g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206003,ZYRO0G04840g,ZYRO0G04840g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206004,ZYRO0G04862g,ZYRO0G04862g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206005,ZYRO0G04884g,ZYRO0G04884g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206006,ZYRO0G04906r,ZYRO0G04906r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8206007,ZYRO0G04928g,ZYRO0G04928g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206008,ZYRO0G04950g,ZYRO0G04950g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206009,ZYRO0G04972g,ZYRO0G04972g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206010,ZYRO0G04994g,ZYRO0G04994g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206011,ZYRO0G05016g,ZYRO0G05016g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206012,ZYRO0G05038g,ZYRO0G05038g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206013,ZYRO0G05060g,ZYRO0G05060g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206014,ZYRO0G05082g,ZYRO0G05082g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206015,ZYRO0G05104g,ZYRO0G05104g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206016,ZYRO0G05126g,ZYRO0G05126g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206017,ZYRO0G05148g,ZYRO0G05148g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206018,ZYRO0G05170g,ZYRO0G05170g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206019,ZYRO0G05192g,ZYRO0G05192g,-,-,G,-,60S ribosomal protein L42,protein-coding,-,-,-,-,20180130,-
4956,8206020,ZYRO0G05214g,ZYRO0G05214g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206021,ZYRO0G05236g,ZYRO0G05236g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206022,ZYRO0G05258g,ZYRO0G05258g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206023,ZYRO0G05280g,ZYRO0G05280g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206024,ZYRO0G05302g,ZYRO0G05302g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206025,ZYRO0G05324g,ZYRO0G05324g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206026,ZYRO0G05346g,ZYRO0G05346g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206027,ZYRO0G05368g,ZYRO0G05368g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206028,ZYRO0G05390g,ZYRO0G05390g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206029,ZYRO0G05412g,ZYRO0G05412g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206030,ZYRO0G05434g,ZYRO0G05434g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206031,ZYRO0G05456g,ZYRO0G05456g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206032,ZYRO0G05478g,ZYRO0G05478g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206033,ZYRO0G05500g,ZYRO0G05500g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206034,ZYRO0G05522g,ZYRO0G05522g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206035,ZYRO0G05544g,ZYRO0G05544g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206036,ZYRO0G05566g,ZYRO0G05566g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206037,ZYRO0G05588r,ZYRO0G05588r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8206038,ZYRO0G05610g,ZYRO0G05610g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206039,ZYRO0G05632g,ZYRO0G05632g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206040,ZYRO0G05654g,ZYRO0G05654g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206041,ZYRO0G05676g,ZYRO0G05676g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206042,ZYRO0G05698g,ZYRO0G05698g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206043,ZYRO0G05720g,ZYRO0G05720g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206044,ZYRO0G05742g,ZYRO0G05742g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206045,ZYRO0G05764g,ZYRO0G05764g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206046,ZYRO0G05786g,ZYRO0G05786g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206047,ZYRO0G05808g,ZYRO0G05808g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206048,ZYRO0G05830g,ZYRO0G05830g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206049,ZYRO0G05852g,ZYRO0G05852g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206050,ZYRO0G05874g,ZYRO0G05874g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206051,ZYRO0G05896g,ZYRO0G05896g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206052,ZYRO0G05918g,ZYRO0G05918g,-,-,G,-,mitochondrial 37S ribosomal protein NAM9,protein-coding,-,-,-,-,20170926,-
4956,8206053,ZYRO0G05940g,ZYRO0G05940g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206054,ZYRO0G05962g,ZYRO0G05962g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206055,ZYRO0G05984g,ZYRO0G05984g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206056,ZYRO0G06006g,ZYRO0G06006g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206057,ZYRO0G06028g,ZYRO0G06028g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206058,ZYRO0G06072g,ZYRO0G06072g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206059,ZYRO0G06094r,ZYRO0G06094r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8206060,ZYRO0G06116g,ZYRO0G06116g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206061,ZYRO0G06138r,ZYRO0G06138r,-,-,G,-,tRNA,tRNA,-,-,-,-,20170926,-
4956,8206062,ZYRO0G06160g,ZYRO0G06160g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206063,ZYRO0G06182g,ZYRO0G06182g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206064,ZYRO0G06204g,ZYRO0G06204g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206065,ZYRO0G06226g,ZYRO0G06226g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206066,ZYRO0G06248g,ZYRO0G06248g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206067,ZYRO0G06270g,ZYRO0G06270g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206068,ZYRO0G06292g,ZYRO0G06292g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206069,ZYRO0G06314g,ZYRO0G06314g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206070,ZYRO0G06336g,ZYRO0G06336g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206071,ZYRO0G06358g,ZYRO0G06358g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206072,ZYRO0G06380g,ZYRO0G06380g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206073,ZYRO0G06402g,ZYRO0G06402g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206074,ZYRO0G06424g,ZYRO0G06424g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206075,ZYRO0G06446g,ZYRO0G06446g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206076,ZYRO0G06468g,ZYRO0G06468g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206077,ZYRO0G06490g,ZYRO0G06490g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206078,ZYRO0G06512g,ZYRO0G06512g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206079,ZYRO0G06534g,ZYRO0G06534g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206080,ZYRO0G06556g,ZYRO0G06556g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206081,ZYRO0G06578g,ZYRO0G06578g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206082,ZYRO0G06600g,ZYRO0G06600g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206083,ZYRO0G06622g,ZYRO0G06622g,-,-,G,-,ubiquitin-60S ribosomal protein L40 fusion protein,protein-coding,-,-,-,-,20180130,-
4956,8206084,ZYRO0G06644g,ZYRO0G06644g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206085,ZYRO0G06666g,ZYRO0G06666g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206086,ZYRO0G06688g,ZYRO0G06688g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206087,ZYRO0G06710g,ZYRO0G06710g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206088,ZYRO0G06732g,ZYRO0G06732g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206089,ZYRO0G06754g,ZYRO0G06754g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206090,ZYRO0G06776g,ZYRO0G06776g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206091,ZYRO0G06798g,ZYRO0G06798g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206092,ZYRO0G06820g,ZYRO0G06820g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206093,ZYRO0G06842g,ZYRO0G06842g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206094,ZYRO0G06864g,ZYRO0G06864g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206095,ZYRO0G06886g,ZYRO0G06886g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
4956,8206096,ZYRO0G06908g,ZYRO0G06908g,-,-,G,-,uncharacterized protein,protein-coding,-,-,-,-,20180130,-
