#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
192010,26836085,nad3,AYC56_gp02,-,-,MT,-,NADH dehydrogenase subunit 3,protein-coding,-,-,-,NADH dehydrogenase subunit 3,20210607,-
192010,65093718,FMAN_14471,FMAN_14471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093719,FMAN_14472,FMAN_14472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093720,FMAN_14473,FMAN_14473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093721,FMAN_14474,FMAN_14474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093722,FMAN_14475,FMAN_14475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093723,FMAN_14476,FMAN_14476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093724,FMAN_14477,FMAN_14477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093725,FMAN_14478,FMAN_14478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093726,FMAN_14479,FMAN_14479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093727,FMAN_14480,FMAN_14480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093728,FMAN_14481,FMAN_14481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093729,FMAN_14482,FMAN_14482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093730,FMAN_14483,FMAN_14483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093731,FMAN_14484,FMAN_14484,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093732,FMAN_14485,FMAN_14485,-,-,Unknown,-,related to 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,protein-coding,-,-,-,related to 2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,20210607,-
192010,65093733,FMAN_14486,FMAN_14486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093734,FMAN_14487,FMAN_14487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093735,FMAN_14488,FMAN_14488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093736,FMAN_14489,FMAN_14489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093737,FMAN_14490,FMAN_14490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093738,FMAN_14491,FMAN_14491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093739,FMAN_14492,FMAN_14492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093740,FMAN_14493,FMAN_14493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093741,FMAN_14494,FMAN_14494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093742,FMAN_14495,FMAN_14495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093743,FMAN_14496,FMAN_14496,-,-,Unknown,-,ILV1-Anabolic serine and threonine dehydratase precursor,protein-coding,-,-,-,ILV1-Anabolic serine and threonine dehydratase precursor,20210607,-
192010,65093744,FMAN_14497,FMAN_14497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093745,FMAN_14498,FMAN_14498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093746,FMAN_14499,FMAN_14499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093747,FMAN_14500,FMAN_14500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093748,FMAN_14501,FMAN_14501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093749,FMAN_14502,FMAN_14502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093750,FMAN_14503,FMAN_14503,-,-,Unknown,-,putative alpha-L-arabinofuranosidase,protein-coding,-,-,-,putative alpha-L-arabinofuranosidase,20210607,-
192010,65093751,FMAN_14504,FMAN_14504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093752,FMAN_14505,FMAN_14505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093753,FMAN_14506,FMAN_14506,-,-,Unknown,-,putative amino acid transport protein GAP1,protein-coding,-,-,-,putative amino acid transport protein GAP1,20210607,-
192010,65093754,FMAN_14507,FMAN_14507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093755,FMAN_14508,FMAN_14508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093756,FMAN_14509,FMAN_14509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093757,FMAN_14510,FMAN_14510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093758,FMAN_14511,FMAN_14511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093759,FMAN_14512,FMAN_14512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093760,FMAN_14513,FMAN_14513,-,-,Unknown,-,related to SUR1-required for mannosylation of sphingolipids,protein-coding,-,-,-,related to SUR1-required for mannosylation of sphingolipids,20210607,-
192010,65093761,FMAN_14514,FMAN_14514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093762,FMAN_14515,FMAN_14515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093763,FMAN_14516,FMAN_14516,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093764,FMAN_14517,FMAN_14517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093765,FMAN_14518,FMAN_14518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093766,FMAN_14519,FMAN_14519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093767,FMAN_14520,FMAN_14520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093768,FMAN_14521,FMAN_14521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093769,FMAN_14522,FMAN_14522,-,-,Unknown,-,putative amino acid transport protein GAP1,protein-coding,-,-,-,putative amino acid transport protein GAP1,20210607,-
192010,65093770,FMAN_14523,FMAN_14523,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093771,FMAN_14524,FMAN_14524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093772,FMAN_14525,FMAN_14525,-,-,Unknown,-,putative cellulase precursor,protein-coding,-,-,-,putative cellulase precursor,20210607,-
192010,65093773,FMAN_14526,FMAN_14526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093774,FMAN_14527,FMAN_14527,-,-,Unknown,-,related to acid phosphatase Pho610,protein-coding,-,-,-,related to acid phosphatase Pho610,20210607,-
192010,65093775,FMAN_14528,FMAN_14528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093776,FMAN_14529,FMAN_14529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093777,FMAN_14530,FMAN_14530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093778,FMAN_14531,FMAN_14531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093779,FMAN_14532,FMAN_14532,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093780,FMAN_14533,FMAN_14533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093781,FMAN_14534,FMAN_14534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093782,FMAN_14535,FMAN_14535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093783,FMAN_14536,FMAN_14536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093784,FMAN_14537,FMAN_14537,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093785,FMAN_14538,FMAN_14538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093786,FMAN_14539,FMAN_14539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093787,FMAN_14540,FMAN_14540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093788,FMAN_14541,FMAN_14541,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093789,FMAN_14542,FMAN_14542,-,-,Unknown,-,putative endoglycoceramidase,protein-coding,-,-,-,putative endoglycoceramidase,20210607,-
192010,65093790,FMAN_14543,FMAN_14543,-,-,Unknown,-,related to reductases,protein-coding,-,-,-,related to reductases,20210607,-
192010,65093791,FMAN_14544,FMAN_14544,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093792,FMAN_14545,FMAN_14545,-,-,Unknown,-,putative lactonohydrolase,protein-coding,-,-,-,putative lactonohydrolase,20210607,-
192010,65093793,FMAN_14546,FMAN_14546,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093794,FMAN_14547,FMAN_14547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093795,FMAN_14548,FMAN_14548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093796,FMAN_14549,FMAN_14549,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093797,FMAN_14550,FMAN_14550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093798,FMAN_14552,FMAN_14552,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093799,FMAN_14553,FMAN_14553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093800,FMAN_14554,FMAN_14554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093801,FMAN_14555,FMAN_14555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093802,FMAN_14556,FMAN_14556,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093803,FMAN_14557,FMAN_14557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093804,FMAN_14558,FMAN_14558,-,-,Unknown,-,related to UPF0136 membrane protein YJR085C,protein-coding,-,-,-,related to UPF0136 membrane protein YJR085C,20210607,-
192010,65093805,FMAN_14559,FMAN_14559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093806,FMAN_14560,FMAN_14560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093807,FMAN_14561,FMAN_14561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093808,FMAN_14562,FMAN_14562,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093809,FMAN_14563,FMAN_14563,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093810,FMAN_14564,FMAN_14564,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093811,FMAN_14565,FMAN_14565,-,-,Unknown,-,putative endoglucanase,protein-coding,-,-,-,putative endoglucanase,20210607,-
192010,65093812,FMAN_14566,FMAN_14566,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093813,FMAN_14567,FMAN_14567,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093814,FMAN_14568,FMAN_14568,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093815,FMAN_14569,FMAN_14569,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093816,FMAN_14570,FMAN_14570,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093817,FMAN_14571,FMAN_14571,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093818,FMAN_14572,FMAN_14572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093819,FMAN_14573,FMAN_14573,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093820,FMAN_14574,FMAN_14574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093821,FMAN_14575,FMAN_14575,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093822,FMAN_14576,FMAN_14576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093823,FMAN_14577,FMAN_14577,-,-,Unknown,-,putative catalase 2,protein-coding,-,-,-,putative catalase 2,20210607,-
192010,65093824,FMAN_14578,FMAN_14578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093825,FMAN_14579,FMAN_14579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093826,FMAN_14580,FMAN_14580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093827,FMAN_14581,FMAN_14581,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093828,FMAN_14582,FMAN_14582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093829,FMAN_14583,FMAN_14583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093830,FMAN_14584,FMAN_14584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093831,FMAN_14585,FMAN_14585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093832,FMAN_14586,FMAN_14586,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093833,FMAN_14587,FMAN_14587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093834,FMAN_14588,FMAN_14588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093835,FMAN_14589,FMAN_14589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093836,FMAN_14590,FMAN_14590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093837,FMAN_14591,FMAN_14591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093838,FMAN_14592,FMAN_14592,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093839,FMAN_14593,FMAN_14593,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093840,FMAN_14594,FMAN_14594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093841,FMAN_14595,FMAN_14595,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093842,FMAN_14596,FMAN_14596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093843,FMAN_14597,FMAN_14597,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093844,FMAN_14598,FMAN_14598,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093845,FMAN_14599,FMAN_14599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093846,FMAN_14600,FMAN_14600,-,-,Unknown,-,related to tetracycline resistance proteins,protein-coding,-,-,-,related to tetracycline resistance proteins,20210607,-
192010,65093847,FMAN_14601,FMAN_14601,-,-,Unknown,-,related to tetracycline resistance proteins,protein-coding,-,-,-,related to tetracycline resistance proteins,20210607,-
192010,65093848,FMAN_14602,FMAN_14602,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093849,FMAN_14603,FMAN_14603,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093850,FMAN_14604,FMAN_14604,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093851,FMAN_14605,FMAN_14605,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093852,FMAN_14606,FMAN_14606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093853,FMAN_14607,FMAN_14607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093854,FMAN_14608,FMAN_14608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
192010,65093855,FMAN_14610,FMAN_14610,-,-,Unknown,-,related to channel proteins,protein-coding,-,-,-,related to channel proteins,20210607,-
192010,65093856,FMAN_14611,FMAN_14611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210607,-
