#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1365176,16572651,N186_RS00010,N186_RS00010,N186_00010,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid ferredoxin oxidoreductase subunit beta,20200829,-
1365176,16574523,N186_RS09080,N186_RS09080,N186_09405,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200829,-
1365176,16574526,N186_RS09095,N186_RS09095,N186_09420,-,-,-,BMP family ABC transporter substrate-binding protein,protein-coding,-,-,-,BMP family ABC transporter substrate-binding protein,20200829,-
1365176,16574527,udp,N186_RS09100,N186_09425,-,-,-,uridine phosphorylase,protein-coding,-,-,-,uridine phosphorylase,20200829,-
1365176,16574528,N186_RS09105,N186_RS09105,N186_09430,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
1365176,16574529,N186_RS09110,N186_RS09110,N186_09435,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574530,N186_RS09115,N186_RS09115,N186_09440,-,-,-,flavin reductase family protein,protein-coding,-,-,-,flavin reductase family protein,20200829,-
1365176,16574531,N186_RS09120,N186_RS09120,N186_09445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574533,N186_RS09125,N186_RS09125,N186_09455,-,-,-,prenyltransferase,protein-coding,-,-,-,prenyltransferase,20200829,-
1365176,16574534,N186_RS09130,N186_RS09130,N186_09460,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20201217,-
1365176,16574535,N186_RS09135,N186_RS09135,N186_09465,-,-,-,CPBP family intramembrane metalloprotease,protein-coding,-,-,-,CPBP family intramembrane metalloprotease,20210529,-
1365176,16574536,N186_RS09140,N186_RS09140,N186_09470,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20200829,-
1365176,16574537,N186_RS09145,N186_RS09145,N186_09475,-,-,-,nicotinamide mononucleotide deamidase-related protein,protein-coding,-,-,-,nicotinamide mononucleotide deamidase-related protein,20200829,-
1365176,16574538,N186_RS09150,N186_RS09150,N186_09480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574539,N186_RS09155,N186_RS09155,N186_09485,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574540,N186_RS09160,N186_RS09160,N186_09490,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16574541,N186_RS09165,N186_RS09165,N186_09495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574542,N186_RS09170,N186_RS09170,N186_09500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574543,N186_RS09175,N186_RS09175,N186_09505,-,-,-,DUF1611 domain-containing protein,protein-coding,-,-,-,DUF1611 domain-containing protein,20200829,-
1365176,16574544,N186_RS09180,N186_RS09180,N186_09510,-,-,-,pyridoxal-phosphate dependent enzyme,protein-coding,-,-,-,pyridoxal-phosphate dependent enzyme,20200829,-
1365176,16574545,N186_RS09185,N186_RS09185,N186_09515,-,-,-,DUF554 domain-containing protein,protein-coding,-,-,-,DUF554 domain-containing protein,20201026,-
1365176,16574547,N186_RS09195,N186_RS09195,N186_09525,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574548,N186_RS09200,N186_RS09200,N186_09530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574549,N186_RS09205,N186_RS09205,N186_09535,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20200829,-
1365176,16574550,N186_RS09210,N186_RS09210,N186_09540,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20200829,-
1365176,16574551,N186_RS09215,N186_RS09215,N186_09545,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210529,-
1365176,16574553,N186_RS09220,N186_RS09220,N186_09555,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20200829,-
1365176,16574554,N186_RS09225,N186_RS09225,N186_09560,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20200831,-
1365176,16574556,N186_RS09230,N186_RS09230,N186_09570,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20200829,-
1365176,16574557,N186_RS09235,N186_RS09235,N186_09575,-,-,-,DNA repair exonuclease,protein-coding,-,-,-,DNA repair exonuclease,20200829,-
1365176,16574558,N186_RS09240,N186_RS09240,N186_09580,-,-,-,SMC family ATPase,protein-coding,-,-,-,SMC family ATPase,20200829,-
1365176,16574559,N186_RS09245,N186_RS09245,N186_09585,-,-,-,roadblock/LC7 domain-containing protein,protein-coding,-,-,-,roadblock/LC7 domain-containing protein,20210529,-
1365176,16574560,N186_RS09250,N186_RS09250,N186_09590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,16574561,N186_RS09255,N186_RS09255,N186_09595,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574562,N186_RS09260,N186_RS09260,N186_09600,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
1365176,16574563,N186_RS09265,N186_RS09265,N186_09605,-,-,-,sulfite exporter TauE/SafE family protein,protein-coding,-,-,-,sulfite exporter TauE/SafE family protein,20201026,-
1365176,16574564,N186_RS09270,N186_RS09270,N186_09610,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201217,-
1365176,16574565,N186_RS09275,N186_RS09275,N186_09615,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20201217,-
1365176,16574566,N186_RS09280,N186_RS09280,N186_09620,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200829,-
1365176,16574567,N186_RS09285,N186_RS09285,N186_09625,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200829,-
1365176,16574568,N186_RS09290,N186_RS09290,N186_09630,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20200829,-
1365176,16574569,N186_RS09295,N186_RS09295,N186_09635,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574570,N186_RS09300,N186_RS09300,N186_09640,-,-,-,substrate-binding domain-containing protein,protein-coding,-,-,-,substrate-binding domain-containing protein,20201026,-
1365176,16574571,N186_RS09305,N186_RS09305,N186_09645,-,-,-,ketoacyl-ACP synthase III,protein-coding,-,-,-,ketoacyl-ACP synthase III,20201026,-
1365176,16574572,N186_RS09310,N186_RS09310,N186_09650,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20200829,-
1365176,16574573,N186_RS09315,N186_RS09315,N186_09655,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20201217,-
1365176,16574574,N186_RS09320,N186_RS09320,N186_09660,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20200831,-
1365176,16574575,N186_RS09325,N186_RS09325,N186_09665,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20201026,-
1365176,16574576,N186_RS09330,N186_RS09330,N186_09670,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20200829,-
1365176,16574577,N186_RS09335,N186_RS09335,N186_09675,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20201026,-
1365176,16574578,N186_RS09340,N186_RS09340,N186_09680,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210529,-
1365176,16574579,N186_RS09345,N186_RS09345,N186_09685,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20201217,-
1365176,16574580,fabG,N186_RS09350,N186_09690,-,-,-,3-oxoacyl-ACP reductase FabG,protein-coding,-,-,-,3-oxoacyl-ACP reductase FabG,20201217,-
1365176,16574581,N186_RS09355,N186_RS09355,N186_09695,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20201026,-
1365176,16574582,N186_RS09360,N186_RS09360,N186_09700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574583,N186_RS09365,N186_RS09365,N186_09705,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20200829,-
1365176,16574584,N186_RS09370,N186_RS09370,N186_09710,-,-,-,CoA-binding protein,protein-coding,-,-,-,CoA-binding protein,20201217,-
1365176,16574585,N186_RS09375,N186_RS09375,N186_09715,-,-,-,acetate--CoA ligase family protein,protein-coding,-,-,-,acetate--CoA ligase family protein,20201217,-
1365176,16574586,N186_RS09380,N186_RS09380,N186_09720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574587,N186_RS09385,N186_RS09385,N186_09725,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20210424,-
1365176,16574588,N186_RS09390,N186_RS09390,N186_09730,-,-,-,amino acid permease,protein-coding,-,-,-,amino acid permease,20200829,-
1365176,16574589,N186_RS09395,N186_RS09395,N186_09735,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20210529,-
1365176,16574590,N186_RS09400,N186_RS09400,N186_09740,-,-,-,ferredoxin,protein-coding,-,-,-,ferredoxin,20200829,-
1365176,16574591,N186_RS09405,N186_RS09405,N186_09745,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,16574592,N186_RS00005,N186_RS00005,N186_00005,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,20200829,-
1365176,16691769,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Thermofilum adornatus.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200115,-
1365176,25405382,nrfD,N186_RS06600,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
1365176,25405384,N186_RS07890,N186_RS07890,-,-,-,-,nucleotidyltransferase family protein,protein-coding,-,-,-,nucleotidyltransferase family protein,20200919,-
1365176,25405385,N186_RS09045,N186_RS09045,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583942,N186_RS09415,N186_RS09415,-,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201217,-
1365176,41583944,N186_RS09425,N186_RS09425,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583945,N186_RS09430,N186_RS09430,-,-,-,-,30S ribosomal protein S14,protein-coding,-,-,-,30S ribosomal protein S14,20200829,-
1365176,41583946,N186_RS09435,N186_RS09435,-,-,-,-,50S ribosomal protein L40e,protein-coding,-,-,-,50S ribosomal protein L40e,20200829,-
1365176,41583947,N186_RS09440,N186_RS09440,N186_02470,-,-,-,type II toxin-antitoxin system HicB family antitoxin,protein-coding,-,-,-,type II toxin-antitoxin system HicB family antitoxin,20200829,-
1365176,41583948,N186_RS09445,N186_RS09445,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583949,ffs,N186_RS09450,-,-,-,-,-,ncRNA,-,-,-,-,20200829,-
1365176,41583950,N186_RS09455,N186_RS09455,-,-,-,-,50S ribosomal protein L37e,protein-coding,-,-,-,50S ribosomal protein L37e,20201217,-
1365176,41583951,N186_RS09460,N186_RS09460,-,-,-,-,30S ribosomal protein S27ae,protein-coding,-,-,-,30S ribosomal protein S27ae,20200829,-
1365176,41583952,N186_RS09465,N186_RS09465,-,-,-,-,DUF359 domain-containing protein,protein-coding,-,-,-,DUF359 domain-containing protein,20201217,-
1365176,41583953,N186_RS09470,N186_RS09470,-,-,-,-,pseudouridine-5'-phosphate glycosidase,protein-coding,-,-,-,pseudouridine-5'-phosphate glycosidase,20201217,-
1365176,41583954,N186_RS09475,N186_RS09475,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583955,N186_RS09480,N186_RS09480,-,-,-,-,50S ribosomal protein L34e,protein-coding,-,-,-,50S ribosomal protein L34e,20201217,-
1365176,41583956,N186_RS09485,N186_RS09485,-,-,-,-,RNA-protein complex protein Nop10,protein-coding,-,-,-,RNA-protein complex protein Nop10,20200829,-
1365176,41583957,N186_RS09490,N186_RS09490,-,-,-,-,30S ribosomal protein S27e,protein-coding,-,-,-,30S ribosomal protein S27e,20200829,-
1365176,41583958,N186_RS09495,N186_RS09495,-,-,-,-,DUF1610 domain-containing protein,protein-coding,-,-,-,DUF1610 domain-containing protein,20200829,-
1365176,41583960,N186_RS09505,N186_RS09505,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,41583961,N186_RS09510,N186_RS09510,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583962,N186_RS09515,N186_RS09515,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583963,N186_RS09520,N186_RS09520,-,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,41583964,N186_RS09525,N186_RS09525,N186_05555,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,41583965,N186_RS09530,N186_RS09530,N186_06560,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201026,-
1365176,41583966,N186_RS09535,N186_RS09535,-,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20201217,-
1365176,41583967,N186_RS09540,N186_RS09540,N186_07835,-,-,-,type II toxin-antitoxin system HicA family toxin,protein-coding,-,-,-,type II toxin-antitoxin system HicA family toxin,20200829,-
1365176,41583968,N186_RS09545,N186_RS09545,-,-,-,-,DUF433 domain-containing protein,protein-coding,-,-,-,DUF433 domain-containing protein,20201217,-
1365176,41583969,N186_RS09550,N186_RS09550,N186_07905,-,-,-,DUF2283 domain-containing protein,protein-coding,-,-,-,DUF2283 domain-containing protein,20201026,-
1365176,41583971,N186_RS09560,N186_RS09560,-,-,-,-,type II toxin-antitoxin system HicA family toxin,protein-coding,-,-,-,type II toxin-antitoxin system HicA family toxin,20200829,-
1365176,41583972,N186_RS09565,N186_RS09565,N186_08245,-,-,-,DUF86 domain-containing protein,protein-coding,-,-,-,DUF86 domain-containing protein,20201217,-
1365176,41583973,N186_RS09570,N186_RS09570,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
1365176,41583974,N186_RS09575,N186_RS09575,N186_08590,-,-,-,DUF4428 domain-containing protein,protein-coding,-,-,-,DUF4428 domain-containing protein,20200829,-
1365176,41583975,N186_RS09580,N186_RS09580,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,41583977,N186_RS09590,N186_RS09590,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
1365176,41583978,N186_RS09595,N186_RS09595,-,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20201217,-
1365176,41583980,N186_RS09605,N186_RS09605,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
1365176,41583981,N186_RS09610,N186_RS09610,-,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20201217,-
1365176,41583982,N186_RS09615,N186_RS09615,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787902,N186_RS09620,N186_RS09620,N186_00365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787903,N186_RS09625,N186_RS09625,N186_00520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,58787904,N186_RS09630,N186_RS09630,N186_00850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787905,N186_RS09635,N186_RS09635,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
1365176,58787906,N186_RS09640,N186_RS09640,N186_01155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787907,N186_RS09645,N186_RS09645,N186_01360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,58787908,N186_RS09650,N186_RS09650,N186_01705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787909,N186_RS09655,N186_RS09655,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787910,N186_RS09660,N186_RS09660,N186_02615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787911,tfb,N186_RS09665,-,-,-,-,-,pseudo,-,-,-,-,20200829,-
1365176,58787912,N186_RS09670,N186_RS09670,N186_03120,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,58787913,N186_RS09675,N186_RS09675,N186_03295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787914,N186_RS09680,N186_RS09680,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787915,N186_RS09685,N186_RS09685,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787916,N186_RS09690,N186_RS09690,N186_03900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787917,N186_RS09695,N186_RS09695,N186_03990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787918,N186_RS09700,N186_RS09700,N186_04005,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787919,N186_RS09705,N186_RS09705,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787920,N186_RS09710,N186_RS09710,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,58787921,N186_RS09715,N186_RS09715,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787922,N186_RS09720,N186_RS09720,-,-,-,-,-,tRNA,-,-,-,-,20200829,-
1365176,58787923,N186_RS09725,N186_RS09725,N186_05715,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
1365176,58787924,N186_RS09730,N186_RS09730,N186_05915,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
1365176,58787925,N186_RS09735,N186_RS09735,N186_06040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
