#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1324617,52325162,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene (Burkholderia aspalathi.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20200408,-
1324617,64454500,BM438_RS42720,BM438_RS42720,SAMN05192563_105717,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64454501,BM438_RS42725,BM438_RS42725,SAMN05192563_105718,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64454502,BM438_RS42730,BM438_RS42730,SAMN05192563_105719,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454503,BM438_RS42735,BM438_RS42735,SAMN05192563_105720,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210430,-
1324617,64454504,BM438_RS42740,BM438_RS42740,SAMN05192563_105721,-,-,-,TauD/TfdA family dioxygenase,protein-coding,-,-,-,TauD/TfdA family dioxygenase,20210430,-
1324617,64454505,BM438_RS42750,BM438_RS42750,SAMN05192563_105722,-,-,-,NAD-binding protein,protein-coding,-,-,-,NAD-binding protein,20210430,-
1324617,64454506,BM438_RS42755,BM438_RS42755,SAMN05192563_105723,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454507,BM438_RS42760,BM438_RS42760,SAMN05192563_105724,-,-,-,acyclic terpene utilization AtuA family protein,protein-coding,-,-,-,acyclic terpene utilization AtuA family protein,20210430,-
1324617,64454508,BM438_RS42765,BM438_RS42765,SAMN05192563_105725,-,-,-,DUF4387 domain-containing protein,protein-coding,-,-,-,DUF4387 domain-containing protein,20210430,-
1324617,64454509,BM438_RS42770,BM438_RS42770,SAMN05192563_105726,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454510,BM438_RS42775,BM438_RS42775,SAMN05192563_105727,-,-,-,aldehyde dehydrogenase,protein-coding,-,-,-,aldehyde dehydrogenase,20210430,-
1324617,64454511,BM438_RS42780,BM438_RS42780,SAMN05192563_105728,-,-,-,NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)-dependent oxidoreductase,20210430,-
1324617,64454512,BM438_RS42785,BM438_RS42785,SAMN05192563_105729,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454513,BM438_RS42795,BM438_RS42795,SAMN05192563_105731,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454514,BM438_RS42800,BM438_RS42800,SAMN05192563_105732,-,-,-,amidohydrolase family protein,protein-coding,-,-,-,amidohydrolase family protein,20210430,-
1324617,64454515,BM438_RS42805,BM438_RS42805,SAMN05192563_105733,-,-,-,acyl-CoA synthetase,protein-coding,-,-,-,acyl-CoA synthetase,20210429,-
1324617,64454516,BM438_RS42810,BM438_RS42810,SAMN05192563_105734,-,-,-,acyl-CoA dehydrogenase,protein-coding,-,-,-,acyl-CoA dehydrogenase,20210430,-
1324617,64454517,BM438_RS42820,BM438_RS42820,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454518,BM438_RS42835,BM438_RS42835,SAMN05192563_10586,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210430,-
1324617,64454519,BM438_RS42840,BM438_RS42840,SAMN05192563_10587,-,-,-,alpha/beta fold hydrolase,protein-coding,-,-,-,alpha/beta fold hydrolase,20210430,-
1324617,64454520,BM438_RS42845,BM438_RS42845,SAMN05192563_10588,-,-,-,NmrA family NAD(P)-binding protein,protein-coding,-,-,-,NmrA family NAD(P)-binding protein,20210430,-
1324617,64454521,BM438_RS42850,BM438_RS42850,SAMN05192563_10589,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454522,BM438_RS42855,BM438_RS42855,SAMN05192563_105810,-,-,-,MarR family transcriptional regulator,protein-coding,-,-,-,MarR family transcriptional regulator,20210430,-
1324617,64454523,BM438_RS42860,BM438_RS42860,SAMN05192563_105811,-,-,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20210430,-
1324617,64454524,BM438_RS42865,BM438_RS42865,SAMN05192563_105812,-,-,-,efflux RND transporter permease subunit,protein-coding,-,-,-,efflux RND transporter permease subunit,20210430,-
1324617,64454525,BM438_RS42870,BM438_RS42870,SAMN05192563_105813,-,-,-,efflux RND transporter periplasmic adaptor subunit,protein-coding,-,-,-,efflux RND transporter periplasmic adaptor subunit,20210430,-
1324617,64454526,BM438_RS42875,BM438_RS42875,SAMN05192563_105814,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64454527,BM438_RS42880,BM438_RS42880,SAMN05192563_105815,-,-,-,TolC family protein,protein-coding,-,-,-,TolC family protein,20210430,-
1324617,64454528,BM438_RS42885,BM438_RS42885,SAMN05192563_105816,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454529,BM438_RS42890,BM438_RS42890,SAMN05192563_105817,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454530,BM438_RS42895,BM438_RS42895,SAMN05192563_105818,-,-,-,lytic transglycosylase domain-containing protein,protein-coding,-,-,-,lytic transglycosylase domain-containing protein,20210430,-
1324617,64454531,BM438_RS42900,BM438_RS42900,SAMN05192563_105819,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454532,BM438_RS42905,BM438_RS42905,SAMN05192563_105820,-,-,-,RidA family protein,protein-coding,-,-,-,RidA family protein,20210430,-
1324617,64454533,BM438_RS42910,BM438_RS42910,SAMN05192563_105821,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210430,-
1324617,64454534,BM438_RS42915,BM438_RS42915,SAMN05192563_105822,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210430,-
1324617,64454535,BM438_RS42920,BM438_RS42920,SAMN05192563_105823,-,-,-,(2Fe-2S)-binding protein,protein-coding,-,-,-,(2Fe-2S)-binding protein,20210430,-
1324617,64454536,BM438_RS42925,BM438_RS42925,SAMN05192563_105824,-,-,-,FAD-binding oxidoreductase,protein-coding,-,-,-,FAD-binding oxidoreductase,20210430,-
1324617,64454537,BM438_RS42930,BM438_RS42930,SAMN05192563_105825,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454538,BM438_RS42935,BM438_RS42935,SAMN05192563_105826,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454539,BM438_RS42940,BM438_RS42940,SAMN05192563_105827,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210430,-
1324617,64454540,BM438_RS42945,BM438_RS42945,SAMN05192563_105828,-,-,-,polyamine ABC transporter substrate-binding protein,protein-coding,-,-,-,polyamine ABC transporter substrate-binding protein,20210430,-
1324617,64454541,BM438_RS42950,BM438_RS42950,SAMN05192563_105829,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454542,BM438_RS42955,BM438_RS42955,SAMN05192563_105830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454543,BM438_RS42960,BM438_RS42960,-,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64454544,BM438_RS42965,BM438_RS42965,SAMN05192563_105831,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210430,-
1324617,64454545,BM438_RS42970,BM438_RS42970,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454546,BM438_RS42975,BM438_RS42975,SAMN05192563_10591,-,-,-,response regulator transcription factor,protein-coding,-,-,-,response regulator transcription factor,20210430,-
1324617,64454547,BM438_RS42985,BM438_RS42985,SAMN05192563_10592,-,-,-,GAF domain-containing protein,protein-coding,-,-,-,GAF domain-containing protein,20210430,-
1324617,64454548,BM438_RS42990,BM438_RS42990,SAMN05192563_10593,-,-,-,glutathione S-transferase C-terminal domain-containing protein,protein-coding,-,-,-,glutathione S-transferase C-terminal domain-containing protein,20210430,-
1324617,64454549,BM438_RS42995,BM438_RS42995,SAMN05192563_10594,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454550,BM438_RS43005,BM438_RS43005,SAMN05192563_10596,-,-,-,alpha-hydroxy-acid oxidizing protein,protein-coding,-,-,-,alpha-hydroxy-acid oxidizing protein,20210430,-
1324617,64454551,BM438_RS43010,BM438_RS43010,SAMN05192563_10597,-,-,-,TauD/TfdA family dioxygenase,protein-coding,-,-,-,TauD/TfdA family dioxygenase,20210430,-
1324617,64454552,BM438_RS43015,BM438_RS43015,SAMN05192563_10598,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210429,-
1324617,64454553,BM438_RS43020,BM438_RS43020,SAMN05192563_10599,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454554,BM438_RS43025,BM438_RS43025,SAMN05192563_105910,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454555,BM438_RS43030,BM438_RS43030,SAMN05192563_105911,-,-,-,NAD(P)-binding domain-containing protein,protein-coding,-,-,-,NAD(P)-binding domain-containing protein,20210430,-
1324617,64454556,BM438_RS43035,BM438_RS43035,SAMN05192563_105912,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454557,BM438_RS43040,BM438_RS43040,SAMN05192563_105913,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20210430,-
1324617,64454558,BM438_RS43045,BM438_RS43045,SAMN05192563_105914,-,-,-,MHS family MFS transporter,protein-coding,-,-,-,MHS family MFS transporter,20210430,-
1324617,64454559,BM438_RS43050,BM438_RS43050,SAMN05192563_105915,-,-,-,SMP-30/gluconolactonase/LRE family protein,protein-coding,-,-,-,SMP-30/gluconolactonase/LRE family protein,20210430,-
1324617,64454560,BM438_RS43055,BM438_RS43055,SAMN05192563_105916,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454561,BM438_RS43060,BM438_RS43060,SAMN05192563_105917,-,-,-,AMP-binding protein,protein-coding,-,-,-,AMP-binding protein,20210430,-
1324617,64454562,BM438_RS43070,BM438_RS43070,SAMN05192563_105918,-,-,-,TetR/AcrR family transcriptional regulator,protein-coding,-,-,-,TetR/AcrR family transcriptional regulator,20210430,-
1324617,64454563,BM438_RS43075,BM438_RS43075,SAMN05192563_105919,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210430,-
1324617,64454564,BM438_RS43080,BM438_RS43080,SAMN05192563_105920,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454565,BM438_RS43085,BM438_RS43085,SAMN05192563_105922,-,-,-,IS3 family transposase,protein-coding,-,-,-,IS3 family transposase,20210430,-
1324617,64454566,BM438_RS43095,BM438_RS43095,SAMN05192563_105923,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454567,BM438_RS43105,BM438_RS43105,SAMN05192563_105924,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454568,BM438_RS43110,BM438_RS43110,SAMN05192563_105925,-,-,-,transposase,protein-coding,-,-,-,transposase,20210430,-
1324617,64454569,BM438_RS43115,BM438_RS43115,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454570,BM438_RS43120,BM438_RS43120,SAMN05192563_105927,-,-,-,conjugal transfer protein TraG,protein-coding,-,-,-,conjugal transfer protein TraG,20210430,-
1324617,64454571,BM438_RS43125,BM438_RS43125,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454572,BM438_RS43130,BM438_RS43130,SAMN05192563_105929,-,-,-,ammonium transporter,protein-coding,-,-,-,ammonium transporter,20210430,-
1324617,64454573,BM438_RS43135,BM438_RS43135,SAMN05192563_10601,-,-,-,ammonium transporter,protein-coding,-,-,-,ammonium transporter,20210430,-
1324617,64454574,BM438_RS43140,BM438_RS43140,SAMN05192563_10602,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454575,BM438_RS43145,BM438_RS43145,SAMN05192563_10603,-,-,-,EAL domain-containing protein,protein-coding,-,-,-,EAL domain-containing protein,20210430,-
1324617,64454576,BM438_RS43150,BM438_RS43150,SAMN05192563_10604,-,-,-,D-2-hydroxyacid dehydrogenase family protein,protein-coding,-,-,-,D-2-hydroxyacid dehydrogenase family protein,20210430,-
1324617,64454577,BM438_RS43155,BM438_RS43155,SAMN05192563_10605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454578,BM438_RS43160,BM438_RS43160,SAMN05192563_10606,-,-,-,TetR family transcriptional regulator C-terminal domain-containing protein,protein-coding,-,-,-,TetR family transcriptional regulator C-terminal domain-containing protein,20210430,-
1324617,64454579,BM438_RS43165,BM438_RS43165,SAMN05192563_10607,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454580,BM438_RS43170,BM438_RS43170,SAMN05192563_10608,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210430,-
1324617,64454581,BM438_RS43175,BM438_RS43175,SAMN05192563_10609,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210429,-
1324617,64454582,BM438_RS43180,BM438_RS43180,SAMN05192563_106010,-,-,-,zinc-dependent alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-dependent alcohol dehydrogenase family protein,20210430,-
1324617,64454583,BM438_RS43185,BM438_RS43185,SAMN05192563_106011,-,-,-,alkene reductase,protein-coding,-,-,-,alkene reductase,20210430,-
1324617,64454584,BM438_RS43190,BM438_RS43190,SAMN05192563_106012,-,-,-,nuclear transport factor 2 family protein,protein-coding,-,-,-,nuclear transport factor 2 family protein,20210430,-
1324617,64454585,BM438_RS43195,BM438_RS43195,SAMN05192563_106013,-,-,-,SDR family NAD(P)-dependent oxidoreductase,protein-coding,-,-,-,SDR family NAD(P)-dependent oxidoreductase,20210430,-
1324617,64454586,BM438_RS43200,BM438_RS43200,SAMN05192563_106014,-,-,-,AraC family transcriptional regulator,protein-coding,-,-,-,AraC family transcriptional regulator,20210430,-
1324617,64454587,BM438_RS43205,BM438_RS43205,SAMN05192563_106015,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,protein-coding,-,-,-,electron transfer flavoprotein subunit beta/FixA family protein,20210430,-
1324617,64454588,BM438_RS43210,BM438_RS43210,SAMN05192563_106016,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20210430,-
1324617,64454589,BM438_RS43215,BM438_RS43215,SAMN05192563_106017,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210430,-
1324617,64454590,BM438_RS43220,BM438_RS43220,SAMN05192563_106018,-,-,-,3-hydroxybutyryl-CoA dehydrogenase,protein-coding,-,-,-,3-hydroxybutyryl-CoA dehydrogenase,20210430,-
1324617,64454591,BM438_RS43225,BM438_RS43225,-,-,-,-,pseudo,pseudo,-,-,-,-,20210429,-
1324617,64454592,BM438_RS43230,BM438_RS43230,SAMN05192563_106020,-,-,-,SDR family oxidoreductase,protein-coding,-,-,-,SDR family oxidoreductase,20210430,-
1324617,64454593,BM438_RS43235,BM438_RS43235,SAMN05192563_106021,-,-,-,extracellular solute-binding protein,protein-coding,-,-,-,extracellular solute-binding protein,20210430,-
1324617,64454594,BM438_RS43240,BM438_RS43240,SAMN05192563_106022,-,-,-,porin,protein-coding,-,-,-,porin,20210430,-
1324617,64454595,BM438_RS43245,BM438_RS43245,SAMN05192563_106023,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210430,-
1324617,64454596,BM438_RS43250,BM438_RS43250,SAMN05192563_106024,-,-,-,OmpA family protein,protein-coding,-,-,-,OmpA family protein,20210430,-
1324617,64454597,BM438_RS43255,BM438_RS43255,SAMN05192563_106025,-,-,-,MotA/TolQ/ExbB proton channel family protein,protein-coding,-,-,-,MotA/TolQ/ExbB proton channel family protein,20210429,-
1324617,64454598,BM438_RS43260,BM438_RS43260,SAMN05192563_10612,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454599,BM438_RS43265,BM438_RS43265,SAMN05192563_10613,-,-,-,FUSC family protein,protein-coding,-,-,-,FUSC family protein,20210430,-
1324617,64454600,BM438_RS43270,BM438_RS43270,SAMN05192563_10614,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454601,BM438_RS43275,BM438_RS43275,SAMN05192563_10615,-,-,-,acetyl-CoA hydrolase/transferase family protein,protein-coding,-,-,-,acetyl-CoA hydrolase/transferase family protein,20210430,-
1324617,64454602,BM438_RS43280,BM438_RS43280,SAMN05192563_10616,-,-,-,GlsB/YeaQ/YmgE family stress response membrane protein,protein-coding,-,-,-,GlsB/YeaQ/YmgE family stress response membrane protein,20210430,-
1324617,64454603,BM438_RS43285,BM438_RS43285,SAMN05192563_10617,-,-,-,MgtC/SapB family protein,protein-coding,-,-,-,MgtC/SapB family protein,20210430,-
1324617,64454604,BM438_RS43290,BM438_RS43290,SAMN05192563_10618,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454605,BM438_RS43295,BM438_RS43295,SAMN05192563_10619,-,-,-,metallophosphoesterase,protein-coding,-,-,-,metallophosphoesterase,20210430,-
1324617,64454606,BM438_RS43300,BM438_RS43300,SAMN05192563_106110,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210429,-
1324617,64454607,BM438_RS43305,BM438_RS43305,SAMN05192563_106111,-,-,-,malonic semialdehyde reductase,protein-coding,-,-,-,malonic semialdehyde reductase,20210430,-
1324617,64454608,BM438_RS43310,BM438_RS43310,SAMN05192563_106112,-,-,-,alpha-ketoglutarate-dependent dioxygenase AlkB,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase AlkB,20210430,-
1324617,64454609,BM438_RS43315,BM438_RS43315,SAMN05192563_106113,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210430,-
1324617,64454610,BM438_RS43320,BM438_RS43320,SAMN05192563_106114,-,-,-,sugar ABC transporter ATP-binding protein,protein-coding,-,-,-,sugar ABC transporter ATP-binding protein,20210430,-
1324617,64454611,BM438_RS43325,BM438_RS43325,SAMN05192563_106115,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210430,-
1324617,64454612,yjfF,BM438_RS43330,SAMN05192563_106116,-,-,-,sugar ABC transporter permease YjfF,protein-coding,-,-,-,sugar ABC transporter permease YjfF,20210430,-
1324617,64454613,BM438_RS43335,BM438_RS43335,SAMN05192563_106117,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210429,-
1324617,64454614,BM438_RS43340,BM438_RS43340,SAMN05192563_106118,-,-,-,putative hydro-lyase,protein-coding,-,-,-,putative hydro-lyase,20210430,-
1324617,64454615,BM438_RS43345,BM438_RS43345,SAMN05192563_106119,-,-,-,LysR family transcriptional regulator,protein-coding,-,-,-,LysR family transcriptional regulator,20210430,-
1324617,64454616,mdcH,BM438_RS43350,SAMN05192563_106120,-,-,-,malonate decarboxylase subunit epsilon,protein-coding,-,-,-,malonate decarboxylase subunit epsilon,20210430,-
1324617,64454617,BM438_RS43355,BM438_RS43355,SAMN05192563_106121,-,-,-,malonate decarboxylase holo-ACP synthase,protein-coding,-,-,-,malonate decarboxylase holo-ACP synthase,20210430,-
