#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1485682,25257867,DI09_100p10,DI09_100p10,-,-,Unknown,-,tectonin beta-propeller repeat-containing protein 1,protein-coding,-,-,-,tectonin beta-propeller repeat-containing protein 1,20200318,-
1485682,25261008,DI09_8p10,DI09_8p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261009,DI09_8p100,DI09_8p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261010,DI09_8p110,DI09_8p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261011,DI09_8p120,DI09_8p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261012,DI09_8p130,DI09_8p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261013,DI09_8p140,DI09_8p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261014,DI09_8p150,DI09_8p150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261015,DI09_8p160,DI09_8p160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261016,DI09_8p170,DI09_8p170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261017,DI09_8p180,DI09_8p180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261018,DI09_8p190,DI09_8p190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261019,DI09_8p20,DI09_8p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261020,DI09_8p200,DI09_8p200,-,-,Unknown,-,ubiquitin-activating enzyme E1,protein-coding,-,-,-,ubiquitin-activating enzyme E1,20200318,-
1485682,25261021,DI09_8p210,DI09_8p210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261022,DI09_8p220,DI09_8p220,-,-,Unknown,-,chromosome transmission fidelity protein,protein-coding,-,-,-,chromosome transmission fidelity protein,20200318,-
1485682,25261023,DI09_8p230,DI09_8p230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261024,DI09_8p240,DI09_8p240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261025,DI09_8p250,DI09_8p250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261026,DI09_8p260,DI09_8p260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261027,DI09_8p270,DI09_8p270,-,-,Unknown,-,tRNA dimethylallyltransferase,protein-coding,-,-,-,tRNA dimethylallyltransferase,20200318,-
1485682,25261028,DI09_8p280,DI09_8p280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261029,DI09_8p290,DI09_8p290,-,-,Unknown,-,eukaryotic translation initiation factor 2-alpha kinase,protein-coding,-,-,-,eukaryotic translation initiation factor 2-alpha kinase,20200318,-
1485682,25261030,DI09_8p30,DI09_8p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261031,DI09_8p300,DI09_8p300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261032,DI09_8p310,DI09_8p310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261033,DI09_8p320,DI09_8p320,-,-,Unknown,-,60S ribosomal protein L5-2,protein-coding,-,-,-,60S ribosomal protein L5-2,20200318,-
1485682,25261034,DI09_8p330,DI09_8p330,-,-,Unknown,-,ATP-dependent Clp protease ATP-binding subunit ClpB,protein-coding,-,-,-,ATP-dependent Clp protease ATP-binding subunit ClpB,20200318,-
1485682,25261035,DI09_8p340,DI09_8p340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261036,DI09_8p350,DI09_8p350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261037,DI09_8p360,DI09_8p360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261038,DI09_8p370,DI09_8p370,-,-,Unknown,-,ubiquinone biosynthesis O-methyltransferase,protein-coding,-,-,-,ubiquinone biosynthesis O-methyltransferase,20200318,-
1485682,25261039,DI09_8p380,DI09_8p380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261040,DI09_8p390,DI09_8p390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261041,DI09_8p40,DI09_8p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261042,DI09_8p400,DI09_8p400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261043,DI09_8p410,DI09_8p410,-,-,Unknown,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20200318,-
1485682,25261044,DI09_8p420,DI09_8p420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261045,DI09_8p430,DI09_8p430,-,-,Unknown,-,subunit 3 of prefoldin,protein-coding,-,-,-,subunit 3 of prefoldin,20200318,-
1485682,25261046,DI09_8p440,DI09_8p440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261047,DI09_8p450,DI09_8p450,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261048,DI09_8p50,DI09_8p50,-,-,Unknown,-,YhgE/Pip-like protein,protein-coding,-,-,-,YhgE/Pip-like protein,20200318,-
1485682,25261049,DI09_8p60,DI09_8p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261050,DI09_8p70,DI09_8p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261051,DI09_8p80,DI09_8p80,-,-,Unknown,-,CAMK/CAMKL/KIN1 protein kinase,protein-coding,-,-,-,CAMK/CAMKL/KIN1 protein kinase,20200318,-
1485682,25261052,DI09_8p90,DI09_8p90,-,-,Unknown,-,ribosomal RNA large subunit methyltransferase E,protein-coding,-,-,-,ribosomal RNA large subunit methyltransferase E,20200318,-
1485682,25261053,DI09_90p10,DI09_90p10,-,-,Unknown,-,Tap1 protein,protein-coding,-,-,-,Tap1 protein,20200318,-
1485682,25261054,DI09_90p100,DI09_90p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261055,DI09_90p110,DI09_90p110,-,-,Unknown,-,tRNA nucleotidyltransferase,protein-coding,-,-,-,tRNA nucleotidyltransferase,20200318,-
1485682,25261056,DI09_90p120,DI09_90p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261057,DI09_90p130,DI09_90p130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261058,DI09_90p140,DI09_90p140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261059,DI09_90p20,DI09_90p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261060,DI09_90p30,DI09_90p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261061,DI09_90p40,DI09_90p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261062,DI09_90p50,DI09_90p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261063,DI09_90p60,DI09_90p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261064,DI09_90p70,DI09_90p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261065,DI09_90p80,DI09_90p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261066,DI09_90p90,DI09_90p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261067,DI09_91p10,DI09_91p10,-,-,Unknown,-,DNA polymerase,protein-coding,-,-,-,DNA polymerase,20200318,-
1485682,25261068,DI09_91p20,DI09_91p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261069,DI09_91p30,DI09_91p30,-,-,Unknown,-,RFX DNA-binding domain-containing protein,protein-coding,-,-,-,RFX DNA-binding domain-containing protein,20200318,-
1485682,25261070,DI09_91p40,DI09_91p40,-,-,Unknown,-,nucleolar GTP-binding protein 1,protein-coding,-,-,-,nucleolar GTP-binding protein 1,20200318,-
1485682,25261071,DI09_91p50,DI09_91p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261072,DI09_91p60,DI09_91p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261073,DI09_91p70,DI09_91p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261074,DI09_91p80,DI09_91p80,-,-,Unknown,-,Dim1p-like protein,protein-coding,-,-,-,Dim1p-like protein,20200318,-
1485682,25261075,DI09_92p10,DI09_92p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261076,DI09_92p100,DI09_92p100,-,-,Unknown,-,bromodomain-containing protein,protein-coding,-,-,-,bromodomain-containing protein,20200318,-
1485682,25261077,DI09_92p110,DI09_92p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261078,DI09_92p120,DI09_92p120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261079,DI09_92p20,DI09_92p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261080,DI09_92p30,DI09_92p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261081,DI09_92p40,DI09_92p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261082,DI09_92p50,DI09_92p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261083,DI09_92p60,DI09_92p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261084,DI09_92p70,DI09_92p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261085,DI09_92p80,DI09_92p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261086,DI09_92p90,DI09_92p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261087,DI09_93p10,DI09_93p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261088,DI09_93p100,DI09_93p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261089,DI09_93p110,DI09_93p110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261090,DI09_93p120,DI09_93p120,-,-,Unknown,-,"3',5'-cyclic-nucleotide phosphodiesterase",protein-coding,-,-,-,"3',5'-cyclic-nucleotide phosphodiesterase",20200318,-
1485682,25261091,DI09_93p130,DI09_93p130,-,-,Unknown,-,heme oxygenase 1,protein-coding,-,-,-,heme oxygenase 1,20200318,-
1485682,25261092,DI09_93p20,DI09_93p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261093,DI09_93p30,DI09_93p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261094,DI09_93p40,DI09_93p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261095,DI09_93p50,DI09_93p50,-,-,Unknown,-,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,protein-coding,-,-,-,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,20200318,-
1485682,25261096,DI09_93p60,DI09_93p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261097,DI09_93p70,DI09_93p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261098,DI09_93p80,DI09_93p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261099,DI09_93p90,DI09_93p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261100,DI09_94p10,DI09_94p10,-,-,Unknown,-,E1 component of oxoglutarate dehydrogenase,protein-coding,-,-,-,E1 component of oxoglutarate dehydrogenase,20200318,-
1485682,25261101,DI09_94p20,DI09_94p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261102,DI09_94p30,DI09_94p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261103,DI09_94p40,DI09_94p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261104,DI09_94p50,DI09_94p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261105,DI09_94p60,DI09_94p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261106,DI09_94p70,DI09_94p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261107,DI09_94p80,DI09_94p80,-,-,Unknown,-,DJ-1/PfpI family protein,protein-coding,-,-,-,DJ-1/PfpI family protein,20200318,-
1485682,25261108,DI09_95p10,DI09_95p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261109,DI09_95p100,DI09_95p100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261110,DI09_95p20,DI09_95p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261111,DI09_95p30,DI09_95p30,-,-,Unknown,-,succinyl-CoA:3-ketoacid-coenzyme A transferase,protein-coding,-,-,-,succinyl-CoA:3-ketoacid-coenzyme A transferase,20200318,-
1485682,25261112,DI09_95p40,DI09_95p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261113,DI09_95p50,DI09_95p50,-,-,Unknown,-,phosphatidylglycerol/phosphatidylinositol transfer protein,protein-coding,-,-,-,phosphatidylglycerol/phosphatidylinositol transfer protein,20200318,-
1485682,25261114,DI09_95p60,DI09_95p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261115,DI09_95p70,DI09_95p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261116,DI09_95p80,DI09_95p80,-,-,Unknown,-,HAD family hydrolase,protein-coding,-,-,-,HAD family hydrolase,20200318,-
1485682,25261117,DI09_95p90,DI09_95p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261118,DI09_96p10,DI09_96p10,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261119,DI09_96p100,DI09_96p100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261120,DI09_96p20,DI09_96p20,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261121,DI09_96p30,DI09_96p30,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261122,DI09_96p40,DI09_96p40,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261123,DI09_96p50,DI09_96p50,-,-,Unknown,-,adenylyl cyclase-associated protein,protein-coding,-,-,-,adenylyl cyclase-associated protein,20200318,-
1485682,25261124,DI09_96p60,DI09_96p60,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261125,DI09_96p70,DI09_96p70,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261126,DI09_96p80,DI09_96p80,-,-,Unknown,-,mitochondrial isovaleryl-CoA dehydrogenase,protein-coding,-,-,-,mitochondrial isovaleryl-CoA dehydrogenase,20200318,-
1485682,25261127,DI09_96p90,DI09_96p90,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261128,DI09_97p10,DI09_97p10,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261129,DI09_97p20,DI09_97p20,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261130,DI09_97p30,DI09_97p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261131,DI09_97p40,DI09_97p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261132,DI09_97p50,DI09_97p50,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261133,DI09_97p60,DI09_97p60,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261134,DI09_97p70,DI09_97p70,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261135,DI09_97p80,DI09_97p80,-,-,Unknown,-,acyl-coenzyme A oxidase,protein-coding,-,-,-,acyl-coenzyme A oxidase,20200318,-
1485682,25261136,DI09_97p90,DI09_97p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261137,DI09_98p10,DI09_98p10,-,-,Unknown,-,Structural maintenance of chromosomes protein,protein-coding,-,-,-,Structural maintenance of chromosomes protein,20200318,-
1485682,25261138,DI09_98p20,DI09_98p20,-,-,Unknown,-,Sec7 domain-containing protein,protein-coding,-,-,-,Sec7 domain-containing protein,20200318,-
1485682,25261139,DI09_98p30,DI09_98p30,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261140,DI09_98p40,DI09_98p40,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261141,DI09_98p50,DI09_98p50,-,-,Unknown,-,DNA replication licensing factor Mcm6-B,protein-coding,-,-,-,DNA replication licensing factor Mcm6-B,20200318,-
1485682,25261142,DI09_98p60,DI09_98p60,-,-,Unknown,-,subtilisin,protein-coding,-,-,-,subtilisin,20200318,-
1485682,25261143,DI09_98p70,DI09_98p70,-,-,Unknown,-,NifU-like mitochondrial iron-sulfur cluster protein,protein-coding,-,-,-,NifU-like mitochondrial iron-sulfur cluster protein,20200318,-
1485682,25261144,DI09_98p80,DI09_98p80,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261145,DI09_98p90,DI09_98p90,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200318,-
1485682,25261146,DI09_99p10,DI09_99p10,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261147,DI09_99p100,DI09_99p100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261148,DI09_99p110,DI09_99p110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261149,DI09_99p120,DI09_99p120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261150,DI09_99p130,DI09_99p130,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261151,DI09_99p20,DI09_99p20,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261152,DI09_99p30,DI09_99p30,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261153,DI09_99p40,DI09_99p40,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261154,DI09_99p50,DI09_99p50,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
1485682,25261155,DI09_99p60,DI09_99p60,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200318,-
