#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
185431,2828229,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Trypanosoma brucei TREU927; Trypanosoma brucei brucei strain 927/4 GUTat10.1; Trypanosoma brucei strain TREU927).,other,-,-,-,-,20200224,-
185431,3664898,Tb11.02.3010,Tb11.02.3010,-,-,11,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3664899,Tb11.02.3020,Tb11.02.3020,-,-,11,-,"sugar transporter, putative",protein-coding,-,-,-,"sugar transporter, putative",20200919,-
185431,3664900,Tb11.02.3040,Tb11.02.3040,-,-,11,-,"aldo/keto reductase, putative",protein-coding,-,-,-,"aldo/keto reductase, putative",20200919,-
185431,3664901,Tb11.02.3050,Tb11.02.3050,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664902,Tb11.02.3060,Tb11.02.3060,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664903,Tb11.02.3065,Tb11.02.3065,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664904,Tb11.02.3070,Tb11.02.3070,-,-,11,-,signal recognition particle 54 kDa,protein-coding,-,-,-,signal recognition particle 54 kDa,20200919,-
185431,3664905,Tb11.02.3080,Tb11.02.3080,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664906,Tb11.02.3100,Tb11.02.3100,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664907,Tb11.02.2430,Tb11.02.2430,-,-,11,-,"60S ribosomal protein L17, putative",protein-coding,-,-,-,"60S ribosomal protein L17, putative",20200923,-
185431,3664908,Tb11.02.2440,Tb11.02.2440,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664909,Tb11.02.2450,Tb11.02.2450,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664910,Tb11.02.2460,Tb11.02.2460,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664911,Tb11.02.2470,Tb11.02.2470,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664912,Tb11.02.2480,Tb11.02.2480,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664913,Tb11.02.2490,Tb11.02.2490,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664914,Tb11.02.2500,Tb11.02.2500,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664915,Tb11.02.2510,Tb11.02.2510,-,-,11,-,guanine nucleotide-binding subunit beta-like protein,protein-coding,-,-,-,guanine nucleotide-binding subunit beta-like protein,20200919,-
185431,3664916,Tb11.02.2520,Tb11.02.2520,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664917,Tb11.02.2530,Tb11.02.2530,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664918,Tb11.02.2540,Tb11.02.2540,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664919,Tb11.02.2550,Tb11.02.2550,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664920,Tb11.02.2560,Tb11.02.2560,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664921,Tb11.02.1210,Tb11.02.1210,-,-,11,-,"leucyl-tRNA synthetase, putative",protein-coding,-,-,-,"leucyl-tRNA synthetase, putative",20200919,-
185431,3664922,Tb11.02.1220,Tb11.02.1220,-,-,11,-,proteasome regulatory ATPase subunit 2,protein-coding,-,-,-,proteasome regulatory ATPase subunit 2,20200919,-
185431,3664923,Tb11.02.1230,Tb11.02.1230,-,-,11,-,"NADH-cytochrome b5 reductase, putative",protein-coding,-,-,-,"NADH-cytochrome b5 reductase, putative",20200919,-
185431,3664924,Tb11.02.1240,Tb11.02.1240,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664925,Tb11.02.1260,Tb11.02.1260,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664926,Tb11.02.1280,Tb11.02.1280,-,-,11,-,subtilisin-like serine peptidase,protein-coding,-,-,-,subtilisin-like serine peptidase,20200919,-
185431,3664927,Tb11.02.1290,Tb11.02.1290,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664928,Tb11.02.1310,Tb11.02.1310,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664929,Tb11.02.2300,Tb11.02.2300,-,-,11,-,"mitochondrial DNA polymerase I protein B, putative",protein-coding,-,-,-,"mitochondrial DNA polymerase I protein B, putative",20200919,-
185431,3664930,Tb11.02.2310,Tb11.02.2310,-,-,11,-,prostaglandin f synthase,protein-coding,-,-,-,prostaglandin f synthase,20200919,-
185431,3664931,Tb11.02.2320,Tb11.02.2320,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664932,Tb11.02.2330,Tb11.02.2330,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664933,Tb11.02.2340,Tb11.02.2340,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664934,Tb11.02.2350,Tb11.02.2350,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664935,Tb11.02.2360,Tb11.02.2360,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664936,Tb11.02.2370,Tb11.02.2370,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664937,Tb11.02.2380,Tb11.02.2380,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3664938,Tb11.02.2390,Tb11.02.2390,-,-,11,-,"pyruvate dehydrogenase (lipoamide) kinase, putative",protein-coding,-,-,-,"pyruvate dehydrogenase (lipoamide) kinase, putative",20200919,-
185431,3664939,Tb11.02.2400,Tb11.02.2400,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664940,Tb11.02.2410,Tb11.02.2410,-,-,11,-,"clathrin coat assembly protein, putative",protein-coding,-,-,-,"clathrin coat assembly protein, putative",20200919,-
185431,3664941,Tb11.02.2420,Tb11.02.2420,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664942,Tb11.03.0290,Tb11.03.0290,-,-,11,-,"protein kinase, putative",protein-coding,-,-,-,"protein kinase, putative",20200919,-
185431,3664943,Tb11.03.0280,Tb11.03.0280,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664944,Tb11.03.0260,Tb11.03.0260,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664945,Tb11.03.0250,Tb11.03.0250,-,-,11,-,cyclophilin A,protein-coding,-,-,-,cyclophilin A,20200919,-
185431,3664946,Tb11.03.0240,Tb11.03.0240,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664947,Tb11.03.0230,Tb11.03.0230,-,-,11,-,"isocitrate dehydrogenase, putative",protein-coding,-,-,-,"isocitrate dehydrogenase, putative",20200919,-
185431,3664948,Tb11.03.0210,Tb11.03.0210,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664949,Tb11.02.3280,Tb11.02.3280,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664950,Tb11.02.3290,Tb11.02.3290,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664951,Tb11.02.3310,Tb11.02.3310,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664952,Tb11.02.3320,Tb11.02.3320,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664953,Tb11.02.3330,Tb11.02.3330,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664954,Tb11.02.3340,Tb11.02.3340,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664955,Tb11.02.3350,Tb11.02.3350,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664956,Tb11.02.3360,Tb11.02.3360,-,-,11,-,replication factor C subunit 1,protein-coding,-,-,-,replication factor C subunit 1,20200919,-
185431,3664957,Tb11.02.3370,Tb11.02.3370,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664958,Tb11.02.3380,Tb11.02.3380,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664959,Tb11.02.3390,Tb11.02.3390,-,-,11,-,"dynein light chain, putative",protein-coding,-,-,-,"dynein light chain, putative",20200919,-
185431,3664960,Tb11.02.3400,Tb11.02.3400,-,-,11,-,"SNF2 DNA repair protein, putative",protein-coding,-,-,-,"SNF2 DNA repair protein, putative",20200919,-
185431,3664961,Tb11.02.3410,Tb11.02.3410,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664962,Tb11.02.3430,Tb11.02.3430,-,-,11,-,chaperone protein DnaJ,protein-coding,-,-,-,chaperone protein DnaJ,20200919,-
185431,3664963,Tb11.02.3440,Tb11.02.3440,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664964,Tb11.02.3460,Tb11.02.3460,-,-,11,-,"pre-mRNA splicing factor, putative",protein-coding,-,-,-,"pre-mRNA splicing factor, putative",20200919,-
185431,3664965,Tb11.02.3470,Tb11.02.3470,-,-,11,-,"formin, putative",protein-coding,-,-,-,"formin, putative",20200923,-
185431,3664966,Tb11.02.3500,Tb11.02.3500,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664967,Tb11.02.3510,Tb11.02.3510,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664968,Tb11.03.0850,Tb11.03.0850,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664969,Tb11.03.0840,Tb11.03.0840,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664970,Tb11.03.0830,Tb11.03.0830,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664971,Tb11.03.0815,Tb11.03.0815,-,-,11,-,"dynein light chain, putative",protein-coding,-,-,-,"dynein light chain, putative",20200919,-
185431,3664972,Tb11.03.0810,Tb11.03.0810,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664973,Tb11.03.0800,Tb11.03.0800,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664974,Tb11.02.1135,Tb11.02.1135,-,-,11,-,"dynein light chain, putative",protein-coding,-,-,-,"dynein light chain, putative",20200919,-
185431,3664975,Tb11.02.1150,Tb11.02.1150,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664976,Tb11.02.1160,Tb11.02.1160,-,-,11,-,"calmodulin, putative",protein-coding,-,-,-,"calmodulin, putative",20200919,-
185431,3664977,Tb11.02.1170,Tb11.02.1170,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664978,Tb11.02.1180,Tb11.02.1180,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664979,Tb11.02.1190,Tb11.02.1190,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664980,Tb11.02.1200,Tb11.02.1200,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664981,Tb11.02.2600,Tb11.02.2600,-,-,11,-,"transcription elongation factor, putative",protein-coding,-,-,-,"transcription elongation factor, putative",20200919,-
185431,3664982,Tb11.02.2610,Tb11.02.2610,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664983,Tb11.02.2620,Tb11.02.2620,-,-,11,-,"ATP-dependent DEAD/H RNA helicase, putative",protein-coding,-,-,-,"ATP-dependent DEAD/H RNA helicase, putative",20200919,-
185431,3664984,Tb11.02.2630,Tb11.02.2630,-,-,11,-,"protein phosphotase, putative",protein-coding,-,-,-,"protein phosphotase, putative",20200919,-
185431,3664985,Tb11.02.2640,Tb11.02.2640,-,-,11,-,"dynein intermediate chain, putative",protein-coding,-,-,-,"dynein intermediate chain, putative",20200919,-
185431,3664986,Tb11.02.2650,Tb11.02.2650,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664987,Tb11.02.2670,Tb11.02.2670,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664988,Tb11.02.2680,Tb11.02.2680,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664989,Tb11.02.2690,Tb11.02.2690,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664990,Tb11.02.2700,Tb11.02.2700,-,-,11,-,"fumarate hydratase class I, putative",protein-coding,-,-,-,"fumarate hydratase class I, putative",20200919,-
185431,3664991,Tb11.02.1040,Tb11.02.1040,-,-,11,-,"XPA-interacting protein, putative",protein-coding,-,-,-,"XPA-interacting protein, putative",20200919,-
185431,3664992,Tb11.02.1070,Tb11.02.1070,-,-,11,-,"aminopeptidase, putative",protein-coding,-,-,-,"aminopeptidase, putative",20200919,-
185431,3664993,Tb11.02.1080,Tb11.02.1080,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3664994,Tb11.02.1085,Tb11.02.1085,-,-,11,-,"40s ribosomal protein S4, putative",protein-coding,-,-,-,"40s ribosomal protein S4, putative",20200923,-
185431,3664995,Tb11.02.1090,Tb11.02.1090,-,-,11,-,"40S ribosomal protein S4, putative",protein-coding,-,-,-,"40S ribosomal protein S4, putative",20200923,-
185431,3664996,Tb11.02.1100,Tb11.02.1100,-,-,11,-,nucleobase/nucleoside transporter 8.1,protein-coding,-,-,-,nucleobase/nucleoside transporter 8.1,20200919,-
185431,3664997,Tb11.02.1105,Tb11.02.1105,-,-,11,-,nucleobase/nucleoside transporter 8.1,protein-coding,-,-,-,nucleobase/nucleoside transporter 8.1,20200919,-
185431,3664998,Tb11.02.1106,Tb11.02.1106,-,-,11,-,"nucleobase transporter, putative",protein-coding,-,-,-,"nucleobase transporter, putative",20200919,-
185431,3664999,Tb11.02.1110,Tb11.02.1110,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665000,Tb11.02.1120,Tb11.02.1120,-,-,11,-,"adenylosuccinate synthetase, putative",protein-coding,-,-,-,"adenylosuccinate synthetase, putative",20200923,-
185431,3665001,Tb11.02.1564,Tb11.02.1564,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665002,Tb11.02.1565,Tb11.02.1565,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665003,Tb11.02.1566,Tb11.02.1566,-,-,11,-,variant surface glycoprotein,protein-coding,-,-,-,variant surface glycoprotein,20200923,-
185431,3665004,Tb11.02.1570,Tb11.02.1570,-,-,11,-,"hypothetical protein, unlikely",protein-coding,-,-,-,"hypothetical protein, unlikely",20200919,-
185431,3665005,Tb11.02.1580,Tb11.02.1580,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665006,Tb11.02.1600,Tb11.02.1600,-,-,11,-,"ubiquitin-like protein, putative",protein-coding,-,-,-,"ubiquitin-like protein, putative",20200919,-
185431,3665007,Tb11.02.1610,Tb11.02.1610,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665008,Tb11.02.1620,Tb11.02.1620,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665009,Tb11.02.1630,Tb11.02.1630,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665010,Tb11.02.1640,Tb11.02.1640,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665011,Tb11.02.1660,Tb11.02.1660,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665012,Tb11.02.1670,Tb11.02.1670,-,-,11,-,pseudo,pseudo,-,-,-,-,20200919,-
185431,3665013,Tb11.02.1680,Tb11.02.1680,-,-,11,-,"lectin, putative",protein-coding,-,-,-,"lectin, putative",20200919,-
185431,3665014,Tb11.02.1690,Tb11.02.1690,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665015,Tb11.02.0900,Tb11.02.0900,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665016,Tb11.02.0910,Tb11.02.0910,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665017,Tb11.02.0920,Tb11.02.0920,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665018,Tb11.02.0930,Tb11.02.0930,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665019,Tb11.02.0940,Tb11.02.0940,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665020,Tb11.02.0950,Tb11.02.0950,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665021,Tb11.02.0960,Tb11.02.0960,-,-,11,-,"endosomal integral membrane protein, putative",protein-coding,-,-,-,"endosomal integral membrane protein, putative",20200919,-
185431,3665022,Tb11.02.0970,Tb11.02.0970,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665023,Tb11.02.0980,Tb11.02.0980,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665024,Tb11.02.0990,Tb11.02.0990,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665025,Tb11.02.1000,Tb11.02.1000,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665026,Tb11.02.1010,Tb11.02.1010,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665027,Tb11.02.1020,Tb11.02.1020,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665028,Tb11.02.1030,Tb11.02.1030,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665029,Tb11.01.3020,Tb11.01.3020,-,-,11,-,"40S ribosomal protein L14, putative",protein-coding,-,-,-,"40S ribosomal protein L14, putative",20200919,-
185431,3665030,Tb11.01.3030,Tb11.01.3030,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665031,Tb11.01.3040,Tb11.01.3040,-,-,11,-,"cytosolic malate dehydrogenase, putative",protein-coding,-,-,-,"cytosolic malate dehydrogenase, putative",20200919,-
185431,3665032,Tb11.01.3050,Tb11.01.3050,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665033,Tb11.01.3060,Tb11.01.3060,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665034,Tb11.01.3070,Tb11.01.3070,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665035,Tb11.01.3080,Tb11.01.3080,-,-,11,-,"heat shock protein 70, putative",protein-coding,-,-,-,"heat shock protein 70, putative",20200919,-
185431,3665036,Tb11.01.3085,Tb11.01.3085,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665037,Tb11.01.3090,Tb11.01.3090,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665038,Tb11.01.3100,Tb11.01.3100,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665039,Tb11.01.3110,Tb11.01.3110,-,-,11,-,heat shock protein 70,protein-coding,-,-,-,heat shock protein 70,20200919,-
185431,3665040,Tb11.01.3150,Tb11.01.3150,-,-,11,-,"gamma-tubulin complex subunit, putative",protein-coding,-,-,-,"gamma-tubulin complex subunit, putative",20200919,-
185431,3665041,Tb11.01.3160,Tb11.01.3160,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665042,Tb11.01.3170,Tb11.01.3170,-,-,11,-,guanine nucleotide-binding protein subunit beta - like protein,protein-coding,-,-,-,guanine nucleotide-binding protein subunit beta - like protein,20200923,-
185431,3665043,Tb11.01.3180,Tb11.01.3180,-,-,11,-,guanine nucleotide-binding protein subunit beta-like protein,protein-coding,-,-,-,guanine nucleotide-binding protein subunit beta-like protein,20200923,-
185431,3665044,Tb11.01.3190,Tb11.01.3190,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665045,Tb11.01.3200,Tb11.01.3200,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665046,Tb11.01.3220,Tb11.01.3220,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665047,Tb11.01.3240,Tb11.01.3240,-,-,11,-,"trans-sialidase, putative",protein-coding,-,-,-,"trans-sialidase, putative",20200919,-
185431,3665048,Tb11.01.3250,Tb11.01.3250,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665049,Tb11.01.3260,Tb11.01.3260,-,-,11,-,"cullin 1, putative",protein-coding,-,-,-,"cullin 1, putative",20200919,-
185431,3665050,Tb11.01.3270,Tb11.01.3270,-,-,11,-,"A/G-specific adenine glycosylase, putative",protein-coding,-,-,-,"A/G-specific adenine glycosylase, putative",20200919,-
185431,3665051,Tb11.01.3280,Tb11.01.3280,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665052,Tb11.01.3290,Tb11.01.3290,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665053,Tb11.01.3300,Tb11.01.3300,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665054,Tb11.01.3320,Tb11.01.3320,-,-,11,-,"trichohyalin, putative",protein-coding,-,-,-,"trichohyalin, putative",20200919,-
185431,3665055,Tb11.01.3340,Tb11.01.3340,-,-,11,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative",protein-coding,-,-,-,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase-like protein, putative",20200919,-
185431,3665056,Tb11.01.3350,Tb11.01.3350,-,-,11,-,"cyclin dependent kinase-binding protein, putative",protein-coding,-,-,-,"cyclin dependent kinase-binding protein, putative",20200919,-
185431,3665057,Tb11.01.3360,Tb11.01.3360,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665058,Tb11.01.3370,Tb11.01.3370,-,-,11,-,"glycosomal membrane protein, putative",protein-coding,-,-,-,"glycosomal membrane protein, putative",20200919,-
185431,3665059,Tb11.01.3380,Tb11.01.3380,-,-,11,-,"histone acetyltransferase, putative",protein-coding,-,-,-,"histone acetyltransferase, putative",20200919,-
185431,3665060,Tb11.01.3390,Tb11.01.3390,-,-,11,-,"DNA topoisomerase II, putative",protein-coding,-,-,-,"DNA topoisomerase II, putative",20200919,-
185431,3665061,Tb11.01.3400,Tb11.01.3400,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665062,Tb11.01.3410,Tb11.01.3410,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665063,Tb11.01.3420,Tb11.01.3420,-,-,11,-,"eukaryotic translation initiation factor, putative",protein-coding,-,-,-,"eukaryotic translation initiation factor, putative",20200919,-
185431,3665064,Tb11.01.3470,Tb11.01.3470,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
185431,3665065,Tb11.01.3480,Tb11.01.3480,-,-,11,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
