#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
573,2827931,NEWENTRY,-,-,-,-,-,"Record to support submission of GeneRIFs for a gene not in Gene ('Klebsiella aerogenes' (Kruse) Taylor et al. 1956; Bacillus pneumoniae; Bacterium pneumoniae crouposae; Hyalococcus pneumoniae; Klebsiella pneumoniae aerogenes.  Use when strain, subtype, isolate, etc. is unspecified, or when different from all specified ones in Gene.).",other,-,-,-,-,20210522,-
573,39643620,DVJ73_RS00990,DVJ73_RS00990,DVJ73_00990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,39643630,DVJ73_RS01040,DVJ73_RS01040,DVJ73_01040,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643636,DVJ73_RS01070,DVJ73_RS01070,DVJ73_01070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643650,DVJ73_RS01140,DVJ73_RS01140,DVJ73_01140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643657,DVJ73_RS01175,DVJ73_RS01175,DVJ73_01175,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643658,DVJ73_RS01180,DVJ73_RS01180,DVJ73_01180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643678,DVJ73_RS01280,DVJ73_RS01280,DVJ73_01280,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643683,DVJ73_RS01310,DVJ73_RS01310,DVJ73_01310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643686,DVJ73_RS01320,DVJ73_RS01320,DVJ73_01320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
573,39643687,DVJ73_RS01325,DVJ73_RS01325,DVJ73_01325,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643689,DVJ73_RS01335,DVJ73_RS01335,DVJ73_01335,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39643694,DVJ73_RS01360,DVJ73_RS01360,DVJ73_01360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644220,A6D67_RS28170,A6D67_RS28170,A6D67_028375,-,-,-,-,tRNA,-,-,-,-,20190405,-
573,39644619,A6D86_RS28150,A6D86_RS28150,A6D86_028365,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644625,A6D86_RS28180,A6D86_RS28180,A6D86_028395,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644646,A6D86_RS28285,A6D86_RS28285,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39644647,A6D86_RS28290,A6D86_RS28290,A6D86_028505,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644693,A6D86_RS28525,A6D86_RS28525,A6D86_028735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644719,A6D86_RS28650,A6D86_RS28650,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644720,A6D86_RS28655,A6D86_RS28655,A6D86_028860,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644730,A6D86_RS28705,A6D86_RS28705,A6D86_028910,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644765,DVJ73_RS01520,DVJ73_RS01520,DVJ73_01520,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644773,DVJ73_RS01560,DVJ73_RS01560,DVJ73_01560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644787,DVJ73_RS01630,DVJ73_RS01630,DVJ73_01630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644821,DVJ73_RS01800,DVJ73_RS01800,DVJ73_01800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644836,DVJ73_RS01875,DVJ73_RS01875,DVJ73_01875,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644847,DVJ73_RS01930,DVJ73_RS01930,DVJ73_01930,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644882,DVJ73_RS02105,DVJ73_RS02105,DVJ73_02105,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644892,DVJ73_RS02155,DVJ73_RS02155,DVJ73_02155,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644893,DVJ73_RS02160,DVJ73_RS02160,DVJ73_02160,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644904,DVJ73_RS02215,DVJ73_RS02215,DVJ73_02215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644939,DVJ73_RS02390,DVJ73_RS02390,DVJ73_02390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,39644955,DVJ73_RS02470,DVJ73_RS02470,DVJ73_02470,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644956,DVJ73_RS02475,DVJ73_RS02475,DVJ73_02475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39644961,DVJ73_RS02500,DVJ73_RS02500,DVJ73_02500,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39644980,A6D68_RS30615,A6D68_RS30615,A6D68_030840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645006,A6D68_RS30740,A6D68_RS30740,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645007,A6D68_RS30745,A6D68_RS30745,A6D68_030965,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645013,A6D68_RS30775,A6D68_RS30775,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645018,A6D68_RS30800,A6D68_RS30800,A6D68_031015,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645078,DSN68_RS00195,DSN68_RS00195,DSN68_00200,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39645079,DSN68_RS00200,DSN68_RS00200,DSN68_00205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645081,DSN68_RS00210,DSN68_RS00210,DSN68_00215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645099,DSN68_RS00300,DSN68_RS00300,DSN68_00310,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645148,DSN68_RS00545,DSN68_RS00545,DSN68_00565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645149,DSN68_RS00550,DSN68_RS00550,DSN68_00570,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645156,DSN68_RS00585,DSN68_RS00585,DSN68_00605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39645173,DSN68_RS00670,DSN68_RS00670,DSN68_00690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645181,DSN68_RS00710,DSN68_RS00710,DSN68_00730,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645211,DSN68_RS00860,DSN68_RS00860,DSN68_00885,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645267,DSN68_RS26160,DSN68_RS26160,DSN68_26420,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190405,-
573,39645290,DSN68_RS26275,DSN68_RS26275,DSN68_26530,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645291,DSN68_RS26280,DSN68_RS26280,DSN68_26535,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645292,DSN68_RS26285,DSN68_RS26285,DSN68_26540,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645293,DSN68_RS26290,DSN68_RS26290,DSN68_26545,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645296,DSN68_RS26305,DSN68_RS26305,DSN68_26565,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645352,DSN68_RS26585,DSN68_RS26585,DSN68_26840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645360,DSN68_RS26625,DSN68_RS26625,DSN68_26880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
573,39645382,DSN68_RS26735,DSN68_RS26735,DSN68_26990,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645384,DSN68_RS26745,DSN68_RS26745,DSN68_27000,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645410,DSN68_RS26875,DSN68_RS26875,DSN68_27130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645427,DSN68_RS26960,DSN68_RS26960,DSN68_27215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645459,DSN68_RS27120,DSN68_RS27120,DSN68_27375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645472,DSN68_RS27185,DSN68_RS27185,DSN68_27445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645494,DSN68_RS27295,DSN68_RS27295,DSN68_27555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645947,AXA58_RS27350,AXA58_RS27350,AXA58_27550,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645948,AXA58_RS27355,AXA58_RS27355,AXA58_27555,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645954,AXA58_RS27385,AXA58_RS27385,AXA58_27590,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645956,AXA58_RS27395,AXA58_RS27395,AXA58_27600,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210129,-
573,39645957,AXA58_RS27400,AXA58_RS27400,AXA58_27605,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,39645966,AXA58_RS27440,AXA58_RS27440,AXA58_27650,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645994,AXA58_RS27580,AXA58_RS27580,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645995,AXA58_RS27585,AXA58_RS27585,AXA58_27800,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39645998,AXA58_RS27600,AXA58_RS27600,AXA58_27815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,39646003,AXA58_RS27625,AXA58_RS27625,AXA58_27840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044645,EXC92_RS28290,EXC92_RS28290,EXC92_28290,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044667,EXC92_RS28085,EXC92_RS28085,EXC92_28085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,40044674,EXC92_RS27255,EXC92_RS27255,EXC92_27255,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044703,EXC92_RS27830,EXC92_RS27830,EXC92_27830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044711,EXC92_RS28285,EXC92_RS28285,EXC92_28285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044713,EXC92_RS27430,EXC92_RS27430,EXC92_27430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044757,EXC92_RS28090,EXC92_RS28090,EXC92_28090,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044817,EXC92_RS28140,EXC92_RS28140,EXC92_28140,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044826,EXC92_RS27350,EXC92_RS27350,EXC92_27350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044827,EXC92_RS28130,EXC92_RS28130,EXC92_28130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044828,EXC92_RS27240,EXC92_RS27240,EXC92_27240,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044836,EXC92_RS27345,EXC92_RS27345,EXC92_27345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044862,EXC92_RS27515,EXC92_RS27515,EXC92_27515,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044865,EXC92_RS28010,EXC92_RS28010,EXC92_28010,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210212,-
573,40044868,EXC92_RS27740,EXC92_RS27740,EXC92_27740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044903,EXC92_RS28760,EXC92_RS28760,EXC92_28760,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044934,EXC92_RS28580,EXC92_RS28580,EXC92_28580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044955,EXC92_RS28970,EXC92_RS28970,EXC92_28970,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40044974,EXC92_RS28680,EXC92_RS28680,EXC92_28680,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40044978,EXC92_RS28905,EXC92_RS28905,EXC92_28905,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045033,EXC92_RS28900,EXC92_RS28900,EXC92_28900,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045053,EXC92_RS28955,EXC92_RS28955,EXC92_28955,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045084,EXC92_RS30180,EXC92_RS30180,EXC92_30180,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045181,EXC92_RS29790,EXC92_RS29790,EXC92_29790,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045291,EXC92_RS30630,EXC92_RS30630,EXC92_30630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190608,-
573,40045296,EXC92_RS30320,EXC92_RS30320,EXC92_30320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045300,EXC92_RS30735,EXC92_RS30735,EXC92_30735,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045303,EXC92_RS30360,EXC92_RS30360,EXC92_30360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045305,EXC92_RS30380,EXC92_RS30380,EXC92_30380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045312,EXC92_RS30580,EXC92_RS30580,EXC92_30580,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045314,EXC92_RS30560,EXC92_RS30560,EXC92_30560,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045315,EXC92_RS30690,EXC92_RS30690,EXC92_30690,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045317,EXC92_RS30685,EXC92_RS30685,EXC92_30685,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045321,EXC92_RS30675,EXC92_RS30675,EXC92_30675,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045322,EXC92_RS30670,EXC92_RS30670,EXC92_30670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045324,EXC92_RS30665,EXC92_RS30665,EXC92_30665,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045326,EXC92_RS30480,EXC92_RS30480,EXC92_30480,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045327,EXC92_RS30475,EXC92_RS30475,EXC92_30475,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045330,EXC92_RS30770,EXC92_RS30770,EXC92_30770,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045331,EXC92_RS30775,EXC92_RS30775,EXC92_30775,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045333,EXC92_RS30830,EXC92_RS30830,EXC92_30830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
573,40045336,EXC92_RS30795,EXC92_RS30795,EXC92_30795,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045340,EXC92_RS30840,EXC92_RS30840,EXC92_30840,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
573,40045342,EXC92_RS30725,EXC92_RS30725,EXC92_30725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045346,EXC92_RS30345,EXC92_RS30345,EXC92_30345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045347,EXC92_RS30425,EXC92_RS30425,EXC92_30425,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045348,EXC92_RS30415,EXC92_RS30415,EXC92_30415,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045349,EXC92_RS30350,EXC92_RS30350,EXC92_30350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045356,EXC92_RS30610,EXC92_RS30610,EXC92_30610,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,40045358,EXC92_RS30865,EXC92_RS30865,EXC92_30865,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045369,EXC92_RS30495,EXC92_RS30495,EXC92_30495,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,40045371,EXC92_RS30355,EXC92_RS30355,EXC92_30355,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045373,EXC92_RS30825,EXC92_RS30825,EXC92_30825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045381,EXC92_RS30465,EXC92_RS30465,EXC92_30465,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190814,-
573,40045382,EXC92_RS30370,EXC92_RS30370,EXC92_30370,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
573,40045383,EXC92_RS30440,EXC92_RS30440,EXC92_30440,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045384,EXC92_RS30445,EXC92_RS30445,EXC92_30445,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045390,EXC92_RS30455,EXC92_RS30455,EXC92_30455,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045392,EXC92_RS30435,EXC92_RS30435,EXC92_30435,-,-,-,-,tRNA,-,-,-,-,20190429,-
573,40045394,EXC92_RS30700,EXC92_RS30700,EXC92_30700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045396,EXC92_RS30880,EXC92_RS30880,EXC92_30880,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045397,EXC92_RS30740,EXC92_RS30740,EXC92_30740,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045399,EXC92_RS30315,EXC92_RS30315,EXC92_30315,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045405,EXC92_RS30895,EXC92_RS30895,EXC92_30895,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045474,CYU57_RS28155,CYU57_RS28155,CYU57_28350,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045506,CYU57_RS28100,CYU57_RS28100,CYU57_28295,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045509,CYU57_RS28090,CYU57_RS28090,CYU57_28285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045510,CYU57_RS28055,CYU57_RS28055,CYU57_28250,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045529,AXK16_RS29180,AXK16_RS29180,AXK16_29270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045539,AXK16_RS29345,AXK16_RS29345,AXK16_29430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045553,AXK16_RS29335,AXK16_RS29335,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045581,AXK16_RS29560,AXK16_RS29560,AXK16_29630,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210327,-
573,40045586,AXK16_RS29315,AXK16_RS29315,AXK16_29405,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045592,AXK16_RS29300,AXK16_RS29300,AXK16_29390,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201010,-
573,40045602,AXK16_RS27385,AXK16_RS27385,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210123,-
573,40045624,AXK16_RS27800,AXK16_RS27800,AXK16_28890,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190525,-
573,40045653,AXK16_RS27760,AXK16_RS27760,AXK16_28850,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045656,AXK16_RS27750,AXK16_RS27750,AXK16_28845,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210116,-
573,40045719,AXK16_RS27720,AXK16_RS27720,AXK16_28815,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
573,40045796,AXK16_RS30470,AXK16_RS30470,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190429,-
573,40045809,AXK16_RS28495,AXK16_RS28495,AXK16_00615,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190501,-
