#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
697581,25405473,TCARB_RS00005,TCARB_RS00005,TCARB_0001,-,-,-,adenosine-specific kinase,protein-coding,-,-,-,adenosine-specific kinase,20201026,-
697581,25407072,TCARB_RS08000,TCARB_RS08000,TCARB_1668,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407073,TCARB_RS08005,TCARB_RS08005,TCARB_1669,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407074,TCARB_RS08010,TCARB_RS08010,TCARB_1670,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407075,TCARB_RS08015,TCARB_RS08015,TCARB_1985,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407076,TCARB_RS08020,TCARB_RS08020,TCARB_1986,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407077,TCARB_RS08025,TCARB_RS08025,TCARB_1671,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20201026,-
697581,25407078,TCARB_RS08030,TCARB_RS08030,TCARB_1987,-,-,-,-,rRNA,-,-,-,-,20200829,-
697581,25407079,TCARB_RS08035,TCARB_RS08035,TCARB_1988,-,-,-,-,rRNA,-,-,-,-,20200829,-
697581,25407080,TCARB_RS08040,TCARB_RS08040,TCARB_1672,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407081,TCARB_RS08045,TCARB_RS08045,TCARB_1673,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407082,TCARB_RS08050,TCARB_RS08050,TCARB_1674,-,-,-,UbiD family decarboxylase,protein-coding,-,-,-,UbiD family decarboxylase,20200829,-
697581,25407083,TCARB_RS08055,TCARB_RS08055,TCARB_1675,-,-,-,transcription elongation factor Spt5,protein-coding,-,-,-,transcription elongation factor Spt5,20210424,-
697581,25407084,TCARB_RS08060,TCARB_RS08060,TCARB_1676,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407085,argF,TCARB_RS08065,TCARB_1677,-,-,-,ornithine carbamoyltransferase,protein-coding,-,-,-,ornithine carbamoyltransferase,20201026,-
697581,25407086,serS,TCARB_RS08070,TCARB_1678,-,-,-,serine--tRNA ligase,protein-coding,-,-,-,serine--tRNA ligase,20200829,-
697581,25407087,TCARB_RS08075,TCARB_RS08075,TCARB_1679,-,-,-,translation initiation factor IF-5A,protein-coding,-,-,-,translation initiation factor IF-5A,20200829,-
697581,25407088,TCARB_RS08080,TCARB_RS08080,TCARB_1680,-,-,-,pantetheine-phosphate adenylyltransferase,protein-coding,-,-,-,pantetheine-phosphate adenylyltransferase,20200829,-
697581,25407089,TCARB_RS08085,TCARB_RS08085,TCARB_1681,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407090,TCARB_RS08090,TCARB_RS08090,TCARB_1682,-,-,-,deoxyhypusine synthase,protein-coding,-,-,-,deoxyhypusine synthase,20200919,-
697581,25407091,TCARB_RS08095,TCARB_RS08095,TCARB_1683,-,-,-,"DNA-directed RNA polymerase, subunit E''",protein-coding,-,-,-,"DNA-directed RNA polymerase, subunit E''",20201217,-
697581,25407092,TCARB_RS08100,TCARB_RS08100,TCARB_1684,-,-,-,DNA-directed RNA polymerase,protein-coding,-,-,-,DNA-directed RNA polymerase,20201217,-
697581,25407093,TCARB_RS08105,TCARB_RS08105,TCARB_1686,-,-,-,DNA cytosine methyltransferase,protein-coding,-,-,-,DNA cytosine methyltransferase,20200829,-
697581,25407094,TCARB_RS08110,TCARB_RS08110,TCARB_1687,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407095,TCARB_RS08115,TCARB_RS08115,TCARB_1689,-,-,-,snRNP Sm,protein-coding,-,-,-,snRNP Sm,20200829,-
697581,25407096,TCARB_RS08120,TCARB_RS08120,TCARB_1691,-,-,-,30S ribosomal protein S6e,protein-coding,-,-,-,30S ribosomal protein S6e,20210424,-
697581,25407097,TCARB_RS08125,TCARB_RS08125,-,-,-,-,translation initiation factor IF-1A,protein-coding,-,-,-,translation initiation factor IF-1A,20200829,-
697581,25407098,TCARB_RS08130,TCARB_RS08130,TCARB_1693,-,-,-,thioredoxin family protein,protein-coding,-,-,-,thioredoxin family protein,20200829,-
697581,25407099,fen,TCARB_RS08135,TCARB_1694,-,-,-,flap endonuclease-1,protein-coding,-,-,-,flap endonuclease-1,20201026,-
697581,25407100,TCARB_RS08140,TCARB_RS08140,TCARB_1695,-,-,-,ATP-dependent DNA ligase,protein-coding,-,-,-,ATP-dependent DNA ligase,20200829,-
697581,25407101,TCARB_RS08145,TCARB_RS08145,TCARB_1696,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210529,-
697581,25407102,TCARB_RS08150,TCARB_RS08150,TCARB_1697,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407103,ftsY,TCARB_RS08155,TCARB_1698,-,-,-,signal recognition particle-docking protein FtsY,protein-coding,-,-,-,signal recognition particle-docking protein FtsY,20201026,-
697581,25407104,pfdA,TCARB_RS08160,TCARB_1699,-,-,-,prefoldin subunit alpha,protein-coding,-,-,-,prefoldin subunit alpha,20201026,-
697581,25407105,TCARB_RS08165,TCARB_RS08165,TCARB_1700,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25407106,TCARB_RS08170,TCARB_RS08170,TCARB_1989,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407107,TCARB_RS08175,TCARB_RS08175,TCARB_1701,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407108,TCARB_RS08180,TCARB_RS08180,TCARB_1702,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",protein-coding,-,-,-,"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase",20201217,-
697581,25407109,TCARB_RS08185,TCARB_RS08185,TCARB_1703,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407110,TCARB_RS08190,TCARB_RS08190,TCARB_1704,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20200829,-
697581,25407111,TCARB_RS08195,TCARB_RS08195,TCARB_1705,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407112,TCARB_RS08200,TCARB_RS08200,TCARB_1706,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407113,TCARB_RS08205,TCARB_RS08205,TCARB_1708,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase family protein,20200829,-
697581,25407114,TCARB_RS08210,TCARB_RS08210,TCARB_1709,-,-,-,4Fe-4S binding protein,protein-coding,-,-,-,4Fe-4S binding protein,20201026,-
697581,25407115,porA,TCARB_RS08215,TCARB_1710,-,-,-,2-ketoisovalerate ferredoxin oxidoreductase subunit alpha,protein-coding,-,-,-,2-ketoisovalerate ferredoxin oxidoreductase subunit alpha,20201026,-
697581,25407116,TCARB_RS08220,TCARB_RS08220,TCARB_1711,-,-,-,pyruvate ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,pyruvate ferredoxin oxidoreductase subunit beta,20201026,-
697581,25407117,rgy,TCARB_RS08225,TCARB_1712,-,-,-,reverse gyrase,protein-coding,-,-,-,reverse gyrase,20201026,-
697581,25407118,TCARB_RS08230,TCARB_RS08230,TCARB_1713,-,-,-,nicotinamide-nucleotide adenylyltransferase,protein-coding,-,-,-,nicotinamide-nucleotide adenylyltransferase,20201026,-
697581,25407119,TCARB_RS08235,TCARB_RS08235,TCARB_1716,-,-,-,Kae1-associated kinase Bud32,protein-coding,-,-,-,Kae1-associated kinase Bud32,20201026,-
697581,25407120,kae1,TCARB_RS08240,TCARB_1717,-,-,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,protein-coding,-,-,-,N(6)-L-threonylcarbamoyladenine synthase Kae1,20201026,-
697581,25407121,TCARB_RS08245,TCARB_RS08245,TCARB_1719,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407122,TCARB_RS08250,TCARB_RS08250,TCARB_1990,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407123,TCARB_RS08255,TCARB_RS08255,TCARB_1720,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
697581,25407124,TCARB_RS08260,TCARB_RS08260,TCARB_1721,-,-,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,protein-coding,-,-,-,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,20200829,-
697581,25407125,TCARB_RS08265,TCARB_RS08265,TCARB_1722,-,-,-,50S ribosomal protein L14e,protein-coding,-,-,-,50S ribosomal protein L14e,20201026,-
697581,25407126,TCARB_RS08270,TCARB_RS08270,TCARB_1723,-,-,-,UPF0147 family protein,protein-coding,-,-,-,UPF0147 family protein,20200829,-
697581,25407127,TCARB_RS08275,TCARB_RS08275,TCARB_1724,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200829,-
697581,25407128,TCARB_RS08280,TCARB_RS08280,TCARB_1725,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407129,TCARB_RS08285,TCARB_RS08285,TCARB_1726,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407130,TCARB_RS08290,TCARB_RS08290,TCARB_1991,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407131,TCARB_RS08295,TCARB_RS08295,TCARB_1728,-,-,-,winged helix-turn-helix transcriptional regulator,protein-coding,-,-,-,winged helix-turn-helix transcriptional regulator,20200829,-
697581,25407132,TCARB_RS08300,TCARB_RS08300,TCARB_1729,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407133,TCARB_RS08305,TCARB_RS08305,TCARB_1992,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407134,TCARB_RS08310,TCARB_RS08310,TCARB_1730,-,-,-,tRNA (adenine-N1)-methyltransferase,protein-coding,-,-,-,tRNA (adenine-N1)-methyltransferase,20200829,-
697581,25407135,TCARB_RS08315,TCARB_RS08315,TCARB_1731,-,-,-,30S ribosomal protein S19e,protein-coding,-,-,-,30S ribosomal protein S19e,20200829,-
697581,25407136,TCARB_RS08320,TCARB_RS08320,TCARB_1732,-,-,-,DNA-binding protein,protein-coding,-,-,-,DNA-binding protein,20200829,-
697581,25407137,TCARB_RS08325,TCARB_RS08325,TCARB_1733,-,-,-,50S ribosomal protein L39e,protein-coding,-,-,-,50S ribosomal protein L39e,20200919,-
697581,25407138,TCARB_RS08330,TCARB_RS08330,TCARB_1734,-,-,-,50S ribosomal protein L31e,protein-coding,-,-,-,50S ribosomal protein L31e,20200829,-
697581,25407139,TCARB_RS08335,TCARB_RS08335,TCARB_1735,-,-,-,translation initiation factor IF-6,protein-coding,-,-,-,translation initiation factor IF-6,20200829,-
697581,25407140,TCARB_RS08340,TCARB_RS08340,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
697581,25407141,TCARB_RS08345,TCARB_RS08345,TCARB_1736,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200919,-
697581,25407142,TCARB_RS08350,TCARB_RS08350,TCARB_1738,-,-,-,thiamine-monophosphate kinase,protein-coding,-,-,-,thiamine-monophosphate kinase,20201026,-
697581,25407143,TCARB_RS08355,TCARB_RS08355,TCARB_1739,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407144,TCARB_RS08360,TCARB_RS08360,TCARB_1740,-,-,-,ATP-dependent DNA helicase,protein-coding,-,-,-,ATP-dependent DNA helicase,20201026,-
697581,25407145,hxlB,TCARB_RS08365,TCARB_1741,-,-,-,6-phospho-3-hexuloisomerase,protein-coding,-,-,-,6-phospho-3-hexuloisomerase,20210424,-
697581,25407146,TCARB_RS08370,TCARB_RS08370,TCARB_1993,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407147,TCARB_RS08375,TCARB_RS08375,TCARB_1742,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20201026,-
697581,25407148,TCARB_RS08380,TCARB_RS08380,TCARB_1994,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407149,TCARB_RS08385,TCARB_RS08385,-,-,-,-,50S ribosomal protein L22,protein-coding,-,-,-,50S ribosomal protein L22,20200829,-
697581,25407150,TCARB_RS08390,TCARB_RS08390,TCARB_1743,-,-,-,30S ribosomal protein S3,protein-coding,-,-,-,30S ribosomal protein S3,20200829,-
697581,25407151,rpmC,TCARB_RS08395,TCARB_1744,-,-,-,50S ribosomal protein L29,protein-coding,-,-,-,50S ribosomal protein L29,20201026,-
697581,25407152,TCARB_RS08400,TCARB_RS08400,TCARB_1745,-,-,-,ribonuclease P protein component 1,protein-coding,-,-,-,ribonuclease P protein component 1,20201026,-
697581,25407153,TCARB_RS08405,TCARB_RS08405,TCARB_1746,-,-,-,30S ribosomal protein S17,protein-coding,-,-,-,30S ribosomal protein S17,20201026,-
697581,25407154,rpl14p,TCARB_RS08410,TCARB_1747,-,-,-,50S ribosomal protein L14,protein-coding,-,-,-,50S ribosomal protein L14,20200829,-
697581,25407155,TCARB_RS08415,TCARB_RS08415,TCARB_1748,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407156,TCARB_RS08420,TCARB_RS08420,TCARB_1995,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407158,TCARB_RS08430,TCARB_RS08430,TCARB_1750,-,-,-,TFIIB-type zinc ribbon-containing protein,protein-coding,-,-,-,TFIIB-type zinc ribbon-containing protein,20200829,-
697581,25407159,TCARB_RS08435,TCARB_RS08435,TCARB_1996,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407160,TCARB_RS08440,TCARB_RS08440,TCARB_1751,-,-,-,Lrp/AsnC ligand binding domain-containing protein,protein-coding,-,-,-,Lrp/AsnC ligand binding domain-containing protein,20201026,-
697581,25407161,TCARB_RS08445,TCARB_RS08445,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210529,-
697581,25407162,TCARB_RS08450,TCARB_RS08450,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
697581,25407163,TCARB_RS08455,TCARB_RS08455,TCARB_1754,-,-,-,DUF424 family protein,protein-coding,-,-,-,DUF424 family protein,20201026,-
697581,25407164,TCARB_RS08460,TCARB_RS08460,TCARB_1755,-,-,-,recombinase RecA,protein-coding,-,-,-,recombinase RecA,20201217,-
697581,25407165,TCARB_RS08465,TCARB_RS08465,TCARB_1756,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407167,TCARB_RS08475,TCARB_RS08475,TCARB_1757,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20200829,-
697581,25407168,TCARB_RS08480,TCARB_RS08480,-,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20200919,-
697581,25407169,TCARB_RS08485,TCARB_RS08485,-,-,-,-,Hsp20/alpha crystallin family protein,protein-coding,-,-,-,Hsp20/alpha crystallin family protein,20200919,-
697581,25407170,TCARB_RS08490,TCARB_RS08490,TCARB_1758,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20201026,-
697581,25407171,TCARB_RS08495,TCARB_RS08495,TCARB_1759,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210424,-
697581,25407172,TCARB_RS08500,TCARB_RS08500,TCARB_1760,-,-,-,adenylate kinase family protein,protein-coding,-,-,-,adenylate kinase family protein,20200831,-
697581,25407173,speD,TCARB_RS08505,TCARB_1761,-,-,-,adenosylmethionine decarboxylase,protein-coding,-,-,-,adenosylmethionine decarboxylase,20200831,-
697581,25407174,TCARB_RS08510,TCARB_RS08510,TCARB_1762,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407175,TCARB_RS08515,TCARB_RS08515,TCARB_1997,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407176,TCARB_RS08520,TCARB_RS08520,TCARB_1998,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407177,TCARB_RS08525,TCARB_RS08525,TCARB_1763,-,-,-,RNA-processing protein,protein-coding,-,-,-,RNA-processing protein,20201026,-
697581,25407178,TCARB_RS08530,TCARB_RS08530,TCARB_1764,-,-,-,serine protein kinase RIO,protein-coding,-,-,-,serine protein kinase RIO,20201217,-
697581,25407179,TCARB_RS08535,TCARB_RS08535,TCARB_1765,-,-,-,DHH family phosphoesterase,protein-coding,-,-,-,DHH family phosphoesterase,20201217,-
697581,25407180,TCARB_RS08540,TCARB_RS08540,TCARB_1766,-,-,-,30S ribosomal protein S15,protein-coding,-,-,-,30S ribosomal protein S15,20201026,-
697581,25407181,TCARB_RS08545,TCARB_RS08545,TCARB_1767,-,-,-,succinate--CoA ligase subunit beta,protein-coding,-,-,-,succinate--CoA ligase subunit beta,20210424,-
697581,25407182,sucD,TCARB_RS08550,TCARB_1768,-,-,-,succinate--CoA ligase subunit alpha,protein-coding,-,-,-,succinate--CoA ligase subunit alpha,20201026,-
697581,25407183,pyrH,TCARB_RS08555,TCARB_1769,-,-,-,UMP kinase,protein-coding,-,-,-,UMP kinase,20200829,-
697581,25407184,prf1,TCARB_RS08560,TCARB_1770,-,-,-,peptide chain release factor 1,protein-coding,-,-,-,peptide chain release factor 1,20201026,-
697581,25407185,TCARB_RS08565,TCARB_RS08565,TCARB_1771,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20200829,-
697581,25407186,TCARB_RS08570,TCARB_RS08570,TCARB_1772,-,-,-,exosome complex RNA-binding protein Csl4,protein-coding,-,-,-,exosome complex RNA-binding protein Csl4,20201026,-
697581,25407187,TCARB_RS08575,TCARB_RS08575,TCARB_1773,-,-,-,DUF2067 family protein,protein-coding,-,-,-,DUF2067 family protein,20201026,-
697581,25407188,TCARB_RS08580,TCARB_RS08580,TCARB_1774,-,-,-,NAD(+)/NADH kinase,protein-coding,-,-,-,NAD(+)/NADH kinase,20200829,-
697581,25407189,TCARB_RS08585,TCARB_RS08585,TCARB_1775,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20210529,-
697581,25407190,TCARB_RS08590,TCARB_RS08590,TCARB_1776,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407191,TCARB_RS08595,TCARB_RS08595,TCARB_1777,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
697581,25407192,TCARB_RS08600,TCARB_RS08600,TCARB_1999,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407193,TCARB_RS08605,TCARB_RS08605,TCARB_1779,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20200919,-
697581,25407194,TCARB_RS08610,TCARB_RS08610,TCARB_1780,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407195,TCARB_RS08615,TCARB_RS08615,TCARB_1784,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407196,TCARB_RS08620,TCARB_RS08620,TCARB_1786,-,-,-,DUF711 family protein,protein-coding,-,-,-,DUF711 family protein,20200829,-
697581,25407197,TCARB_RS08625,TCARB_RS08625,TCARB_1787,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200829,-
697581,25407198,TCARB_RS08630,TCARB_RS08630,TCARB_1788,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20200829,-
697581,25407199,TCARB_RS08635,TCARB_RS08635,TCARB_1789,-,-,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20201026,-
697581,25407200,TCARB_RS08640,TCARB_RS08640,TCARB_2000,-,-,-,-,tRNA,-,-,-,-,20200829,-
697581,25407201,speB,TCARB_RS08645,TCARB_1790,-,-,-,agmatinase,protein-coding,-,-,-,agmatinase,20201026,-
697581,25407202,TCARB_RS08650,TCARB_RS08650,TCARB_1791,-,-,-,DNA-directed RNA polymerase subunit P,protein-coding,-,-,-,DNA-directed RNA polymerase subunit P,20200829,-
697581,25407203,yciH,TCARB_RS08655,TCARB_1792,-,-,-,stress response translation initiation inhibitor YciH,protein-coding,-,-,-,stress response translation initiation inhibitor YciH,20200829,-
697581,25407204,TCARB_RS08660,TCARB_RS08660,TCARB_1793,-,-,-,Hsp20/alpha crystallin family protein,protein-coding,-,-,-,Hsp20/alpha crystallin family protein,20201026,-
697581,25407205,TCARB_RS08665,TCARB_RS08665,TCARB_1794,-,-,-,FprA family A-type flavoprotein,protein-coding,-,-,-,FprA family A-type flavoprotein,20201026,-
697581,25407206,ffh,TCARB_RS08670,TCARB_1795,-,-,-,signal recognition particle protein,protein-coding,-,-,-,signal recognition particle protein,20201026,-
697581,25407207,TCARB_RS08675,TCARB_RS08675,TCARB_1796,-,-,-,PRC-barrel domain-containing protein,protein-coding,-,-,-,PRC-barrel domain-containing protein,20201026,-
697581,25407208,TCARB_RS08680,TCARB_RS08680,TCARB_1797,-,-,-,DNA primase,protein-coding,-,-,-,DNA primase,20201026,-
697581,25407209,TCARB_RS08685,TCARB_RS08685,TCARB_1798,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201026,-
697581,25407210,infB,TCARB_RS08690,TCARB_1799,-,-,-,translation initiation factor IF-2,protein-coding,-,-,-,translation initiation factor IF-2,20201026,-
697581,25407211,TCARB_RS08695,TCARB_RS08695,TCARB_1800,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20201026,-
697581,25407212,TCARB_RS08700,TCARB_RS08700,TCARB_1801,-,-,-,minichromosome maintenance protein MCM,protein-coding,-,-,-,minichromosome maintenance protein MCM,20200829,-
697581,25407213,TCARB_RS08705,TCARB_RS08705,TCARB_1802,-,-,-,DNA replication complex GINS family protein,protein-coding,-,-,-,DNA replication complex GINS family protein,20201217,-
697581,25407214,TCARB_RS08710,TCARB_RS08710,TCARB_1803,-,-,-,30S ribosomal protein S28e,protein-coding,-,-,-,30S ribosomal protein S28e,20200829,-
697581,25407215,TCARB_RS08715,TCARB_RS08715,TCARB_1804,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20200829,-
697581,25407216,TCARB_RS08720,TCARB_RS08720,TCARB_1805,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,protein-coding,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,20200831,-
697581,25407217,psmA,TCARB_RS08725,TCARB_1806,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,protein-coding,-,-,-,archaeal proteasome endopeptidase complex subunit alpha,20201026,-
697581,25407218,TCARB_RS08730,TCARB_RS08730,TCARB_1807,-,-,-,ribosome assembly factor SBDS,protein-coding,-,-,-,ribosome assembly factor SBDS,20201026,-
