#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
7209,9937370,LOAG_00014,LOAG_00014,-,-,Unknown,-,6-phosphofructokinase,protein-coding,-,-,-,6-phosphofructokinase,20201104,-
7209,9951688,LOAG_14209,LOAG_14209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951689,LOAG_18956,LOAG_18956,LOAG_14211,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951690,LOAG_19018,LOAG_19018,LOAG_14212,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951691,LOAG_14213,LOAG_14213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951692,LOAG_14214,LOAG_14214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951693,LOAG_14217,LOAG_14217,-,-,Unknown,-,lgg-2,protein-coding,-,-,-,lgg-2,20201104,-
7209,9951694,LOAG_14215,LOAG_14215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951695,LOAG_14216,LOAG_14216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951696,LOAG_14218,LOAG_14218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951697,LOAG_14219,LOAG_14219,-,-,Unknown,-,chitinase I,protein-coding,-,-,-,chitinase I,20201104,-
7209,9951698,LOAG_18394,LOAG_18394,LOAG_14220,-,Unknown,-,vesicle protein sorting-associated,protein-coding,-,-,-,vesicle protein sorting-associated,20201104,-
7209,9951700,LOAG_14221,LOAG_14221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951701,LOAG_14223,LOAG_14223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951702,LOAG_14225,LOAG_14225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951703,LOAG_14224,LOAG_14224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951705,LOAG_14227,LOAG_14227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951706,LOAG_14228,LOAG_14228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951707,LOAG_14230,LOAG_14230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951708,LOAG_20099,LOAG_20099,LOAG_20109,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951709,LOAG_20098,LOAG_20098,LOAG_20108,-,Unknown,-,tRNA,tRNA,-,-,-,-,20201104,-
7209,9951710,LOAG_14229,LOAG_14229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951711,LOAG_14231,LOAG_14231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951713,LOAG_14233,LOAG_14233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951714,LOAG_14234,LOAG_14234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951715,LOAG_14235,LOAG_14235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951716,LOAG_17520,LOAG_17520,LOAG_14236,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951717,LOAG_14238,LOAG_14238,-,-,Unknown,-,oocyte zinc finger protein XlCOF14,protein-coding,-,-,-,oocyte zinc finger protein XlCOF14,20201104,-
7209,9951718,LOAG_14237,LOAG_14237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951722,LOAG_18839,LOAG_18839,LOAG_14242,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951723,LOAG_14243,LOAG_14243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951724,LOAG_14244,LOAG_14244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951726,LOAG_14246,LOAG_14246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951727,LOAG_14247,LOAG_14247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951728,LOAG_14248,LOAG_14248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951730,LOAG_14249,LOAG_14249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951731,LOAG_14252,LOAG_14252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951732,LOAG_14251,LOAG_14251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951733,LOAG_14254,LOAG_14254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951734,LOAG_14253,LOAG_14253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951736,LOAG_14257,LOAG_14257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951738,LOAG_18111,LOAG_18111,LOAG_14258,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951739,LOAG_14259,LOAG_14259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951740,LOAG_14260,LOAG_14260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951741,LOAG_14261,LOAG_14261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951742,LOAG_14262,LOAG_14262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951743,LOAG_18643,LOAG_18643,LOAG_14263,-,Unknown,-,beta-glucuronidase,protein-coding,-,-,-,beta-glucuronidase,20201104,-
7209,9951744,LOAG_14265,LOAG_14265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951745,LOAG_14264,LOAG_14264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951746,LOAG_14266,LOAG_14266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951747,LOAG_14267,LOAG_14267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951749,LOAG_14269,LOAG_14269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951750,LOAG_14271,LOAG_14271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951751,LOAG_14270,LOAG_14270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951754,LOAG_14274,LOAG_14274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951756,LOAG_18464,LOAG_18464,LOAG_14276,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951757,LOAG_17735,LOAG_17735,LOAG_14277,-,Unknown,-,CBR-VAB-1 protein,protein-coding,-,-,-,CBR-VAB-1 protein,20201104,-
7209,9951758,LOAG_16656,LOAG_16656,LOAG_14278,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951759,LOAG_14279,LOAG_14279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951760,LOAG_14282,LOAG_14282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951761,LOAG_14280,LOAG_14280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951763,LOAG_14281,LOAG_14281,-,-,Unknown,-,gamma-secretase subunit pen-2,protein-coding,-,-,-,gamma-secretase subunit pen-2,20201104,-
7209,9951765,LOAG_14286,LOAG_14286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951768,LOAG_14288,LOAG_14288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951769,LOAG_16494,LOAG_16494,LOAG_14289,-,Unknown,-,ABC transporter,protein-coding,-,-,-,ABC transporter,20201104,-
7209,9951770,LOAG_18624,LOAG_18624,LOAG_14290,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951771,LOAG_14291,LOAG_14291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951772,LOAG_14292,LOAG_14292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951773,LOAG_14293,LOAG_14293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951774,LOAG_14294,LOAG_14294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951775,LOAG_18492,LOAG_18492,LOAG_14295,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951776,LOAG_14297,LOAG_14297,-,-,Unknown,-,DEAH box polypeptide 8,protein-coding,-,-,-,DEAH box polypeptide 8,20201104,-
7209,9951777,LOAG_17060,LOAG_17060,LOAG_14296,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951778,LOAG_14298,LOAG_14298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951781,LOAG_14301,LOAG_14301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951782,LOAG_14303,LOAG_14303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951783,LOAG_14302,LOAG_14302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951784,LOAG_18950,LOAG_18950,LOAG_14305,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951785,LOAG_14304,LOAG_14304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951786,LOAG_14306,LOAG_14306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951787,LOAG_14307,LOAG_14307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951788,LOAG_14308,LOAG_14308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951790,LOAG_14310,LOAG_14310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951791,LOAG_14311,LOAG_14311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951792,LOAG_17939,LOAG_17939,LOAG_14312,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951793,LOAG_14313,LOAG_14313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951794,LOAG_14314,LOAG_14314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951795,LOAG_14317,LOAG_14317,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951796,LOAG_17553,LOAG_17553,LOAG_14315,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951797,LOAG_18500,LOAG_18500,LOAG_14316,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951798,LOAG_14318,LOAG_14318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951799,LOAG_18482,LOAG_18482,LOAG_14319,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951800,LOAG_14320,LOAG_14320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951801,LOAG_14321,LOAG_14321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951803,LOAG_14323,LOAG_14323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951805,LOAG_14328,LOAG_14328,-,-,Unknown,-,ecdysone receptor,protein-coding,-,-,-,ecdysone receptor,20201104,-
7209,9951806,LOAG_14326,LOAG_14326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951808,LOAG_14325,LOAG_14325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951809,LOAG_14330,LOAG_14330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951811,LOAG_14332,LOAG_14332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951814,LOAG_14333,LOAG_14333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951815,LOAG_14334,LOAG_14334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951816,LOAG_14336,LOAG_14336,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951817,LOAG_14337,LOAG_14337,-,-,Unknown,-,cutical collagen 6,protein-coding,-,-,-,cutical collagen 6,20201104,-
7209,9951819,LOAG_14339,LOAG_14339,-,-,Unknown,-,huntingtin-interacting protein-1 protein interactor,protein-coding,-,-,-,huntingtin-interacting protein-1 protein interactor,20201104,-
7209,9951820,LOAG_14341,LOAG_14341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951822,LOAG_14342,LOAG_14342,-,-,Unknown,-,phosphatidylinositol-specific phospholipase C,protein-coding,-,-,-,phosphatidylinositol-specific phospholipase C,20201104,-
7209,9951823,LOAG_14344,LOAG_14344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951826,LOAG_14345,LOAG_14345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951827,LOAG_14347,LOAG_14347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951830,LOAG_14349,LOAG_14349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951832,LOAG_18697,LOAG_18697,LOAG_14353,-,Unknown,-,ankyrin repeat domain-containing protein,protein-coding,-,-,-,ankyrin repeat domain-containing protein,20201104,-
7209,9951833,LOAG_14354,LOAG_14354,-,-,Unknown,-,high mobility group protein 1,protein-coding,-,-,-,high mobility group protein 1,20201104,-
7209,9951834,LOAG_14352,LOAG_14352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951835,LOAG_14355,LOAG_14355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951836,LOAG_14356,LOAG_14356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951837,LOAG_14357,LOAG_14357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951838,LOAG_14358,LOAG_14358,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951839,LOAG_14359,LOAG_14359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951840,LOAG_14360,LOAG_14360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951841,LOAG_18628,LOAG_18628,LOAG_14361,-,Unknown,-,potassium voltage-gated channel subfamily C member 1,protein-coding,-,-,-,potassium voltage-gated channel subfamily C member 1,20201104,-
7209,9951842,LOAG_14362,LOAG_14362,-,-,Unknown,-,zinc finger protein,protein-coding,-,-,-,zinc finger protein,20201104,-
7209,9951843,LOAG_14363,LOAG_14363,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951844,LOAG_14364,LOAG_14364,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951845,LOAG_14365,LOAG_14365,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951846,LOAG_14366,LOAG_14366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951848,LOAG_14368,LOAG_14368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951849,LOAG_14369,LOAG_14369,-,-,Unknown,-,Lecithin:cholesterol acyltransferase,protein-coding,-,-,-,Lecithin:cholesterol acyltransferase,20201104,-
7209,9951850,LOAG_14370,LOAG_14370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951851,LOAG_14371,LOAG_14371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951852,LOAG_14372,LOAG_14372,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951853,LOAG_14373,LOAG_14373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951854,LOAG_14374,LOAG_14374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951857,LOAG_14377,LOAG_14377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951858,LOAG_14378,LOAG_14378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951859,LOAG_18429,LOAG_18429,LOAG_14381,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951860,LOAG_14380,LOAG_14380,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951861,LOAG_14379,LOAG_14379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951864,LOAG_14383,LOAG_14383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951865,LOAG_14386,LOAG_14386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951866,LOAG_14385,LOAG_14385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951867,LOAG_14387,LOAG_14387,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951869,LOAG_14391,LOAG_14391,-,-,Unknown,-,SCP-like extracellular protein,protein-coding,-,-,-,SCP-like extracellular protein,20201104,-
7209,9951870,LOAG_17486,LOAG_17486,LOAG_14390,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951871,LOAG_14389,LOAG_14389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951872,LOAG_14392,LOAG_14392,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951877,LOAG_14395,LOAG_14395,-,-,Unknown,-,peptidase family M13 containing protein,protein-coding,-,-,-,peptidase family M13 containing protein,20201104,-
7209,9951878,LOAG_14398,LOAG_14398,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951879,LOAG_14400,LOAG_14400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951880,LOAG_14399,LOAG_14399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951881,LOAG_14401,LOAG_14401,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951882,LOAG_14402,LOAG_14402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951884,LOAG_16579,LOAG_16579,LOAG_14403,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951885,LOAG_16724,LOAG_16724,LOAG_14406,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951888,LOAG_14407,LOAG_14407,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951889,LOAG_18094,LOAG_18094,LOAG_14409,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951891,LOAG_14412,LOAG_14412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951893,LOAG_14415,LOAG_14415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951897,LOAG_14417,LOAG_14417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951898,LOAG_14420,LOAG_14420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951900,LOAG_14419,LOAG_14419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951901,LOAG_14421,LOAG_14421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951902,LOAG_14422,LOAG_14422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
7209,9951903,LOAG_19034,LOAG_19034,LOAG_14423,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201104,-
