#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
595528,14894399,CAOG_08376,CAOG_08376,-,-,Unknown,-,propionyl-CoA carboxylase subunit alpha,protein-coding,-,-,-,propionyl-CoA carboxylase subunit alpha,20201223,-
595528,14902385,CAOG_00681,CAOG_00681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902386,CAOG_00682,CAOG_00682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902387,CAOG_00683,CAOG_00683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902388,CAOG_00684,CAOG_00684,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902389,CAOG_00685,CAOG_00685,-,-,Unknown,-,"6,7-dimethyl-8-ribityllumazine synthase subunit",protein-coding,-,-,-,"6,7-dimethyl-8-ribityllumazine synthase subunit",20201223,-
595528,14902390,CAOG_00686,CAOG_00686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902391,CAOG_00687,CAOG_00687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902394,CAOG_00690,CAOG_00690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902395,CAOG_00691,CAOG_00691,-,-,Unknown,-,rho GTPase activating protein 10,protein-coding,-,-,-,rho GTPase activating protein 10,20201223,-
595528,14902396,CAOG_00692,CAOG_00692,-,-,Unknown,-,actin,protein-coding,-,-,-,actin,20201223,-
595528,14902397,CAOG_00693,CAOG_00693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902398,CAOG_00694,CAOG_00694,-,-,Unknown,-,acyl-coenzyme A oxidase 3,protein-coding,-,-,-,acyl-coenzyme A oxidase 3,20201223,-
595528,14902399,CAOG_00695,CAOG_00695,-,-,Unknown,-,peptidylprolyl isomerase,protein-coding,-,-,-,peptidylprolyl isomerase,20201223,-
595528,14902400,CAOG_00696,CAOG_00696,-,-,Unknown,-,calcineurin A alpha,protein-coding,-,-,-,calcineurin A alpha,20201223,-
595528,14902401,CAOG_00697,CAOG_00697,-,-,Unknown,-,splicing factor,protein-coding,-,-,-,splicing factor,20201223,-
595528,14902402,CAOG_00698,CAOG_00698,-,-,Unknown,-,exocyst complex component Sec10,protein-coding,-,-,-,exocyst complex component Sec10,20201223,-
595528,14902403,CAOG_00699,CAOG_00699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902404,CAOG_00700,CAOG_00700,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902405,CAOG_00701,CAOG_00701,-,-,Unknown,-,carrier protein,protein-coding,-,-,-,carrier protein,20201223,-
595528,14902406,CAOG_00702,CAOG_00702,-,-,Unknown,-,heat shock protein 40,protein-coding,-,-,-,heat shock protein 40,20201223,-
595528,14902407,CAOG_00703,CAOG_00703,-,-,Unknown,-,myotubularin,protein-coding,-,-,-,myotubularin,20201223,-
595528,14902408,CAOG_00704,CAOG_00704,-,-,Unknown,-,alanine racemase,protein-coding,-,-,-,alanine racemase,20201223,-
595528,14902409,CAOG_00705,CAOG_00705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902410,CAOG_00706,CAOG_00706,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902411,CAOG_00707,CAOG_00707,-,-,Unknown,-,octanoyltransferase,protein-coding,-,-,-,octanoyltransferase,20201223,-
595528,14902412,CAOG_00708,CAOG_00708,-,-,Unknown,-,long-chain-fatty-acid-CoA ligase ACSBG2,protein-coding,-,-,-,long-chain-fatty-acid-CoA ligase ACSBG2,20201223,-
595528,14902413,CAOG_00709,CAOG_00709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902414,CAOG_00710,CAOG_00710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902415,CAOG_00711,CAOG_00711,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902416,CAOG_00712,CAOG_00712,-,-,Unknown,-,collagen type IV alpha-3-binding protein,protein-coding,-,-,-,collagen type IV alpha-3-binding protein,20201223,-
595528,14902417,CAOG_00713,CAOG_00713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902418,CAOG_00714,CAOG_00714,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902419,CAOG_00715,CAOG_00715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902421,CAOG_00717,CAOG_00717,-,-,Unknown,-,UBX domain-containing protein 6,protein-coding,-,-,-,UBX domain-containing protein 6,20201223,-
595528,14902422,CAOG_00718,CAOG_00718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902423,CAOG_00719,CAOG_00719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902424,CAOG_00720,CAOG_00720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902425,CAOG_00721,CAOG_00721,-,-,Unknown,-,vesicular integral-membrane protein VIP36,protein-coding,-,-,-,vesicular integral-membrane protein VIP36,20201223,-
595528,14902426,CAOG_00722,CAOG_00722,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902427,CAOG_00723,CAOG_00723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902428,CAOG_00724,CAOG_00724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902429,CAOG_00725,CAOG_00725,-,-,Unknown,-,thymidylate synthase,protein-coding,-,-,-,thymidylate synthase,20201223,-
595528,14902430,CAOG_00726,CAOG_00726,-,-,Unknown,-,palmitoyl-CoA oxidase,protein-coding,-,-,-,palmitoyl-CoA oxidase,20201223,-
595528,14902431,CAOG_00727,CAOG_00727,-,-,Unknown,-,pseudouridylate synthase 10,protein-coding,-,-,-,pseudouridylate synthase 10,20201223,-
595528,14902432,CAOG_00728,CAOG_00728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902433,CAOG_00729,CAOG_00729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902436,CAOG_00732,CAOG_00732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902437,CAOG_00733,CAOG_00733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902438,CAOG_00734,CAOG_00734,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902439,CAOG_00735,CAOG_00735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902440,CAOG_00736,CAOG_00736,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902441,CAOG_00737,CAOG_00737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902442,CAOG_00738,CAOG_00738,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902443,CAOG_00739,CAOG_00739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902444,CAOG_00740,CAOG_00740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902445,CAOG_00741,CAOG_00741,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902446,CAOG_00742,CAOG_00742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902447,CAOG_00743,CAOG_00743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902448,CAOG_00744,CAOG_00744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902449,CAOG_00745,CAOG_00745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902450,CAOG_00746,CAOG_00746,-,-,Unknown,-,NUDIX hydrolase,protein-coding,-,-,-,NUDIX hydrolase,20201223,-
595528,14902451,CAOG_00747,CAOG_00747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902452,CAOG_00748,CAOG_00748,-,-,Unknown,-,CPSF3 protein,protein-coding,-,-,-,CPSF3 protein,20201223,-
595528,14902453,CAOG_00749,CAOG_00749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902454,CAOG_00750,CAOG_00750,-,-,Unknown,-,diacylglycerol kinase alpha,protein-coding,-,-,-,diacylglycerol kinase alpha,20201223,-
595528,14902455,CAOG_00751,CAOG_00751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902456,CAOG_00752,CAOG_00752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902457,CAOG_00753,CAOG_00753,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902458,CAOG_00754,CAOG_00754,-,-,Unknown,-,histone H4,protein-coding,-,-,-,histone H4,20201223,-
595528,14902459,CAOG_00755,CAOG_00755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902460,CAOG_00756,CAOG_00756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902461,CAOG_00757,CAOG_00757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902462,CAOG_00758,CAOG_00758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902463,CAOG_00759,CAOG_00759,-,-,Unknown,-,Nek4 protein,protein-coding,-,-,-,Nek4 protein,20201223,-
595528,14902464,CAOG_00760,CAOG_00760,-,-,Unknown,-,branched-chain amino acid aminotransferase,protein-coding,-,-,-,branched-chain amino acid aminotransferase,20201223,-
595528,14902466,CAOG_00762,CAOG_00762,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902467,CAOG_00763,CAOG_00763,-,-,Unknown,-,BMP2 inducible kinase,protein-coding,-,-,-,BMP2 inducible kinase,20201223,-
595528,14902468,CAOG_00764,CAOG_00764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902469,CAOG_00765,CAOG_00765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902470,CAOG_00766,CAOG_00766,-,-,Unknown,-,ribosomal protein S25,protein-coding,-,-,-,ribosomal protein S25,20201223,-
595528,14902471,CAOG_00767,CAOG_00767,-,-,Unknown,-,homoserine O-acetyltransferase,protein-coding,-,-,-,homoserine O-acetyltransferase,20201223,-
595528,14902472,CAOG_00768,CAOG_00768,-,-,Unknown,-,H2A histone family protein,protein-coding,-,-,-,H2A histone family protein,20201223,-
595528,14902473,CAOG_00769,CAOG_00769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902474,CAOG_00770,CAOG_00770,-,-,Unknown,-,ribosomal RNA assembly protein mis3,protein-coding,-,-,-,ribosomal RNA assembly protein mis3,20201223,-
595528,14902475,CAOG_00771,CAOG_00771,-,-,Unknown,-,acyl-CoA synthetase long-chain,protein-coding,-,-,-,acyl-CoA synthetase long-chain,20201223,-
595528,14902476,CAOG_00772,CAOG_00772,-,-,Unknown,-,methionyl aminopeptidase 1,protein-coding,-,-,-,methionyl aminopeptidase 1,20201223,-
595528,14902477,CAOG_00773,CAOG_00773,-,-,Unknown,-,hypothetical protein,pseudo,-,-,-,-,20201223,-
595528,14902478,CAOG_00774,CAOG_00774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902479,CAOG_00775,CAOG_00775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902480,CAOG_00776,CAOG_00776,-,-,Unknown,-,DEAD box ATP-dependent RNA helicase,protein-coding,-,-,-,DEAD box ATP-dependent RNA helicase,20201223,-
595528,14902481,CAOG_00777,CAOG_00777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902482,CAOG_00778,CAOG_00778,-,-,Unknown,-,ras-specific guanine nucleotide-releasing factor RalGPS1,protein-coding,-,-,-,ras-specific guanine nucleotide-releasing factor RalGPS1,20201223,-
595528,14902483,CAOG_00779,CAOG_00779,-,-,Unknown,-,glycosyltransferase ago61,protein-coding,-,-,-,glycosyltransferase ago61,20201223,-
595528,14902484,CAOG_00780,CAOG_00780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902485,CAOG_00781,CAOG_00781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902486,CAOG_00782,CAOG_00782,-,-,Unknown,-,inorganic pyrophosphatase,protein-coding,-,-,-,inorganic pyrophosphatase,20201223,-
595528,14902489,CAOG_00785,CAOG_00785,-,-,Unknown,-,haloacid dehalogenase-like hydrolase,protein-coding,-,-,-,haloacid dehalogenase-like hydrolase,20201223,-
595528,14902490,CAOG_00786,CAOG_00786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902491,CAOG_00787,CAOG_00787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902492,CAOG_00788,CAOG_00788,-,-,Unknown,-,HCaRG family protein,protein-coding,-,-,-,HCaRG family protein,20201223,-
595528,14902493,CAOG_00789,CAOG_00789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902494,CAOG_00790,CAOG_00790,-,-,Unknown,-,acyl-CoA synthetase,protein-coding,-,-,-,acyl-CoA synthetase,20201223,-
595528,14902495,CAOG_00791,CAOG_00791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902496,CAOG_00792,CAOG_00792,-,-,Unknown,-,ribosomal protein L41,protein-coding,-,-,-,ribosomal protein L41,20201223,-
595528,14902497,CAOG_00793,CAOG_00793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902498,CAOG_00794,CAOG_00794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902499,CAOG_00795,CAOG_00795,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902500,CAOG_00796,CAOG_00796,-,-,Unknown,-,alkane-1 monooxygenase,protein-coding,-,-,-,alkane-1 monooxygenase,20201223,-
595528,14902501,CAOG_00797,CAOG_00797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902502,CAOG_00798,CAOG_00798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902503,CAOG_00799,CAOG_00799,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902504,CAOG_00800,CAOG_00800,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902505,CAOG_00801,CAOG_00801,-,-,Unknown,-,leucine-rich repeat-containing protein C10,protein-coding,-,-,-,leucine-rich repeat-containing protein C10,20201223,-
595528,14902506,CAOG_00802,CAOG_00802,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902507,CAOG_00803,CAOG_00803,-,-,Unknown,-,vesicle docking protein,protein-coding,-,-,-,vesicle docking protein,20201223,-
595528,14902508,CAOG_00804,CAOG_00804,-,-,Unknown,-,mannosidase,protein-coding,-,-,-,mannosidase,20201223,-
595528,14902509,CAOG_00805,CAOG_00805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902510,CAOG_00806,CAOG_00806,-,-,Unknown,-,peroxisomal membrane protein 2,protein-coding,-,-,-,peroxisomal membrane protein 2,20201223,-
595528,14902514,CAOG_00810,CAOG_00810,-,-,Unknown,-,eukaryotic elongation factor-2 kinase,protein-coding,-,-,-,eukaryotic elongation factor-2 kinase,20201223,-
595528,14902515,CAOG_00811,CAOG_00811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902516,CAOG_00812,CAOG_00812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902517,CAOG_00813,CAOG_00813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902518,CAOG_00814,CAOG_00814,-,-,Unknown,-,FK506-binding protein,protein-coding,-,-,-,FK506-binding protein,20201223,-
595528,14902519,CAOG_00815,CAOG_00815,-,-,Unknown,-,mismatch repair protein Msh6,protein-coding,-,-,-,mismatch repair protein Msh6,20201223,-
595528,14902520,CAOG_00816,CAOG_00816,-,-,Unknown,-,extradiol ring-cleavage dioxygenase class III protein subunit B,protein-coding,-,-,-,extradiol ring-cleavage dioxygenase class III protein subunit B,20201223,-
595528,14902521,CAOG_00817,CAOG_00817,-,-,Unknown,-,methionyl-tRNA synthetase,protein-coding,-,-,-,methionyl-tRNA synthetase,20201223,-
595528,14902522,CAOG_00818,CAOG_00818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902523,CAOG_00819,CAOG_00819,-,-,Unknown,-,centaurin,protein-coding,-,-,-,centaurin,20201223,-
595528,14902524,CAOG_00820,CAOG_00820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902525,CAOG_00821,CAOG_00821,-,-,Unknown,-,phosphoserine phosphatase,protein-coding,-,-,-,phosphoserine phosphatase,20201223,-
595528,14902526,CAOG_00822,CAOG_00822,-,-,Unknown,-,serine/threonine-protein kinase cst-1,protein-coding,-,-,-,serine/threonine-protein kinase cst-1,20201223,-
595528,14902527,CAOG_00823,CAOG_00823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902528,CAOG_00824,CAOG_00824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902529,CAOG_00825,CAOG_00825,-,-,Unknown,-,folate-sensitive fragile site protein Fra10Ac1,protein-coding,-,-,-,folate-sensitive fragile site protein Fra10Ac1,20201223,-
595528,14902530,CAOG_00826,CAOG_00826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902532,CAOG_00827,CAOG_00827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902533,CAOG_00828,CAOG_00828,-,-,Unknown,-,casein kinase,protein-coding,-,-,-,casein kinase,20201223,-
595528,14902534,CAOG_00829,CAOG_00829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902535,CAOG_00830,CAOG_00830,-,-,Unknown,-,ribosomal protein S3,protein-coding,-,-,-,ribosomal protein S3,20201223,-
595528,14902538,CAOG_00833,CAOG_00833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902539,CAOG_00834,CAOG_00834,-,-,Unknown,-,tau-protein kinase,pseudo,-,-,-,-,20201223,-
595528,14902540,CAOG_00835,CAOG_00835,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902541,CAOG_00836,CAOG_00836,-,-,Unknown,-,RNA recognition domain-containing protein,protein-coding,-,-,-,RNA recognition domain-containing protein,20201223,-
595528,14902542,CAOG_00837,CAOG_00837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902543,CAOG_00838,CAOG_00838,-,-,Unknown,-,RNA 3'-phosphate cyclase,protein-coding,-,-,-,RNA 3'-phosphate cyclase,20201223,-
595528,14902544,CAOG_00839,CAOG_00839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902545,CAOG_00840,CAOG_00840,-,-,Unknown,-,myosin IIIA,protein-coding,-,-,-,myosin IIIA,20201223,-
595528,14902546,CAOG_00841,CAOG_00841,-,-,Unknown,-,MCM complex subunit Mcm6,protein-coding,-,-,-,MCM complex subunit Mcm6,20201223,-
595528,14902547,CAOG_00842,CAOG_00842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902548,CAOG_00843,CAOG_00843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902549,CAOG_00844,CAOG_00844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201223,-
595528,14902550,CAOG_00845,CAOG_00845,-,-,Unknown,-,heat shock protein 70,protein-coding,-,-,-,heat shock protein 70,20201223,-
595528,14902551,CAOG_00846,CAOG_00846,-,-,Unknown,-,serine/threonine-protein kinase ppk11,protein-coding,-,-,-,serine/threonine-protein kinase ppk11,20201223,-
