#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
933801,10044094,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Acidianus hospitalis str. W1; Acidianus hospitalis strain W1).,other,-,-,-,-,20101221,-
933801,10601566,acs,AHOS_RS10715,Ahos_2066,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20190827,-
933801,10601567,AHOS_RS10720,AHOS_RS10720,Ahos_2067,-,-,-,glucose 1-dehydrogenase,protein-coding,-,-,-,glucose 1-dehydrogenase,20200905,-
933801,10601568,AHOS_RS10725,AHOS_RS10725,Ahos_2068,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601569,AHOS_RS10730,AHOS_RS10730,Ahos_2069,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20200830,-
933801,10601570,AHOS_RS10735,AHOS_RS10735,Ahos_2070,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601571,AHOS_RS10740,AHOS_RS10740,Ahos_2071,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601572,AHOS_RS10745,AHOS_RS10745,Ahos_2072,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601573,AHOS_RS10750,AHOS_RS10750,Ahos_2073,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20200830,-
933801,10601574,AHOS_RS10755,AHOS_RS10755,Ahos_2074,-,-,-,endonuclease,protein-coding,-,-,-,endonuclease,20190827,-
933801,10601575,AHOS_RS10760,AHOS_RS10760,Ahos_2075,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20190827,-
933801,10601577,AHOS_RS10765,AHOS_RS10765,Ahos_2077,-,-,-,3-isopropylmalate dehydratase large subunit,protein-coding,-,-,-,3-isopropylmalate dehydratase large subunit,20190827,-
933801,10601578,AHOS_RS10770,AHOS_RS10770,Ahos_2078,-,-,-,3-isopropylmalate dehydratase small subunit,protein-coding,-,-,-,3-isopropylmalate dehydratase small subunit,20190827,-
933801,10601579,bluB,AHOS_RS10775,Ahos_2079,-,-,-,"5,6-dimethylbenzimidazole synthase",protein-coding,-,-,-,"5,6-dimethylbenzimidazole synthase",20190827,-
933801,10601580,AHOS_RS10780,AHOS_RS10780,Ahos_2080,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200830,-
933801,10601581,AHOS_RS10785,AHOS_RS10785,Ahos_2081,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20200905,-
933801,10601582,AHOS_RS10790,AHOS_RS10790,Ahos_2082,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601583,AHOS_RS10795,AHOS_RS10795,Ahos_2083,-,-,-,AIR synthase family protein,protein-coding,-,-,-,AIR synthase family protein,20200830,-
933801,10601584,AHOS_RS10800,AHOS_RS10800,Ahos_2084,-,-,-,GIY-YIG nuclease family protein,protein-coding,-,-,-,GIY-YIG nuclease family protein,20190827,-
933801,10601585,AHOS_RS10805,AHOS_RS10805,Ahos_2085,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601586,AHOS_RS10810,AHOS_RS10810,Ahos_2086,-,-,-,glycopeptidase,protein-coding,-,-,-,glycopeptidase,20200905,-
933801,10601587,AHOS_RS10815,AHOS_RS10815,Ahos_2087,-,-,-,pseudomonapepsin,protein-coding,-,-,-,pseudomonapepsin,20190827,-
933801,10601588,xth,AHOS_RS10820,Ahos_2088,-,-,-,exodeoxyribonuclease III,protein-coding,-,-,-,exodeoxyribonuclease III,20190827,-
933801,10601589,AHOS_RS10825,AHOS_RS10825,Ahos_2089,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,protein-coding,-,-,-,NifB/NifX family molybdenum-iron cluster-binding protein,20200830,-
933801,10601590,AHOS_RS10830,AHOS_RS10830,Ahos_2090,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20200912,-
933801,10601591,AHOS_RS10835,AHOS_RS10835,Ahos_2091,-,-,-,alanine--glyoxylate aminotransferase family protein,protein-coding,-,-,-,alanine--glyoxylate aminotransferase family protein,20210417,-
933801,10601592,AHOS_RS10840,AHOS_RS10840,Ahos_2092,-,-,-,alkaline phosphatase family protein,protein-coding,-,-,-,alkaline phosphatase family protein,20200830,-
933801,10601593,AHOS_RS10845,AHOS_RS10845,Ahos_2093,-,-,-,DUF973 family protein,protein-coding,-,-,-,DUF973 family protein,20190827,-
933801,10601595,AHOS_RS10855,AHOS_RS10855,Ahos_2095,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20190827,-
933801,10601596,nadC,AHOS_RS10860,Ahos_2096,-,-,-,carboxylating nicotinate-nucleotide diphosphorylase,protein-coding,-,-,-,carboxylating nicotinate-nucleotide diphosphorylase,20190827,-
933801,10601597,AHOS_RS10865,AHOS_RS10865,Ahos_2097,-,-,-,GMP synthase subunit A,protein-coding,-,-,-,GMP synthase subunit A,20190827,-
933801,10601598,AHOS_RS10870,AHOS_RS10870,Ahos_2098,-,-,-,DUF3834 domain-containing protein,protein-coding,-,-,-,DUF3834 domain-containing protein,20190827,-
933801,10601599,tenA,AHOS_RS10875,Ahos_2099,-,-,-,thiaminase II,protein-coding,-,-,-,thiaminase II,20190827,-
933801,10601600,AHOS_RS10880,AHOS_RS10880,Ahos_2100,-,-,-,CRISPR-associated protein,protein-coding,-,-,-,CRISPR-associated protein,20190827,-
933801,10601601,AHOS_RS10885,AHOS_RS10885,Ahos_2101,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601602,AHOS_RS10890,AHOS_RS10890,Ahos_2102,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20210417,-
933801,10601603,AHOS_RS10895,AHOS_RS10895,Ahos_2103,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20200830,-
933801,10601604,AHOS_RS10900,AHOS_RS10900,Ahos_2104,-,-,-,dual specificity protein phosphatase family protein,protein-coding,-,-,-,dual specificity protein phosphatase family protein,20200830,-
933801,10601605,AHOS_RS10905,AHOS_RS10905,Ahos_2105,-,-,-,endonuclease V,protein-coding,-,-,-,endonuclease V,20190827,-
933801,10601606,AHOS_RS10910,AHOS_RS10910,Ahos_2106,-,-,-,cysteine hydrolase,protein-coding,-,-,-,cysteine hydrolase,20190827,-
933801,10601607,AHOS_RS10915,AHOS_RS10915,Ahos_2107,-,-,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20200905,-
933801,10601608,AHOS_RS10920,AHOS_RS10920,Ahos_2108,-,-,-,peroxiredoxin,protein-coding,-,-,-,peroxiredoxin,20200830,-
933801,10601609,AHOS_RS10925,AHOS_RS10925,Ahos_2109,-,-,-,metallophosphoesterase family protein,protein-coding,-,-,-,metallophosphoesterase family protein,20200830,-
933801,10601610,AHOS_RS10930,AHOS_RS10930,Ahos_2110,-,-,-,DUF763 domain-containing protein,protein-coding,-,-,-,DUF763 domain-containing protein,20190827,-
933801,10601611,AHOS_RS10935,AHOS_RS10935,Ahos_2111,-,-,-,citrate synthase/methylcitrate synthase,protein-coding,-,-,-,citrate synthase/methylcitrate synthase,20200830,-
933801,10601612,AHOS_RS10940,AHOS_RS10940,Ahos_2112,-,-,-,DUF47 family protein,protein-coding,-,-,-,DUF47 family protein,20200830,-
933801,10601613,AHOS_RS10945,AHOS_RS10945,Ahos_2113,-,-,-,inorganic phosphate transporter,protein-coding,-,-,-,inorganic phosphate transporter,20190827,-
933801,10601614,AHOS_RS10950,AHOS_RS10950,Ahos_2114,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200905,-
933801,10601615,AHOS_RS10955,AHOS_RS10955,Ahos_2115,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200830,-
933801,10601617,AHOS_RS10960,AHOS_RS10960,Ahos_2117,-,-,-,acyl-CoA carboxylase subunit beta,protein-coding,-,-,-,acyl-CoA carboxylase subunit beta,20190827,-
933801,10601618,AHOS_RS10965,AHOS_RS10965,Ahos_2118,-,-,-,biotin/lipoyl-binding protein,protein-coding,-,-,-,biotin/lipoyl-binding protein,20190827,-
933801,10601619,AHOS_RS10970,AHOS_RS10970,Ahos_2119,-,-,-,pyruvate carboxylase subunit A,protein-coding,-,-,-,pyruvate carboxylase subunit A,20190827,-
933801,10601621,AHOS_RS10975,AHOS_RS10975,Ahos_2120,-,-,-,ABC transporter permease subunit,protein-coding,-,-,-,ABC transporter permease subunit,20190827,-
933801,10601622,AHOS_RS10980,AHOS_RS10980,Ahos_2121,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601623,AHOS_RS10985,AHOS_RS10985,Ahos_2122,-,-,-,thioesterase family protein,protein-coding,-,-,-,thioesterase family protein,20200830,-
933801,10601624,AHOS_RS10990,AHOS_RS10990,Ahos_2123,-,-,-,DEAD/DEAH box helicase,protein-coding,-,-,-,DEAD/DEAH box helicase,20200830,-
933801,10601625,AHOS_RS10995,AHOS_RS10995,Ahos_2124,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20200830,-
933801,10601626,AHOS_RS11000,AHOS_RS11000,Ahos_2125,-,-,-,plasma-membrane proton-efflux P-type ATPase,protein-coding,-,-,-,plasma-membrane proton-efflux P-type ATPase,20190827,-
933801,10601627,AHOS_RS11005,AHOS_RS11005,Ahos_2126,-,-,-,tetratricopeptide repeat protein,protein-coding,-,-,-,tetratricopeptide repeat protein,20190827,-
933801,10601628,dcd,AHOS_RS11010,Ahos_2127,-,-,-,dCTP deaminase,protein-coding,-,-,-,dCTP deaminase,20190827,-
933801,10601629,AHOS_RS11015,AHOS_RS11015,Ahos_2128,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601630,AHOS_RS11020,AHOS_RS11020,Ahos_2129,-,-,-,hydrolase,protein-coding,-,-,-,hydrolase,20190827,-
933801,10601631,AHOS_RS11025,AHOS_RS11025,Ahos_2130,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601636,AHOS_RS11035,AHOS_RS11035,Ahos_2135,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601637,AHOS_RS11040,AHOS_RS11040,Ahos_2136,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601638,AHOS_RS11050,AHOS_RS11050,Ahos_2137,-,-,-,integrase,protein-coding,-,-,-,integrase,20190827,-
933801,10601640,AHOS_RS11055,AHOS_RS11055,Ahos_2138,-,-,-,C2H2-type zinc finger protein,protein-coding,-,-,-,C2H2-type zinc finger protein,20200830,-
933801,10601641,AHOS_RS11065,AHOS_RS11065,Ahos_2139,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601643,AHOS_RS11070,AHOS_RS11070,Ahos_t0046,-,-,-,-,tRNA,-,-,-,-,20190827,-
933801,10601644,AHOS_RS11075,AHOS_RS11075,Ahos_2141,-,-,-,peptide chain release factor aRF-1,protein-coding,-,-,-,peptide chain release factor aRF-1,20200830,-
933801,10601645,AHOS_RS11080,AHOS_RS11080,Ahos_2142,-,-,-,phosphoribosyltransferase,protein-coding,-,-,-,phosphoribosyltransferase,20190827,-
933801,10601646,AHOS_RS11085,AHOS_RS11085,Ahos_2143,-,-,-,S-methyl-5'-thioadenosine phosphorylase,protein-coding,-,-,-,S-methyl-5'-thioadenosine phosphorylase,20200830,-
933801,10601647,AHOS_RS11090,AHOS_RS11090,Ahos_2144,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601648,AHOS_RS11095,AHOS_RS11095,Ahos_2145,-,-,-,polyprenyl synthetase family protein,protein-coding,-,-,-,polyprenyl synthetase family protein,20200830,-
933801,10601649,AHOS_RS11100,AHOS_RS11100,Ahos_2146,-,-,-,RimK family alpha-L-glutamate ligase,protein-coding,-,-,-,RimK family alpha-L-glutamate ligase,20190827,-
933801,10601650,AHOS_RS11105,AHOS_RS11105,Ahos_2147,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20200905,-
933801,10601651,AHOS_RS11110,AHOS_RS11110,Ahos_2148,-,-,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20200905,-
933801,10601652,AHOS_RS11115,AHOS_RS11115,Ahos_2149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601653,AHOS_RS11120,AHOS_RS11120,Ahos_2150,-,-,-,isoaspartyl peptidase/L-asparaginase,protein-coding,-,-,-,isoaspartyl peptidase/L-asparaginase,20200830,-
933801,10601654,AHOS_RS11125,AHOS_RS11125,Ahos_2151,-,-,-,phosphoesterase,protein-coding,-,-,-,phosphoesterase,20200912,-
933801,10601655,AHOS_RS11130,AHOS_RS11130,Ahos_2152,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601656,AHOS_RS11135,AHOS_RS11135,Ahos_2153,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601657,AHOS_RS11140,AHOS_RS11140,Ahos_2154,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
933801,10601658,AHOS_RS11145,AHOS_RS11145,Ahos_2155,-,-,-,DUF2070 family protein,protein-coding,-,-,-,DUF2070 family protein,20210424,-
933801,10601659,AHOS_RS11150,AHOS_RS11150,Ahos_2156,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601660,AHOS_RS11155,AHOS_RS11155,Ahos_2157,-,-,-,HAD-IIA family hydrolase,protein-coding,-,-,-,HAD-IIA family hydrolase,20190827,-
933801,10601661,AHOS_RS11160,AHOS_RS11160,Ahos_2158,-,-,-,succinate dehydrogenase flavoprotein subunit,protein-coding,-,-,-,succinate dehydrogenase flavoprotein subunit,20190827,-
933801,10601662,AHOS_RS11165,AHOS_RS11165,Ahos_2159,-,-,-,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,protein-coding,-,-,-,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,20190827,-
933801,10601663,AHOS_RS11170,AHOS_RS11170,Ahos_2160,-,-,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,protein-coding,-,-,-,CoB--CoM heterodisulfide reductase iron-sulfur subunit B family protein,20200830,-
933801,10601664,AHOS_RS11175,AHOS_RS11175,Ahos_2161,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601665,AHOS_RS11180,AHOS_RS11180,Ahos_2162,-,-,-,VWA domain-containing protein,protein-coding,-,-,-,VWA domain-containing protein,20200830,-
933801,10601666,AHOS_RS11185,AHOS_RS11185,Ahos_2163,-,-,-,MoxR family ATPase,protein-coding,-,-,-,MoxR family ATPase,20200830,-
933801,10601667,AHOS_RS11190,AHOS_RS11190,Ahos_2164,-,-,-,single-stranded DNA-binding protein,protein-coding,-,-,-,single-stranded DNA-binding protein,20190827,-
933801,10601668,AHOS_RS11195,AHOS_RS11195,Ahos_2165,-,-,-,PqqD family protein,protein-coding,-,-,-,PqqD family protein,20190827,-
933801,10601669,AHOS_RS11200,AHOS_RS11200,Ahos_2166,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601670,AHOS_RS11205,AHOS_RS11205,Ahos_2167,-,-,-,homoserine kinase,protein-coding,-,-,-,homoserine kinase,20190827,-
933801,10601671,AHOS_RS11210,AHOS_RS11210,Ahos_2168,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,protein-coding,-,-,-,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,20200830,-
933801,10601672,AHOS_RS11215,AHOS_RS11215,Ahos_2169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601673,AHOS_RS11220,AHOS_RS11220,Ahos_2170,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601674,AHOS_RS11225,AHOS_RS11225,Ahos_2171,-,-,-,DUF1152 domain-containing protein,protein-coding,-,-,-,DUF1152 domain-containing protein,20190827,-
933801,10601675,AHOS_RS11230,AHOS_RS11230,Ahos_2172,-,-,-,-,pseudo,-,-,-,-,20200830,-
933801,10601676,AHOS_RS11235,AHOS_RS11235,Ahos_2173,-,-,-,RNA-processing protein,protein-coding,-,-,-,RNA-processing protein,20190827,-
933801,10601677,AHOS_RS11240,AHOS_RS11240,Ahos_2174,-,-,-,serine protein kinase RIO,protein-coding,-,-,-,serine protein kinase RIO,20200912,-
933801,10601678,AHOS_RS11245,AHOS_RS11245,Ahos_2175,-,-,-,translation initiation factor IF-1A,protein-coding,-,-,-,translation initiation factor IF-1A,20190827,-
933801,10601679,AHOS_RS11250,AHOS_RS11250,Ahos_2176,-,-,-,thiolase family protein,protein-coding,-,-,-,thiolase family protein,20190827,-
933801,10601680,AHOS_RS11255,AHOS_RS11255,Ahos_2177,-,-,-,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,protein-coding,-,-,-,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase,20190827,-
933801,10601681,AHOS_RS11260,AHOS_RS11260,Ahos_2178,-,-,-,translation initiation factor IF-2 subunit beta,protein-coding,-,-,-,translation initiation factor IF-2 subunit beta,20200830,-
933801,10601682,AHOS_RS11265,AHOS_RS11265,Ahos_2179,-,-,-,DUF424 family protein,protein-coding,-,-,-,DUF424 family protein,20190827,-
933801,10601683,AHOS_RS11270,AHOS_RS11270,Ahos_2180,-,-,-,60S ribosomal export protein NMD3,protein-coding,-,-,-,60S ribosomal export protein NMD3,20200830,-
933801,10601684,AHOS_RS11275,AHOS_RS11275,Ahos_2181,-,-,-,ribonuclease HII,protein-coding,-,-,-,ribonuclease HII,20190827,-
933801,10601685,AHOS_RS11280,AHOS_RS11280,Ahos_2182,-,-,-,TGS domain-containing protein,protein-coding,-,-,-,TGS domain-containing protein,20200830,-
933801,10601686,AHOS_RS11285,AHOS_RS11285,Ahos_2183,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20200830,-
933801,10601687,AHOS_RS11290,AHOS_RS11290,Ahos_2184,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20190827,-
933801,10601688,AHOS_RS11295,AHOS_RS11295,Ahos_2185,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20190827,-
933801,10601689,ppa,AHOS_RS11300,Ahos_2186,-,-,-,inorganic diphosphatase,protein-coding,-,-,-,inorganic diphosphatase,20200830,-
933801,10601690,AHOS_RS11305,AHOS_RS11305,Ahos_2187,-,-,-,HD family hydrolase,protein-coding,-,-,-,HD family hydrolase,20190827,-
933801,10601691,thiD,AHOS_RS11310,Ahos_2188,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,protein-coding,-,-,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,20190827,-
933801,10601692,AHOS_RS11315,AHOS_RS11315,Ahos_2189,-,-,-,MoaD family protein,protein-coding,-,-,-,MoaD family protein,20190827,-
933801,10601694,AHOS_RS11325,AHOS_RS11325,Ahos_2191,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20200912,-
933801,10601695,AHOS_RS11330,AHOS_RS11330,Ahos_2192,-,-,-,GHMP kinase,protein-coding,-,-,-,GHMP kinase,20190827,-
933801,10601696,AHOS_RS11335,AHOS_RS11335,Ahos_2193,-,-,-,phosphopantothenate/pantothenate synthetase,protein-coding,-,-,-,phosphopantothenate/pantothenate synthetase,20200830,-
933801,10601697,AHOS_RS11340,AHOS_RS11340,Ahos_2194,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601698,AHOS_RS11345,AHOS_RS11345,Ahos_2195,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20190827,-
933801,10601699,AHOS_RS11350,AHOS_RS11350,Ahos_2196,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20200912,-
933801,10601700,AHOS_RS11355,AHOS_RS11355,Ahos_2197,-,-,-,Lrp/AsnC ligand binding domain-containing protein,protein-coding,-,-,-,Lrp/AsnC ligand binding domain-containing protein,20210529,-
933801,10601702,AHOS_RS11360,AHOS_RS11360,Ahos_2198,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601703,AHOS_RS11365,AHOS_RS11365,Ahos_2199,-,-,-,"ribbon-helix-helix protein, CopG family",protein-coding,-,-,-,"ribbon-helix-helix protein, CopG family",20200830,-
933801,10601704,AHOS_RS11370,AHOS_RS11370,Ahos_2200,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20190827,-
933801,10601705,AHOS_RS11375,AHOS_RS11375,Ahos_2201,-,-,-,homoaconitate hydratase,protein-coding,-,-,-,homoaconitate hydratase,20201217,-
933801,10601707,AHOS_RS11380,AHOS_RS11380,Ahos_2202,-,-,-,DUF115 domain-containing protein,protein-coding,-,-,-,DUF115 domain-containing protein,20190827,-
933801,10601708,AHOS_RS11385,AHOS_RS11385,Ahos_2203,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601709,AHOS_RS11390,AHOS_RS11390,Ahos_2204,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200830,-
933801,10601710,AHOS_RS11395,AHOS_RS11395,Ahos_2205,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601711,AHOS_RS11400,AHOS_RS11400,Ahos_2206,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601712,AHOS_RS11405,AHOS_RS11405,Ahos_2207,-,-,-,6-carboxytetrahydropterin synthase,protein-coding,-,-,-,6-carboxytetrahydropterin synthase,20200905,-
933801,10601713,AHOS_RS11410,AHOS_RS11410,Ahos_2208,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20190827,-
933801,10601714,AHOS_RS11415,AHOS_RS11415,Ahos_2209,-,-,-,-,pseudo,-,-,-,-,20200830,-
933801,10601715,trxB,AHOS_RS11420,Ahos_2210,-,-,-,thioredoxin-disulfide reductase,protein-coding,-,-,-,thioredoxin-disulfide reductase,20190827,-
933801,10601716,AHOS_RS11425,AHOS_RS11425,Ahos_2211,-,-,-,"fructose 1,6-bisphosphatase",protein-coding,-,-,-,"fructose 1,6-bisphosphatase",20190827,-
933801,10601717,AHOS_RS11430,AHOS_RS11430,Ahos_2212,-,-,-,AAA family ATPase,protein-coding,-,-,-,AAA family ATPase,20200830,-
933801,10601718,AHOS_RS11435,AHOS_RS11435,Ahos_2213,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20190827,-
